episode_index,environment_steps,optimizer_step_calls_at_observation,sb3_update_counter_at_observation,record_phase,episode_metrics.aux_shift_kwh,episode_metrics.bess_throughput_kwh,episode_metrics.carbon_delta_kg,episode_metrics.carbon_kg,episode_metrics.degradation_cost_cny,episode_metrics.demand_charge_cny,episode_metrics.energy_cost_cny,episode_metrics.financial_delta_cny,episode_metrics.flex_deadline_violation_kwh,episode_metrics.guardrail_violation_rate,episode_metrics.guardrail_violations,episode_metrics.max_flex_age_hours,episode_metrics.nonzero_bess_action_rate,episode_metrics.nonzero_bess_actions,episode_metrics.nonzero_flex_action_rate,episode_metrics.nonzero_flex_actions,episode_metrics.peak_kw,episode_metrics.physical_power_violations,episode_metrics.projection_count,episode_metrics.projection_rate,episode_metrics.reserve_shortfall_kwh,episode_metrics.reward,episode_metrics.shore_sla_violation_kwh,episode_metrics.soc_max_observed,episode_metrics.soc_min_observed,episode_metrics.temperature_max_c,episode_metrics.terminal_flex_backlog_kwh,episode_metrics.terminal_soc_error,episode_metrics.total_cost_cny,episode_metrics.training_reward
11,1848,0,0,after_environment_step_before_replay_storage_and_optimizer,11965.42326684709,126827.25402096129,2608.112703129218,2084708.0092323427,10146.180321676906,235130.17191175456,2639315.4474576726,38942.84548929137,0.0,0.0,0.0,12.0,0.8928571428571429,150.0,0.8869047619047619,149.0,26905.167697609133,0.0,0.0,0.0,0.0,-3.9222694159817997,0.0,0.7011394285960455,0.4610481951992749,25.978973765393683,0.0,0.0,2884591.7996911043,-351.2009896342096
12,2016,22,15,after_environment_step_before_replay_storage_and_optimizer,9833.61076992581,119731.19773002459,2527.5332990804945,2084074.0619882615,9578.495818401974,229910.69039271766,2637193.217910936,31894.03766016265,0.0,0.0,0.0,12.0,0.9047619047619048,152.0,0.8273809523809523,139.0,26307.919694843396,0.0,1.0,0.005952380952380952,0.0,-3.8313257281645923,0.0,0.7042745138715717,0.41819892335918013,25.014996856273882,0.0,0.0,2876682.404122056,-311.1221862456426
13,2184,274,183,after_environment_step_before_replay_storage_and_optimizer,4580.277179754617,16942.267926585515,223.50709996815021,2181353.038605499,1355.3814341268521,235323.22773596316,2758940.689754243,15435.470028401034,0.0,0.0,0.0,12.0,1.0,168.0,0.5773809523809523,97.0,26927.2584368924,0.0,1.0,0.005952380952380952,0.0,-0.745920567064763,0.0,0.749281611256475,0.58,24.580560482041093,0.0,0.0,2995619.298924333,-90.587776140094
14,2352,526,351,after_environment_step_before_replay_storage_and_optimizer,23688.761084560072,17583.502994011953,410.5080606215706,2236895.9046051595,1406.6802395209684,255030.8506419206,2821838.488126052,22491.896758562678,0.0,0.0,0.0,12.0,1.0,168.0,0.9880952380952381,166.0,29182.33652787015,0.0,0.0,0.0,0.0,-0.6283329310166409,0.0,0.755688622754491,0.58,33.08982644931186,0.0,0.0,3078276.0190074937,-137.08996743010727
15,2520,778,519,after_environment_step_before_replay_storage_and_optimizer,23931.67100274626,17691.37724550896,660.9182731335768,2072944.3047590263,1415.310179640729,235818.52884517325,2614672.7938965657,20730.46432425958,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26983.934104229178,0.0,1.0,0.005952380952380952,0.0,-0.5217512774549297,0.0,0.7567664670658683,0.58,27.32775572679349,0.0,0.0,2851906.6329213795,-143.30741800931267
16,2688,1030,687,after_environment_step_before_replay_storage_and_optimizer,24138.140586623325,17691.37724550896,392.6844543228144,2162202.4356106813,1415.310179640729,223964.90876851243,2735358.101777329,2844.7266558001297,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25627.56357384059,0.0,1.0,0.005952380952380952,0.0,-0.41722916802565785,0.0,0.7567664670658683,0.58,25.563761727813148,0.0,0.0,2960738.320725482,-37.784700538369506
17,2856,1282,855,after_environment_step_before_replay_storage_and_optimizer,24068.998279001877,17691.37724550896,101.64614667932983,2081583.3216823114,1415.310179640729,211192.777471908,2635458.272353135,6496.582546248779,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24166.090843237595,0.0,1.0,0.005952380952380952,0.0,-0.610846436995172,0.0,0.7567664670658683,0.58,25.366832002664115,0.0,0.0,2848066.3600046835,-38.58168153200393
18,3024,1534,1023,after_environment_step_before_replay_storage_and_optimizer,24015.818824951668,17691.37724550896,765.2830444243555,2253333.7291020867,1415.310179640729,249526.3071371804,2844427.4910147814,18640.511188811382,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,28552.46982514259,0.0,1.0,0.005952380952380952,0.0,-0.1845335346260145,0.0,0.7567664670658683,0.58,32.90395886729621,0.0,0.0,3095369.1083316025,-139.11953860951814
19,3192,1786,1191,after_environment_step_before_replay_storage_and_optimizer,23976.91705745047,17691.377245508957,701.9534682403737,2064570.5670754064,1415.310179640729,220190.72079212117,2608280.8187110643,12382.185071267742,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25195.69572973755,0.0,0.0,0.0,0.0,-0.510431879950943,0.0,0.7567664670658683,0.58,25.483165033867415,0.0,0.0,2829886.849682826,-104.0281334507608
20,3360,2038,1359,after_environment_step_before_replay_storage_and_optimizer,24250.59995644493,17650.305465953577,89.15912046049198,2099614.657272337,1412.0244372762986,213253.44110127143,2658822.9095273283,6792.514372882263,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24401.885765112595,0.0,1.0,0.005952380952380952,0.0,-0.6571970224701812,0.0,0.7563560912501609,0.58,25.549282725000232,0.0,0.0,2873488.375065876,-39.31211909204107
21,3528,2290,1527,after_environment_step_before_replay_storage_and_optimizer,24168.965051889823,17679.741272017698,62.2406963731446,2063919.476401061,1414.3793017614285,211724.72626554247,2612822.1301206974,7443.956740744987,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24226.959983862595,0.0,0.0,0.0,0.0,-0.6620120743845426,0.0,0.7566502042166633,0.58,26.762205275765854,0.0,0.0,2825961.2356880014,-40.95422548611353
22,3696,2542,1695,after_environment_step_before_replay_storage_and_optimizer,24404.784704493162,17679.1397591307,576.6589127296866,2217532.923057921,1414.3311807304685,227084.85912550005,2801747.36456191,252.140288464793,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25984.569171550407,0.0,1.0,0.005952380952380952,0.0,-0.1293810216639632,0.0,0.756644194096227,0.58,32.09101160938718,0.0,0.0,3030246.5548681403,-35.86023620610517
23,3864,2794,1863,after_environment_step_before_replay_storage_and_optimizer,24088.694134592915,17682.496631553313,108.2365112908119,2060762.8929731343,1414.5997305242777,216564.11596437645,2606546.811259055,10548.43565494468,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24780.71533708913,0.0,0.0,0.0,0.0,-0.5718085098314316,0.0,0.7566777348698085,0.58,25.539258037325347,0.0,0.0,2824525.5269539556,-59.236368952171766
24,4032,3046,2031,after_environment_step_before_replay_storage_and_optimizer,23862.01953249348,17691.37724550896,70.97133112808115,2121710.3668517037,1415.3101796407295,217842.81160948498,2687225.321930878,7233.776920177273,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24927.032249487595,0.0,1.0,0.005952380952380952,0.0,-0.7740864882810321,0.0,0.7567664670658683,0.58,27.320629639583004,0.0,0.0,2906483.4437200036,-40.42716446857125
25,4200,3298,2199,after_environment_step_before_replay_storage_and_optimizer,24107.424237921692,17691.37724550896,64.5824369872189,2160857.9329728363,1415.3101796407295,221587.68673782173,2736265.327468699,7355.346250633715,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25355.545921362595,0.0,0.0,0.0,0.0,-0.8559234788699845,0.0,0.7567664670658683,0.58,25.513919573314343,0.0,0.0,2959268.3243861613,-40.65167747240177
26,4368,3550,2367,after_environment_step_before_replay_storage_and_optimizer,24147.312292455852,17691.37724550896,151.98813739629986,2110166.997788786,1415.3101796407295,214495.32895096036,2667849.2477679993,5456.573001363844,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24543.99088325134,0.0,1.0,0.005952380952380952,0.0,-0.6109748290883639,0.0,0.7567664670658683,0.58,25.483923220686723,0.0,0.0,2883759.8868986,-36.402153250597465
27,4536,3802,2535,after_environment_step_before_replay_storage_and_optimizer,24170.409902284115,17691.37724550896,393.5810969616832,2152489.070751748,1415.3101796407295,218962.31564865113,2721738.090304406,1734.7474927922963,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25055.133393066986,0.0,1.0,0.005952380952380952,0.0,-0.38102383146607416,0.0,0.7567664670658683,0.58,25.52075213661026,0.0,0.0,2942115.7161326976,-32.28860328166246
28,4704,4054,2703,after_environment_step_before_replay_storage_and_optimizer,24115.119613356997,17691.377245508964,307.68063001032533,2069571.5371323363,1415.3101796407295,212088.7352491154,2617467.7588888113,4029.2177454318958,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24268.612327612595,0.0,1.0,0.005952380952380952,0.0,-0.49786133122277226,0.0,0.7567664670658683,0.58,30.700000762939453,0.0,0.0,2830971.8043175675,-38.60692652777917
29,4872,4306,2871,after_environment_step_before_replay_storage_and_optimizer,23918.10910248305,17691.37724550896,713.8524261093589,2107173.980287941,1415.3101796407295,239562.70610460915,2658777.214521055,24680.156859712544,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,27412.36792127459,0.0,1.0,0.005952380952380952,0.0,-0.6721956714862521,0.0,0.7567664670658683,0.58,25.484893318211423,0.0,0.0,2899755.230805305,-166.23192986512404
30,5040,4558,3039,after_environment_step_before_replay_storage_and_optimizer,24096.20529519158,17691.37724550896,146.2849382144541,2068166.839158987,1415.310179640729,211724.72626554247,2617635.2680036854,5803.757510146085,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24226.959983862595,0.0,0.0,0.0,0.0,-0.5779555809641219,0.0,0.7567664670658683,0.58,26.66396696890389,0.0,0.0,2830775.3044488686,-37.79588384359802
31,5208,4810,3207,after_environment_step_before_replay_storage_and_optimizer,23957.375750930212,17691.377245508957,321.8317197222095,2136466.6261275257,1415.310179640729,235762.2651275808,2697415.5074835974,15269.399642933666,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26977.496033160678,0.0,1.0,0.005952380952380952,0.0,-0.7076877012368256,0.0,0.7567664670658683,0.58,32.99568682239014,0.0,0.0,2934593.0827908185,-95.65690139800073
32,5376,5062,3375,after_environment_step_before_replay_storage_and_optimizer,24304.23809347648,17583.50299401196,322.64313330834193,2060242.1936864727,1406.6802395209693,234435.17310940774,2601802.9026505155,24279.594227296355,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26825.641283900746,0.0,1.0,0.005952380952380952,0.0,-0.5458667991663647,0.0,0.755688622754491,0.58,28.34566944945933,0.0,0.0,2837644.755999444,-140.75655913498235
33,5544,5314,3543,after_environment_step_before_replay_storage_and_optimizer,24066.441700042924,17691.377245508957,661.8046274137432,2069619.1805093933,1415.310179640729,228865.99188281083,2611325.558211155,17315.06281449081,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26188.378300500208,0.0,1.0,0.005952380952380952,0.0,-0.507245239562115,0.0,0.7567664670658683,0.58,28.272700765275157,0.0,0.0,2841606.860273606,-126.28359171727844
34,5712,5566,3711,after_environment_step_before_replay_storage_and_optimizer,24167.805973732415,17676.594099523405,237.54976551882646,2132775.176714567,1414.1275279618849,233101.40966185252,2694351.1701784865,16840.750522480037,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26673.023145047508,0.0,1.0,0.005952380952380952,0.0,-0.7580081014926049,0.0,0.7566187586963207,0.58,33.21587338050383,0.0,0.0,2928866.707368301,-98.4567385435296
35,5880,5818,3879,after_environment_step_before_replay_storage_and_optimizer,24316.618686194524,17691.377245508964,326.85229231422454,2055540.4571348466,1415.3101796407295,230747.39175987357,2595101.714213299,19064.408219094003,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26403.66066425245,0.0,0.0,0.0,0.0,-0.5046413027518027,0.0,0.7567664670658683,0.58,32.0265059293167,0.0,0.0,2827264.416152813,-114.93317863432335
36,6048,6070,4047,after_environment_step_before_replay_storage_and_optimizer,23907.96939154444,17691.377245508957,152.16838751339128,2147586.923741815,1415.310179640729,224073.87526451578,2716108.892025762,5731.334594910257,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25640.032249487595,0.0,0.0,0.0,0.0,-0.6593755652042517,0.0,0.7567664670658683,0.58,25.562216070745986,0.0,0.0,2941598.077469918,-37.78677622535501
37,6216,6322,4215,after_environment_step_before_replay_storage_and_optimizer,23581.48398113148,17691.377245508957,746.97859940944,2097118.1738223701,1415.310179640729,239227.84137464626,2647760.471639692,23707.80657146013,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,27374.050458048103,0.0,1.0,0.005952380952380952,0.0,-0.6415493527484629,0.0,0.7567664670658683,0.58,25.540666756449596,0.0,0.0,2888403.623193979,-163.3577488218668
38,6384,6574,4383,after_environment_step_before_replay_storage_and_optimizer,24579.86942322881,17691.37724550896,725.0159032412103,2080974.192349904,1415.3101796407295,229260.54081132263,2625296.3724153847,14812.176312506668,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26233.52522911516,0.0,0.0,0.0,0.0,-0.5179533777198752,0.0,0.7567664670658683,0.58,29.31480538577316,0.0,0.0,2855972.223406348,-117.56183575700577
39,6552,6826,4551,after_environment_step_before_replay_storage_and_optimizer,24156.801011288193,17691.37724550896,48.34070849320415,2150260.658339318,1415.3101796407295,224224.13345017366,2723488.7008153335,11147.172435249631,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25657.225796577673,0.0,0.0,0.0,0.0,-0.9493232295125859,0.0,0.7567664670658683,0.58,25.565884132110206,0.0,0.0,2949128.144445148,-58.63630468584015
40,6720,7078,4719,after_environment_step_before_replay_storage_and_optimizer,24192.867385491594,17691.37724550896,304.75547205967996,2081960.0137022391,1415.310179640729,214628.6738584735,2632786.1212882176,3691.582479310115,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24559.249099877023,0.0,1.0,0.005952380952380952,0.0,-0.4981262891793713,0.0,0.7567664670658683,0.58,25.486800207190743,0.0,0.0,2848830.1053263317,-36.74324072013142
41,6888,7330,4887,after_environment_step_before_replay_storage_and_optimizer,23971.507660543586,17691.377245508964,765.0661905817979,2177093.2874080986,1415.3101796407295,234371.14932973677,2750476.2861394184,12807.285781542061,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26818.31525460099,0.0,0.0,0.0,0.0,-0.27581577416989345,0.0,0.7567664670658683,0.58,25.5614529664417,0.0,0.0,2986262.7456487957,-109.94040034261793
42,7056,7582,5055,after_environment_step_before_replay_storage_and_optimizer,24126.765639445483,17685.273170405282,165.45781844898374,2213898.7061519646,1414.8218536324352,241613.88917741418,2797119.008079597,16219.116716951008,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,27647.07801442686,0.0,1.0,0.005952380952380952,0.0,-1.0743135185514565,0.0,0.75670547713977,0.58,30.52529381942209,0.0,0.0,3040147.7191106435,-91.02305269169396
43,7224,7834,5223,after_environment_step_before_replay_storage_and_optimizer,23807.05263630074,17691.377245508957,399.6427431836055,2246546.2544840113,1415.310179640729,231947.13185595916,2837755.0645326646,3060.8277852235874,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26540.942954382543,0.0,1.0,0.005952380952380952,0.0,-0.2810280601454957,0.0,0.7567664670658683,0.58,32.975444526662386,0.0,0.0,3071117.506568264,-39.28270351713422
44,7392,8086,5391,after_environment_step_before_replay_storage_and_optimizer,24299.671120587274,17583.502994011946,709.8883656991893,2099939.6449643443,1406.680239520968,221038.4959746456,2652704.956106043,1412.2799464964464,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25292.70383920404,0.0,1.0,0.005952380952380952,0.0,-0.4286220048822183,0.0,0.755688622754491,0.58,25.505110426077476,0.0,0.0,2875150.1323202094,-49.6547016744333
45,7560,8338,5559,after_environment_step_before_replay_storage_and_optimizer,24384.91250905036,17676.898351524116,69.02248606066314,2060201.2871540978,1414.1518681219418,212900.4084896298,2608387.728570314,6967.849488940531,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24361.489411289876,0.0,1.0,0.005952380952380952,0.0,-0.6325098013831951,0.0,0.7566217986830055,0.58,31.200000762939453,0.0,0.0,2822702.288928066,-38.98059660834239
46,7728,8590,5727,after_environment_step_before_replay_storage_and_optimizer,23977.044692015876,17691.377245508957,745.9804401362417,2099409.0336373104,1415.310179640729,232055.327800754,2651031.6323566022,17459.211579239538,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26553.323458403946,0.0,0.0,0.0,0.0,-0.5790050764875913,0.0,0.7567664670658683,0.58,25.46098257410157,0.0,0.0,2884502.2703369968,-132.05488430437185
47,7896,8842,5895,after_environment_step_before_replay_storage_and_optimizer,24264.488180133096,17611.800157615355,570.4734851326521,2069181.760015252,1408.9440126092409,212930.14730008028,2614310.918066711,-271.4425498568387,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24364.89232498569,0.0,0.0,0.0,0.0,-0.3975660406958885,0.0,0.7559713587771728,0.58,25.355495228182203,0.0,0.0,2828650.009379401,-32.871196358674965
48,8064,9094,6063,after_environment_step_before_replay_storage_and_optimizer,24104.026909625336,17691.377245508957,578.1246394738755,2065668.2531782014,1415.310179640729,210837.18880715108,2609260.449942348,1826.8699564422004,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24125.402008713012,0.0,1.0,0.005952380952380952,0.0,-0.4247329602715923,0.0,0.7567664670658683,0.58,25.560382804960987,0.0,0.0,2821512.94892914,-43.821828150643626
49,8232,9346,6231,after_environment_step_before_replay_storage_and_optimizer,24075.269139446966,17691.377245508957,664.9588395700666,2029086.3194661455,1415.310179640729,229833.75583258914,2560614.252479862,19333.144534020234,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26299.11632764824,0.0,0.0,0.0,0.0,-0.4720253663407185,0.0,0.7567664670658683,0.58,25.54171203458877,0.0,0.0,2791863.3184920917,-136.5632530443052
50,8400,9598,6399,after_environment_step_before_replay_storage_and_optimizer,24104.30821604804,17691.37724550896,58.90059644409848,2238159.392374435,1415.310179640729,230253.88617314002,2830801.548429998,7526.672072066734,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,26347.190452612595,0.0,1.0,0.005952380952380952,0.0,-0.9873734736511675,0.0,0.7567664670658683,0.58,32.43574064856123,0.0,0.0,3062470.7447827784,-41.16739614697957
51,8568,9850,6567,after_environment_step_before_replay_storage_and_optimizer,24151.648498382452,17691.377245508953,493.1848272392508,2069558.286778932,1415.310179640729,210407.93363206473,2615515.2994126794,157.2692814787606,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24076.28375912019,0.0,0.0,0.0,0.0,-0.4379238825647863,0.0,0.7567664670658683,0.58,25.527856441160125,0.0,0.0,2827338.5432243845,-30.377436041748872
52,8736,10102,6735,after_environment_step_before_replay_storage_and_optimizer,23857.25125904088,17691.37724550896,505.6208672237899,2160689.3566196905,1415.3101796407295,237586.55326737283,2726504.9701304426,14642.44755289371,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,27186.24328975812,0.0,0.0,0.0,0.0,-0.5820377425228763,0.0,0.7567664670658683,0.58,26.503954313549457,0.0,0.0,2965506.833577456,-103.54948979789567
53,8904,10354,6903,after_environment_step_before_replay_storage_and_optimizer,24350.750944169504,17667.43820822662,393.26154365551156,2096821.9332384672,1413.395056658142,214966.9370337464,2650887.1596460296,2407.5626753773913,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,24597.955435957356,0.0,1.0,0.005952380952380952,0.0,-0.45491020582956265,0.0,0.7565272760189173,0.58,25.524354681626505,0.0,0.0,2867267.491736434,-35.633505996217636
54,9072,10606,7071,after_environment_step_before_replay_storage_and_optimizer,24018.609580043907,17691.377245508957,711.5079433257506,2161403.224716536,1415.310179640729,241571.1797165487,2727956.0019062143,17292.346479865024,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,27642.19091211448,0.0,1.0,0.005952380952380952,0.0,-0.48552005484211863,0.0,0.7567664670658683,0.58,25.486650118199393,0.0,0.0,2970942.4918024037,-129.15220899886995
55,9240,10858,7239,after_environment_step_before_replay_storage_and_optimizer,24033.893689663295,17691.377245508957,96.55124389487719,2048837.9643183413,1415.310179640729,209383.2161400908,2592677.1008608784,7301.95188907136,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,23959.028726556444,0.0,0.0,0.0,0.0,-0.6203131700866945,0.0,0.7567664670658683,0.58,30.299999237060547,0.0,0.0,2803475.62718061,-42.30283407904915
56,9408,11110,7407,after_environment_step_before_replay_storage_and_optimizer,24459.244431721592,17691.377245508957,650.7448822143124,2170867.417322031,1415.310179640729,226169.15855339947,2742804.0067337924,5324.991822669232,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25879.788584470287,0.0,0.0,0.0,0.0,-0.17467066197082806,0.0,0.7567664670658683,0.58,25.45241296939146,0.0,0.0,2970388.4754668325,-65.66965204620499
57,9576,11362,7575,after_environment_step_before_replay_storage_and_optimizer,24278.25369361353,17691.377245508964,574.8249399752985,2131188.528126889,1415.3101796407295,222756.32611278168,2692070.405364884,5052.928164622286,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,25489.26945886388,0.0,1.0,0.005952380952380952,0.0,-0.31485955834350726,0.0,0.7567664670658683,0.58,33.0622138934767,0.0,0.0,2916242.0416573063,-59.75413722162939
58,9744,11614,7743,after_environment_step_before_replay_storage_and_optimizer,24134.334775882326,17691.37724550896,750.5868421557043,2201586.569456535,1415.3101796407295,236739.13620098782,2780401.1626593303,16021.95769394894,0.0,0.0,0.0,12.0,1.0,168.0,1.0,168.0,27089.276158336717,0.0,1.0,0.005952380952380952,0.0,-0.24174569681220504,0.0,0.7567664670658683,0.58,33.16566937270723,0.0,0.0,3018555.6090399586,-125.14499899908672
