job_id,crane_id,yard_block,job_type,moves_planned,moves_min_accept,start_time_utc,end_time_utc
JOB_000015,CR_14,YB_02,retrieval,23,21,2025-01-01 19:00:00+00:00,2025-01-01 20:15:00+00:00
JOB_000103,CR_08,YB_08,stacking,23,21,2025-01-01 19:00:00+00:00,2025-01-01 20:30:00+00:00
JOB_000046,CR_04,YB_04,retrieval,26,24,2025-01-01 19:00:00+00:00,2025-01-01 20:15:00+00:00
JOB_000050,CR_04,YB_04,stacking,19,15,2025-01-01 19:00:00+00:00,2025-01-01 19:45:00+00:00
JOB_000051,CR_04,YB_04,shuttle,16,13,2025-01-01 19:00:00+00:00,2025-01-01 20:30:00+00:00
JOB_000121,CR_10,YB_10,retrieval,8,8,2025-01-01 19:00:00+00:00,2025-01-01 19:30:00+00:00
JOB_000053,CR_05,YB_05,stacking,19,14,2025-01-01 19:00:00+00:00,2025-01-01 19:45:00+00:00
JOB_000093,CR_08,YB_08,shuttle,21,18,2025-01-01 19:00:00+00:00,2025-01-01 20:00:00+00:00
JOB_000089,CR_08,YB_08,retrieval,19,14,2025-01-01 19:00:00+00:00,2025-01-01 19:15:00+00:00
JOB_000021,CR_15,YB_03,stacking,25,22,2025-01-01 19:00:00+00:00,2025-01-01 20:00:00+00:00
JOB_000140,CR_12,YB_12,stacking,26,22,2025-01-01 20:00:00+00:00,2025-01-01 21:00:00+00:00
JOB_000023,CR_15,YB_03,stacking,21,19,2025-01-01 20:00:00+00:00,2025-01-01 20:30:00+00:00
JOB_000020,CR_14,YB_02,stacking,27,22,2025-01-01 20:00:00+00:00,2025-01-01 21:00:00+00:00
JOB_000079,CR_07,YB_07,retrieval,16,11,2025-01-01 20:00:00+00:00,2025-01-01 20:30:00+00:00
JOB_000080,CR_07,YB_07,retrieval,30,26,2025-01-01 20:00:00+00:00,2025-01-01 20:45:00+00:00
JOB_000074,CR_06,YB_06,stacking,16,12,2025-01-01 20:00:00+00:00,2025-01-01 21:00:00+00:00
JOB_000083,CR_07,YB_07,stacking,19,17,2025-01-01 20:00:00+00:00,2025-01-01 20:15:00+00:00
JOB_000107,CR_09,YB_09,retrieval,19,17,2025-01-01 20:00:00+00:00,2025-01-01 20:45:00+00:00
JOB_000052,CR_05,YB_05,retrieval,12,8,2025-01-01 20:00:00+00:00,2025-01-01 20:45:00+00:00
JOB_000118,CR_10,YB_10,stacking,27,24,2025-01-01 21:00:00+00:00,2025-01-01 21:30:00+00:00
JOB_000010,CR_13,YB_01,retrieval,17,13,2025-01-01 21:00:00+00:00,2025-01-01 21:45:00+00:00
JOB_000055,CR_05,YB_05,retrieval,25,22,2025-01-01 21:00:00+00:00,2025-01-01 22:00:00+00:00
JOB_000092,CR_08,YB_08,stacking,14,12,2025-01-01 21:00:00+00:00,2025-01-01 21:45:00+00:00
JOB_000097,CR_08,YB_08,retrieval,17,15,2025-01-01 21:00:00+00:00,2025-01-01 22:15:00+00:00
JOB_000087,CR_07,YB_07,shuttle,29,24,2025-01-01 21:00:00+00:00,2025-01-01 22:30:00+00:00
JOB_000045,CR_04,YB_04,retrieval,21,18,2025-01-01 21:00:00+00:00,2025-01-01 21:15:00+00:00
JOB_000034,CR_03,YB_03,retrieval,10,8,2025-01-01 21:00:00+00:00,2025-01-01 22:15:00+00:00
JOB_000108,CR_09,YB_09,stacking,16,13,2025-01-01 21:00:00+00:00,2025-01-01 22:00:00+00:00
JOB_000115,CR_10,YB_10,stacking,8,8,2025-01-01 21:00:00+00:00,2025-01-01 21:45:00+00:00
JOB_000123,CR_11,YB_11,retrieval,24,19,2025-01-01 21:00:00+00:00,2025-01-01 21:45:00+00:00
JOB_000049,CR_04,YB_04,shuttle,13,8,2025-01-01 22:00:00+00:00,2025-01-01 22:15:00+00:00
JOB_000004,CR_01,YB_01,stacking,15,10,2025-01-01 22:00:00+00:00,2025-01-01 22:30:00+00:00
JOB_000142,CR_12,YB_12,stacking,30,26,2025-01-01 22:00:00+00:00,2025-01-01 23:30:00+00:00
JOB_000105,CR_09,YB_09,stacking,26,22,2025-01-01 22:00:00+00:00,2025-01-01 23:15:00+00:00
JOB_000067,CR_05,YB_05,stacking,29,27,2025-01-01 22:00:00+00:00,2025-01-01 23:15:00+00:00
JOB_000007,CR_13,YB_01,stacking,22,19,2025-01-01 22:00:00+00:00,2025-01-01 22:45:00+00:00
JOB_000110,CR_09,YB_09,stacking,17,12,2025-01-01 22:00:00+00:00,2025-01-01 22:30:00+00:00
JOB_000011,CR_01,YB_01,retrieval,26,22,2025-01-01 22:00:00+00:00,2025-01-01 23:30:00+00:00
JOB_000117,CR_10,YB_10,retrieval,13,9,2025-01-01 22:00:00+00:00,2025-01-01 22:15:00+00:00
JOB_000014,CR_14,YB_02,stacking,8,8,2025-01-01 22:00:00+00:00,2025-01-01 23:30:00+00:00
JOB_000132,CR_11,YB_11,stacking,25,23,2025-01-01 22:00:00+00:00,2025-01-01 22:45:00+00:00
JOB_000126,CR_11,YB_11,retrieval,19,15,2025-01-01 22:00:00+00:00,2025-01-01 23:00:00+00:00
JOB_000008,CR_13,YB_01,shuttle,28,23,2025-01-01 22:00:00+00:00,2025-01-01 22:45:00+00:00
JOB_000233,CR_07,YB_07,retrieval,19,17,2025-01-02 06:00:00+00:00,2025-01-02 07:30:00+00:00
JOB_000241,CR_08,YB_08,retrieval,27,22,2025-01-02 06:00:00+00:00,2025-01-02 07:15:00+00:00
JOB_000240,CR_08,YB_08,stacking,14,10,2025-01-02 06:00:00+00:00,2025-01-02 07:30:00+00:00
JOB_000225,CR_07,YB_07,retrieval,10,8,2025-01-02 06:00:00+00:00,2025-01-02 07:15:00+00:00
JOB_000261,CR_10,YB_10,retrieval,22,20,2025-01-02 07:00:00+00:00,2025-01-02 08:30:00+00:00
JOB_000258,CR_10,YB_10,stacking,23,21,2025-01-02 07:00:00+00:00,2025-01-02 07:15:00+00:00
JOB_000151,CR_01,YB_01,retrieval,19,15,2025-01-02 07:00:00+00:00,2025-01-02 07:45:00+00:00
JOB_000238,CR_08,YB_08,retrieval,16,13,2025-01-02 08:00:00+00:00,2025-01-02 09:30:00+00:00
JOB_000275,CR_12,YB_12,retrieval,17,15,2025-01-02 08:00:00+00:00,2025-01-02 09:00:00+00:00
JOB_000150,CR_01,YB_01,stacking,16,14,2025-01-02 08:00:00+00:00,2025-01-02 09:00:00+00:00
JOB_000276,CR_12,YB_12,stacking,20,16,2025-01-02 09:00:00+00:00,2025-01-02 09:45:00+00:00
JOB_000244,CR_09,YB_09,stacking,30,26,2025-01-02 09:00:00+00:00,2025-01-02 10:30:00+00:00
JOB_000195,CR_04,YB_04,retrieval,26,22,2025-01-02 09:00:00+00:00,2025-01-02 09:30:00+00:00
JOB_000204,CR_05,YB_05,stacking,21,18,2025-01-02 09:00:00+00:00,2025-01-02 09:15:00+00:00
JOB_000212,CR_06,YB_06,stacking,12,9,2025-01-02 09:00:00+00:00,2025-01-02 09:45:00+00:00
JOB_000278,CR_12,YB_12,stacking,26,22,2025-01-02 10:00:00+00:00,2025-01-02 10:45:00+00:00
JOB_000147,CR_13,YB_01,stacking,18,16,2025-01-02 10:00:00+00:00,2025-01-02 10:45:00+00:00
JOB_000250,CR_09,YB_09,stacking,11,8,2025-01-02 10:00:00+00:00,2025-01-02 10:45:00+00:00
JOB_000246,CR_09,YB_09,retrieval,30,27,2025-01-02 10:00:00+00:00,2025-01-02 11:30:00+00:00
JOB_000245,CR_09,YB_09,stacking,24,20,2025-01-02 10:00:00+00:00,2025-01-02 11:15:00+00:00
JOB_000243,CR_09,YB_09,stacking,21,16,2025-01-02 10:00:00+00:00,2025-01-02 11:00:00+00:00
JOB_000206,CR_06,YB_06,stacking,12,8,2025-01-02 10:00:00+00:00,2025-01-02 10:30:00+00:00
JOB_000222,CR_07,YB_07,stacking,17,12,2025-01-02 10:00:00+00:00,2025-01-02 11:00:00+00:00
JOB_000156,CR_01,YB_01,stacking,28,24,2025-01-02 11:00:00+00:00,2025-01-02 12:00:00+00:00
JOB_000237,CR_08,YB_08,stacking,21,18,2025-01-02 11:00:00+00:00,2025-01-02 11:15:00+00:00
JOB_000191,CR_16,YB_04,stacking,17,14,2025-01-02 11:00:00+00:00,2025-01-02 12:30:00+00:00
JOB_000228,CR_07,YB_07,shuttle,19,17,2025-01-02 11:00:00+00:00,2025-01-02 12:30:00+00:00
JOB_000181,CR_03,YB_03,shuttle,22,20,2025-01-02 11:00:00+00:00,2025-01-02 12:00:00+00:00
JOB_000152,CR_13,YB_01,retrieval,14,9,2025-01-02 11:00:00+00:00,2025-01-02 11:30:00+00:00
JOB_000257,CR_10,YB_10,stacking,18,15,2025-01-02 12:00:00+00:00,2025-01-02 12:45:00+00:00
JOB_000217,CR_06,YB_06,retrieval,18,15,2025-01-02 12:00:00+00:00,2025-01-02 12:15:00+00:00
JOB_000232,CR_07,YB_07,shuttle,23,19,2025-01-02 12:00:00+00:00,2025-01-02 12:45:00+00:00
JOB_000158,CR_02,YB_02,retrieval,20,18,2025-01-02 12:00:00+00:00,2025-01-02 13:30:00+00:00
JOB_000272,CR_11,YB_11,stacking,16,14,2025-01-02 12:00:00+00:00,2025-01-02 13:15:00+00:00
JOB_000259,CR_10,YB_10,stacking,24,19,2025-01-02 12:00:00+00:00,2025-01-02 13:15:00+00:00
JOB_000234,CR_08,YB_08,stacking,25,22,2025-01-02 12:00:00+00:00,2025-01-02 13:15:00+00:00
JOB_000175,CR_03,YB_03,stacking,28,23,2025-01-02 12:00:00+00:00,2025-01-02 12:45:00+00:00
JOB_000270,CR_11,YB_11,stacking,20,15,2025-01-02 13:00:00+00:00,2025-01-02 13:15:00+00:00
JOB_000282,CR_12,YB_12,shuttle,20,15,2025-01-02 13:00:00+00:00,2025-01-02 14:00:00+00:00
JOB_000166,CR_14,YB_02,retrieval,26,24,2025-01-02 13:00:00+00:00,2025-01-02 14:00:00+00:00
JOB_000149,CR_01,YB_01,retrieval,16,13,2025-01-02 13:00:00+00:00,2025-01-02 14:15:00+00:00
JOB_000201,CR_05,YB_05,stacking,19,16,2025-01-02 13:00:00+00:00,2025-01-02 13:45:00+00:00
JOB_000264,CR_11,YB_11,stacking,17,13,2025-01-02 13:00:00+00:00,2025-01-02 13:45:00+00:00
JOB_000189,CR_16,YB_04,retrieval,14,11,2025-01-02 13:00:00+00:00,2025-01-02 14:00:00+00:00
JOB_000168,CR_02,YB_02,shuttle,25,23,2025-01-02 13:00:00+00:00,2025-01-02 14:15:00+00:00
JOB_000193,CR_16,YB_04,stacking,17,12,2025-01-02 13:00:00+00:00,2025-01-02 14:15:00+00:00
JOB_000153,CR_13,YB_01,stacking,8,8,2025-01-02 13:00:00+00:00,2025-01-02 13:15:00+00:00
JOB_000216,CR_06,YB_06,retrieval,14,12,2025-01-02 14:00:00+00:00,2025-01-02 14:30:00+00:00
JOB_000208,CR_06,YB_06,stacking,21,16,2025-01-02 14:00:00+00:00,2025-01-02 14:15:00+00:00
JOB_000176,CR_15,YB_03,retrieval,19,15,2025-01-02 14:00:00+00:00,2025-01-02 14:45:00+00:00
JOB_000173,CR_15,YB_03,retrieval,19,17,2025-01-02 14:00:00+00:00,2025-01-02 14:15:00+00:00
JOB_000253,CR_10,YB_10,stacking,12,8,2025-01-02 14:00:00+00:00,2025-01-02 14:15:00+00:00
JOB_000177,CR_03,YB_03,stacking,17,15,2025-01-02 14:00:00+00:00,2025-01-02 14:45:00+00:00
JOB_000252,CR_10,YB_10,retrieval,19,16,2025-01-02 14:00:00+00:00,2025-01-02 15:00:00+00:00
JOB_000281,CR_12,YB_12,stacking,29,26,2025-01-02 14:00:00+00:00,2025-01-02 14:45:00+00:00
JOB_000266,CR_11,YB_11,stacking,17,14,2025-01-02 15:00:00+00:00,2025-01-02 15:45:00+00:00
JOB_000262,CR_11,YB_11,stacking,14,11,2025-01-02 15:00:00+00:00,2025-01-02 15:45:00+00:00
JOB_000223,CR_07,YB_07,stacking,17,13,2025-01-02 15:00:00+00:00,2025-01-02 15:45:00+00:00
JOB_000263,CR_11,YB_11,shuttle,16,11,2025-01-02 15:00:00+00:00,2025-01-02 16:30:00+00:00
JOB_000180,CR_03,YB_03,shuttle,18,16,2025-01-02 15:00:00+00:00,2025-01-02 15:15:00+00:00
JOB_000226,CR_07,YB_07,stacking,8,8,2025-01-02 15:00:00+00:00,2025-01-02 16:00:00+00:00
JOB_000220,CR_06,YB_06,retrieval,19,17,2025-01-02 15:00:00+00:00,2025-01-02 16:15:00+00:00
JOB_000242,CR_08,YB_08,shuttle,20,17,2025-01-02 15:00:00+00:00,2025-01-02 16:30:00+00:00
JOB_000203,CR_05,YB_05,stacking,11,8,2025-01-02 15:00:00+00:00,2025-01-02 15:30:00+00:00
JOB_000202,CR_05,YB_05,retrieval,22,18,2025-01-02 15:00:00+00:00,2025-01-02 15:45:00+00:00
JOB_000187,CR_04,YB_04,retrieval,21,16,2025-01-02 15:00:00+00:00,2025-01-02 16:00:00+00:00
JOB_000184,CR_04,YB_04,stacking,9,8,2025-01-02 16:00:00+00:00,2025-01-02 16:30:00+00:00
JOB_000163,CR_02,YB_02,stacking,21,17,2025-01-02 16:00:00+00:00,2025-01-02 17:30:00+00:00
JOB_000239,CR_08,YB_08,retrieval,13,9,2025-01-02 16:00:00+00:00,2025-01-02 16:30:00+00:00
JOB_000247,CR_09,YB_09,stacking,27,23,2025-01-02 17:00:00+00:00,2025-01-02 18:15:00+00:00
JOB_000231,CR_07,YB_07,stacking,14,10,2025-01-02 17:00:00+00:00,2025-01-02 17:15:00+00:00
JOB_000236,CR_08,YB_08,retrieval,20,17,2025-01-02 17:00:00+00:00,2025-01-02 18:00:00+00:00
JOB_000249,CR_09,YB_09,stacking,20,17,2025-01-02 17:00:00+00:00,2025-01-02 17:45:00+00:00
JOB_000218,CR_06,YB_06,stacking,28,26,2025-01-02 17:00:00+00:00,2025-01-02 18:00:00+00:00
JOB_000178,CR_03,YB_03,retrieval,21,17,2025-01-02 17:00:00+00:00,2025-01-02 17:30:00+00:00
JOB_000179,CR_15,YB_03,stacking,10,8,2025-01-02 17:00:00+00:00,2025-01-02 18:30:00+00:00
JOB_000183,CR_16,YB_04,retrieval,20,18,2025-01-02 17:00:00+00:00,2025-01-02 18:15:00+00:00
JOB_000273,CR_12,YB_12,stacking,27,23,2025-01-02 17:00:00+00:00,2025-01-02 17:30:00+00:00
JOB_000171,CR_15,YB_03,retrieval,20,15,2025-01-02 17:00:00+00:00,2025-01-02 17:30:00+00:00
JOB_000160,CR_14,YB_02,stacking,17,15,2025-01-02 18:00:00+00:00,2025-01-02 19:30:00+00:00
JOB_000279,CR_12,YB_12,stacking,22,20,2025-01-02 18:00:00+00:00,2025-01-02 18:30:00+00:00
JOB_000192,CR_04,YB_04,shuttle,18,16,2025-01-02 18:00:00+00:00,2025-01-02 19:30:00+00:00
JOB_000219,CR_06,YB_06,stacking,18,16,2025-01-02 18:00:00+00:00,2025-01-02 19:00:00+00:00
JOB_000197,CR_04,YB_04,stacking,19,17,2025-01-02 18:00:00+00:00,2025-01-02 19:00:00+00:00
JOB_000169,CR_14,YB_02,stacking,28,23,2025-01-02 18:00:00+00:00,2025-01-02 18:45:00+00:00
JOB_000229,CR_07,YB_07,stacking,17,14,2025-01-02 18:00:00+00:00,2025-01-02 19:00:00+00:00
JOB_000214,CR_06,YB_06,retrieval,22,17,2025-01-02 18:00:00+00:00,2025-01-02 19:00:00+00:00
