timestamp,crane_id,yard_block,crane_type,mode,moves,power_kw,energy_kwh_step,price_yuan_per_kwh,ef_kg_per_kwh,cost_yuan_per_step,carbon_kg_per_step,backlog_after_step
2025-01-01 01:45:00+00:00,CR_05,YB_05,RTG,active,10,416.8,104.202,1.12,0.5271,116.71,54.922,3.0
2025-01-01 01:45:00+00:00,CR_06,YB_06,RTG,active,6,454.8,113.689,1.12,0.5271,127.33,59.922,6.0
2025-01-01 01:45:00+00:00,CR_07,YB_07,RTG,active,7,467.7,116.92,1.12,0.5271,130.95,61.625,10.0
2025-01-01 01:45:00+00:00,CR_08,YB_08,RTG,active,7,432.0,107.999,1.12,0.5271,120.96,56.923,0.0
2025-01-01 01:45:00+00:00,CR_09,YB_09,RMG,active,8,455.3,113.837,1.12,0.5271,127.5,60.0,0.0
2025-01-01 01:45:00+00:00,CR_10,YB_10,RTG,active,11,433.9,108.473,1.12,0.5271,121.49,57.173,5.0
2025-01-01 01:45:00+00:00,CR_11,YB_11,RMG,idle,0,70.2,17.541,1.12,0.5271,19.65,9.245,6.0
2025-01-01 01:45:00+00:00,CR_12,YB_12,RTG,idle,0,87.9,21.97,1.12,0.5271,24.61,11.58,7.0
2025-01-01 01:45:00+00:00,CR_13,YB_01,RTG,active,6,472.4,118.092,1.12,0.5271,132.26,62.243,0.0
2025-01-01 01:45:00+00:00,CR_14,YB_02,RMG,idle,0,69.6,17.392,1.12,0.5271,19.48,9.167,10.0
2025-01-01 01:45:00+00:00,CR_15,YB_03,RMG,idle,0,69.2,17.295,1.12,0.5271,19.37,9.116,9.0
2025-01-01 01:45:00+00:00,CR_16,YB_04,RTG,idle,0,99.4,24.854,1.12,0.5271,27.84,13.1,10.0
2025-01-01 02:00:00+00:00,CR_01,YB_01,RMG,idle,0,65.9,16.463,1.12,0.525,18.44,8.643,11.0
2025-01-01 02:00:00+00:00,CR_02,YB_02,RTG,active,8,560.6,140.144,1.12,0.525,156.96,73.575,8.0
2025-01-01 02:00:00+00:00,CR_03,YB_03,RMG,active,12,371.3,92.814,1.12,0.525,103.95,48.727,9.0
2025-01-01 02:00:00+00:00,CR_04,YB_04,RMG,active,8,316.1,79.014,1.12,0.525,88.5,41.482,7.0
2025-01-01 02:00:00+00:00,CR_05,YB_05,RTG,active,8,410.8,102.7,1.12,0.525,115.02,53.917,3.0
2025-01-01 02:00:00+00:00,CR_06,YB_06,RTG,active,6,455.0,113.745,1.12,0.525,127.39,59.716,8.0
2025-01-01 02:00:00+00:00,CR_07,YB_07,RTG,active,10,480.6,120.14,1.12,0.525,134.56,63.074,12.0
2025-01-01 02:00:00+00:00,CR_08,YB_08,RTG,active,9,438.5,109.613,1.12,0.525,122.77,57.547,2.0
2025-01-01 02:00:00+00:00,CR_09,YB_09,RMG,active,11,474.4,118.588,1.12,0.525,132.82,62.259,1.0
2025-01-01 02:00:00+00:00,CR_10,YB_10,RTG,active,8,421.5,105.38,1.12,0.525,118.03,55.325,3.0
2025-01-01 02:00:00+00:00,CR_11,YB_11,RMG,active,7,500.9,125.232,1.12,0.525,140.26,65.747,6.0
2025-01-01 02:00:00+00:00,CR_12,YB_12,RTG,active,6,458.2,114.541,1.12,0.525,128.29,60.134,5.0
2025-01-01 02:00:00+00:00,CR_13,YB_01,RTG,idle,0,77.8,19.444,1.12,0.525,21.78,10.208,11.0
2025-01-01 02:00:00+00:00,CR_14,YB_02,RMG,active,8,433.6,108.402,1.12,0.525,121.41,56.911,0.0
2025-01-01 02:00:00+00:00,CR_15,YB_03,RMG,active,9,385.9,96.475,1.12,0.525,108.05,50.649,0.0
2025-01-01 02:00:00+00:00,CR_16,YB_04,RTG,active,7,440.2,110.061,1.12,0.525,123.27,57.782,0.0
2025-01-01 02:15:00+00:00,CR_01,YB_01,RMG,active,8,380.3,95.08,1.12,0.525,106.49,49.917,12.0
2025-01-01 02:15:00+00:00,CR_02,YB_02,RTG,eco,0,44.8,11.21,1.12,0.525,12.55,5.885,1.0
2025-01-01 02:15:00+00:00,CR_03,YB_03,RMG,eco,0,48.5,12.118,1.12,0.525,13.57,6.362,7.0
2025-01-01 02:15:00+00:00,CR_04,YB_04,RMG,idle,0,72.6,18.153,1.12,0.525,20.33,9.53,10.0
2025-01-01 02:15:00+00:00,CR_05,YB_05,RTG,active,8,413.3,103.332,1.12,0.525,115.73,54.249,0.0
2025-01-01 02:15:00+00:00,CR_06,YB_06,RTG,active,5,446.8,111.702,1.12,0.525,125.11,58.644,12.0
2025-01-01 02:15:00+00:00,CR_07,YB_07,RTG,active,9,478.7,119.666,1.12,0.525,134.03,62.824,10.0
2025-01-01 02:15:00+00:00,CR_08,YB_08,RTG,active,10,447.7,111.934,1.12,0.525,125.37,58.765,0.0
2025-01-01 02:15:00+00:00,CR_09,YB_09,RMG,active,11,469.1,117.271,1.12,0.525,131.34,61.567,2.0
2025-01-01 02:15:00+00:00,CR_10,YB_10,RTG,active,10,434.5,108.613,1.12,0.525,121.65,57.022,0.0
2025-01-01 02:15:00+00:00,CR_11,YB_11,RMG,active,7,503.3,125.826,1.12,0.525,140.92,66.059,9.0
2025-01-01 02:15:00+00:00,CR_12,YB_12,RTG,active,9,473.5,118.369,1.12,0.525,132.57,62.144,3.0
2025-01-01 02:15:00+00:00,CR_13,YB_01,RTG,active,12,505.8,126.455,1.12,0.525,141.63,66.389,0.0
2025-01-01 02:15:00+00:00,CR_14,YB_02,RMG,eco,0,51.7,12.937,1.12,0.525,14.49,6.792,1.0
2025-01-01 02:15:00+00:00,CR_15,YB_03,RMG,idle,0,70.0,17.509,1.12,0.525,19.61,9.192,7.0
2025-01-01 02:15:00+00:00,CR_16,YB_04,RTG,idle,0,95.0,23.744,1.12,0.525,26.59,12.466,10.0
2025-01-01 02:30:00+00:00,CR_01,YB_01,RMG,idle,0,67.0,16.745,1.12,0.525,18.75,8.791,10.0
2025-01-01 02:30:00+00:00,CR_02,YB_02,RTG,eco,0,41.2,10.298,1.12,0.525,11.53,5.406,6.0
2025-01-01 02:30:00+00:00,CR_03,YB_03,RMG,idle,0,71.8,17.941,1.12,0.525,20.09,9.419,13.0
2025-01-01 02:30:00+00:00,CR_04,YB_04,RMG,active,10,332.7,83.165,1.12,0.525,93.14,43.661,6.0
2025-01-01 02:30:00+00:00,CR_05,YB_05,RTG,active,7,405.5,101.382,1.12,0.525,113.55,53.226,0.0
2025-01-01 02:30:00+00:00,CR_06,YB_06,RTG,active,8,463.1,115.774,1.12,0.525,129.67,60.782,11.0
2025-01-01 02:30:00+00:00,CR_07,YB_07,RTG,active,8,472.3,118.064,1.12,0.525,132.23,61.984,17.0
2025-01-01 02:30:00+00:00,CR_08,YB_08,RTG,active,8,433.1,108.278,1.12,0.525,121.27,56.846,3.0
2025-01-01 02:30:00+00:00,CR_09,YB_09,RMG,active,8,457.3,114.332,1.12,0.525,128.05,60.024,3.0
2025-01-01 02:30:00+00:00,CR_10,YB_10,RTG,idle,0,88.6,22.144,1.12,0.525,24.8,11.626,5.0
2025-01-01 02:30:00+00:00,CR_11,YB_11,RMG,active,10,516.9,129.225,1.12,0.525,144.73,67.843,4.0
2025-01-01 02:30:00+00:00,CR_12,YB_12,RTG,active,8,468.3,117.072,1.12,0.525,131.12,61.463,8.0
2025-01-01 02:30:00+00:00,CR_13,YB_01,RTG,idle,0,79.3,19.825,1.12,0.525,22.2,10.408,10.0
2025-01-01 02:30:00+00:00,CR_14,YB_02,RMG,idle,0,75.2,18.789,1.12,0.525,21.04,9.864,6.0
2025-01-01 02:30:00+00:00,CR_15,YB_03,RMG,idle,0,69.1,17.287,1.12,0.525,19.36,9.076,13.0
2025-01-01 02:30:00+00:00,CR_16,YB_04,RTG,active,6,436.0,109.008,1.12,0.525,122.09,57.229,0.0
2025-01-01 02:45:00+00:00,CR_01,YB_01,RMG,active,9,376.7,94.187,1.12,0.525,105.49,49.448,13.0
2025-01-01 02:45:00+00:00,CR_02,YB_02,RTG,idle,0,57.6,14.388,1.12,0.525,16.11,7.554,13.0
2025-01-01 02:45:00+00:00,CR_03,YB_03,RMG,active,9,359.1,89.769,1.12,0.525,100.54,47.129,13.0
2025-01-01 02:45:00+00:00,CR_04,YB_04,RMG,idle,0,68.8,17.198,1.12,0.525,19.26,9.029,9.0
2025-01-01 02:45:00+00:00,CR_05,YB_05,RTG,active,9,417.4,104.346,1.12,0.525,116.87,54.781,1.0
2025-01-01 02:45:00+00:00,CR_06,YB_06,RTG,active,9,465.8,116.452,1.12,0.525,130.43,61.137,7.0
2025-01-01 02:45:00+00:00,CR_07,YB_07,RTG,active,4,452.8,113.21,1.12,0.525,126.8,59.435,20.0
2025-01-01 02:45:00+00:00,CR_08,YB_08,RTG,active,11,452.6,113.144,1.12,0.525,126.72,59.4,4.0
2025-01-01 02:45:00+00:00,CR_09,YB_09,RMG,active,7,453.9,113.463,1.12,0.525,127.08,59.568,5.0
2025-01-01 02:45:00+00:00,CR_10,YB_10,RTG,active,9,423.1,105.763,1.12,0.525,118.45,55.526,2.0
2025-01-01 02:45:00+00:00,CR_11,YB_11,RMG,active,8,507.5,126.874,1.12,0.525,142.1,66.609,2.0
2025-01-01 02:45:00+00:00,CR_12,YB_12,RTG,active,8,470.7,117.668,1.12,0.525,131.79,61.776,9.0
2025-01-01 02:45:00+00:00,CR_13,YB_01,RTG,active,11,503.4,125.859,1.12,0.525,140.96,66.076,2.0
2025-01-01 02:45:00+00:00,CR_14,YB_02,RMG,active,7,434.5,108.615,1.12,0.525,121.65,57.023,6.0
2025-01-01 02:45:00+00:00,CR_15,YB_03,RMG,active,11,402.5,100.625,1.12,0.525,112.7,52.828,2.0
2025-01-01 02:45:00+00:00,CR_16,YB_04,RTG,idle,0,94.9,23.721,1.12,0.525,26.57,12.454,9.0
2025-01-01 03:00:00+00:00,CR_01,YB_01,RMG,eco,0,56.2,14.046,1.12,0.5226,15.73,7.34,6.0
2025-01-01 03:00:00+00:00,CR_02,YB_02,RTG,idle,0,58.3,14.563,1.12,0.5226,16.31,7.611,10.0
2025-01-01 03:00:00+00:00,CR_03,YB_03,RMG,eco,0,54.2,13.555,1.12,0.5226,15.18,7.084,7.0
2025-01-01 03:00:00+00:00,CR_04,YB_04,RMG,idle,0,79.7,19.933,1.12,0.5226,22.32,10.417,13.0
2025-01-01 03:00:00+00:00,CR_05,YB_05,RTG,active,6,395.0,98.744,1.12,0.5226,110.59,51.602,0.0
2025-01-01 03:00:00+00:00,CR_06,YB_06,RTG,active,7,455.3,113.833,1.12,0.5226,127.49,59.488,6.0
2025-01-01 03:00:00+00:00,CR_07,YB_07,RTG,active,8,473.5,118.371,1.12,0.5226,132.58,61.86,18.0
2025-01-01 03:00:00+00:00,CR_08,YB_08,RTG,active,9,448.5,112.134,1.12,0.5226,125.59,58.6,0.0
2025-01-01 03:00:00+00:00,CR_09,YB_09,RMG,active,9,459.2,114.806,1.12,0.5226,128.58,59.996,2.0
2025-01-01 03:00:00+00:00,CR_10,YB_10,RTG,idle,0,89.3,22.335,1.12,0.5226,25.01,11.672,7.0
2025-01-01 03:00:00+00:00,CR_11,YB_11,RMG,active,9,506.7,126.687,1.12,0.5226,141.89,66.205,0.0
2025-01-01 03:00:00+00:00,CR_12,YB_12,RTG,active,9,474.7,118.67,1.12,0.5226,132.91,62.016,8.0
2025-01-01 03:00:00+00:00,CR_13,YB_01,RTG,eco,0,73.5,18.375,1.12,0.5226,20.58,9.602,6.0
2025-01-01 03:00:00+00:00,CR_14,YB_02,RMG,idle,0,67.4,16.861,1.12,0.5226,18.88,8.811,10.0
2025-01-01 03:00:00+00:00,CR_15,YB_03,RMG,idle,0,69.7,17.433,1.12,0.5226,19.53,9.11,7.0
2025-01-01 03:00:00+00:00,CR_16,YB_04,RTG,active,11,466.5,116.613,1.12,0.5226,130.61,60.94,2.0
2025-01-01 03:15:00+00:00,CR_01,YB_01,RMG,idle,0,53.4,13.355,1.12,0.5226,14.96,6.979,9.0
2025-01-01 03:15:00+00:00,CR_02,YB_02,RTG,active,9,555.3,138.814,1.12,0.5226,155.47,72.542,7.0
2025-01-01 03:15:00+00:00,CR_03,YB_03,RMG,idle,0,82.6,20.656,1.12,0.5226,23.13,10.795,14.0
2025-01-01 03:15:00+00:00,CR_04,YB_04,RMG,eco,0,53.1,13.283,1.12,0.5226,14.88,6.942,5.0
2025-01-01 03:15:00+00:00,CR_05,YB_05,RTG,active,8,412.4,103.092,1.12,0.5226,115.46,53.875,2.0
2025-01-01 03:15:00+00:00,CR_06,YB_06,RTG,active,8,463.2,115.799,1.12,0.5226,129.69,60.515,4.0
2025-01-01 03:15:00+00:00,CR_07,YB_07,RTG,active,4,452.9,113.236,1.12,0.5226,126.82,59.176,19.0
