timestamp,price_yuan_per_kwh
2025-01-01 10:05:00,1.212648
2025-01-01 10:10:00,1.204131
2025-01-01 10:15:00,1.203843
2025-01-01 10:20:00,1.197549
2025-01-01 10:25:00,1.20911
2025-01-01 10:30:00,1.193307
2025-01-01 10:35:00,1.187364
2025-01-01 10:40:00,1.198536
2025-01-01 10:45:00,1.208722
2025-01-01 10:50:00,1.200421
2025-01-01 10:55:00,1.206837
2025-01-01 11:00:00,1.19927
2025-01-01 11:05:00,1.201762
2025-01-01 11:10:00,1.194447
2025-01-01 11:15:00,1.199903
2025-01-01 11:20:00,1.201158
2025-01-01 11:25:00,1.205444
2025-01-01 11:30:00,1.200249
2025-01-01 11:35:00,1.20179
2025-01-01 11:40:00,1.224402
2025-01-01 11:45:00,1.205673
2025-01-01 11:50:00,1.211555
2025-01-01 11:55:00,1.215613
2025-01-01 12:00:00,0.782028
2025-01-01 12:05:00,0.794981
2025-01-01 12:10:00,0.791837
2025-01-01 12:15:00,0.792325
2025-01-01 12:20:00,0.793694
2025-01-01 12:25:00,0.801959
2025-01-01 12:30:00,0.798385
2025-01-01 12:35:00,0.806285
2025-01-01 12:40:00,0.806436
2025-01-01 12:45:00,0.797359
2025-01-01 12:50:00,0.798768
2025-01-01 12:55:00,0.81565
2025-01-01 13:00:00,0.803179
2025-01-01 13:05:00,0.799725
2025-01-01 13:10:00,0.795995
2025-01-01 13:15:00,0.804599
2025-01-01 13:20:00,0.794893
2025-01-01 13:25:00,0.782899
2025-01-01 13:30:00,0.791433
2025-01-01 13:35:00,0.793794
2025-01-01 13:40:00,0.792196
2025-01-01 13:45:00,0.798474
2025-01-01 13:50:00,0.801827
2025-01-01 13:55:00,0.801941
2025-01-01 14:00:00,0.79412
2025-01-01 14:05:00,0.807721
2025-01-01 14:10:00,0.803694
2025-01-01 14:15:00,0.806328
2025-01-01 14:20:00,0.810722
2025-01-01 14:25:00,0.799604
2025-01-01 14:30:00,0.789216
2025-01-01 14:35:00,0.794233
2025-01-01 14:40:00,0.805658
2025-01-01 14:45:00,0.81748
2025-01-01 14:50:00,0.810652
2025-01-01 14:55:00,0.800334
2025-01-01 15:00:00,0.79287
2025-01-01 15:05:00,0.810182
2025-01-01 15:10:00,0.805193
2025-01-01 15:15:00,0.792804
2025-01-01 15:20:00,0.774162
2025-01-01 15:25:00,0.809931
2025-01-01 15:30:00,0.824059
2025-01-01 15:35:00,0.806908
2025-01-01 15:40:00,0.802416
2025-01-01 15:45:00,0.802257
2025-01-01 15:50:00,0.816395
2025-01-01 15:55:00,0.805371
2025-01-01 16:00:00,0.787182
2025-01-01 16:05:00,0.819173
2025-01-01 16:10:00,0.80712
2025-01-01 16:15:00,0.801404
2025-01-01 16:20:00,0.793803
2025-01-01 16:25:00,0.805419
2025-01-01 16:30:00,0.816563
2025-01-01 16:35:00,0.784915
2025-01-01 16:40:00,0.801493
2025-01-01 16:45:00,0.794
2025-01-01 16:50:00,0.807696
2025-01-01 16:55:00,0.799564
2025-01-01 17:00:00,0.800176
2025-01-01 17:05:00,0.801788
2025-01-01 17:10:00,0.816279
2025-01-01 17:15:00,0.793605
2025-01-01 17:20:00,0.806283
2025-01-01 17:25:00,0.790784
2025-01-01 17:30:00,0.80135
2025-01-01 17:35:00,0.788529
2025-01-01 17:40:00,0.812338
2025-01-01 17:45:00,0.812177
2025-01-01 17:50:00,0.795294
2025-01-01 17:55:00,0.797325
2025-01-01 18:00:00,1.200451
2025-01-01 18:05:00,1.187647
2025-01-01 18:10:00,1.199552
2025-01-01 18:15:00,1.201017
2025-01-01 18:20:00,1.186779
2025-01-01 18:25:00,1.172822
2025-01-01 18:30:00,1.20773
2025-01-01 18:35:00,1.186142
2025-01-01 18:40:00,1.209181
2025-01-01 18:45:00,1.191107
2025-01-01 18:50:00,1.205902
2025-01-01 18:55:00,1.210328
2025-01-01 19:00:00,1.193232
2025-01-01 19:05:00,1.203331
2025-01-01 19:10:00,1.178897
2025-01-01 19:15:00,1.20169
2025-01-01 19:20:00,1.200495
2025-01-01 19:25:00,1.221031
2025-01-01 19:30:00,1.207573
2025-01-01 19:35:00,1.207585
2025-01-01 19:40:00,1.197524
2025-01-01 19:45:00,1.209913
2025-01-01 19:50:00,1.210335
2025-01-01 19:55:00,1.197409
2025-01-01 20:00:00,1.195026
2025-01-01 20:05:00,1.18669
2025-01-01 20:10:00,1.18859
2025-01-01 20:15:00,1.21858
2025-01-01 20:20:00,1.169402
2025-01-01 20:25:00,1.199456
2025-01-01 20:30:00,1.198498
2025-01-01 20:35:00,1.204448
2025-01-01 20:40:00,1.187522
2025-01-01 20:45:00,1.185732
2025-01-01 20:50:00,1.202016
2025-01-01 20:55:00,1.194792
2025-01-01 21:00:00,0.817416
2025-01-01 21:05:00,0.77467
2025-01-01 21:10:00,0.807917
2025-01-01 21:15:00,0.8055
2025-01-01 21:20:00,0.796664
2025-01-01 21:25:00,0.821865
2025-01-01 21:30:00,0.797616
2025-01-01 21:35:00,0.808398
2025-01-01 21:40:00,0.806019
2025-01-01 21:45:00,0.778761
2025-01-01 21:50:00,0.801688
2025-01-01 21:55:00,0.788028
2025-01-01 22:00:00,0.797139
2025-01-01 22:05:00,0.793136
2025-01-01 22:10:00,0.797376
2025-01-01 22:15:00,0.779461
2025-01-01 22:20:00,0.776146
2025-01-01 22:25:00,0.791636
2025-01-01 22:30:00,0.795851
2025-01-01 22:35:00,0.811899
2025-01-01 22:40:00,0.804402
2025-01-01 22:45:00,0.811475
2025-01-01 22:50:00,0.787646
2025-01-01 22:55:00,0.781827
2025-01-01 23:00:00,0.792946
2025-01-01 23:05:00,0.807922
2025-01-01 23:10:00,0.80212
2025-01-01 23:15:00,0.80881
2025-01-01 23:20:00,0.815412
2025-01-01 23:25:00,0.795549
2025-01-01 23:30:00,0.804019
2025-01-01 23:35:00,0.798588
2025-01-01 23:40:00,0.815945
2025-01-01 23:45:00,0.824721
2025-01-01 23:50:00,0.804401
2025-01-01 23:55:00,0.796863
2025-01-02 00:00:00,0.60793
2025-01-02 00:05:00,0.606943
2025-01-02 00:10:00,0.611873
2025-01-02 00:15:00,0.612075
2025-01-02 00:20:00,0.609118
2025-01-02 00:25:00,0.594968
2025-01-02 00:30:00,0.568354
2025-01-02 00:35:00,0.59926
2025-01-02 00:40:00,0.61498
2025-01-02 00:45:00,0.594759
2025-01-02 00:50:00,0.596025
2025-01-02 00:55:00,0.601898
2025-01-02 01:00:00,0.590898
2025-01-02 01:05:00,0.614695
2025-01-02 01:10:00,0.584533
2025-01-02 01:15:00,0.613322
2025-01-02 01:20:00,0.607328
2025-01-02 01:25:00,0.601461
2025-01-02 01:30:00,0.575546
2025-01-02 01:35:00,0.596081
2025-01-02 01:40:00,0.619733
2025-01-02 01:45:00,0.611127
2025-01-02 01:50:00,0.598377
2025-01-02 01:55:00,0.591832
2025-01-02 02:00:00,0.594523
2025-01-02 02:05:00,0.615422
2025-01-02 02:10:00,0.596461
2025-01-02 02:15:00,0.601999
2025-01-02 02:20:00,0.606264
2025-01-02 02:25:00,0.611852
2025-01-02 02:30:00,0.59948
2025-01-02 02:35:00,0.589843
2025-01-02 02:40:00,0.600071
2025-01-02 02:45:00,0.600001
2025-01-02 02:50:00,0.608933
2025-01-02 02:55:00,0.604974
2025-01-02 03:00:00,0.601753
2025-01-02 03:05:00,0.60564
2025-01-02 03:10:00,0.586581
2025-01-02 03:15:00,0.588188
2025-01-02 03:20:00,0.603062
2025-01-02 03:25:00,0.600014
2025-01-02 03:30:00,0.604926
2025-01-02 03:35:00,0.60092
2025-01-02 03:40:00,0.60508
2025-01-02 03:45:00,0.594947
2025-01-02 03:50:00,0.600128
2025-01-02 03:55:00,0.621189
2025-01-02 04:00:00,0.596665
2025-01-02 04:05:00,0.604775
2025-01-02 04:10:00,0.592082
2025-01-02 04:15:00,0.592371
2025-01-02 04:20:00,0.60184
2025-01-02 04:25:00,0.592022
2025-01-02 04:30:00,0.619843
2025-01-02 04:35:00,0.606668
2025-01-02 04:40:00,0.604956
2025-01-02 04:45:00,0.601628
2025-01-02 04:50:00,0.595439
2025-01-02 04:55:00,0.584875
2025-01-02 05:00:00,0.581639
2025-01-02 05:05:00,0.590024
2025-01-02 05:10:00,0.603408
2025-01-02 05:15:00,0.601683
2025-01-02 05:20:00,0.602769
2025-01-02 05:25:00,0.599537
2025-01-02 05:30:00,0.592891
2025-01-02 05:35:00,0.615002
2025-01-02 05:40:00,0.579534
2025-01-02 05:45:00,0.5965
2025-01-02 05:50:00,0.601681
2025-01-02 05:55:00,0.602428
2025-01-02 06:00:00,0.796827
2025-01-02 06:05:00,0.778999
2025-01-02 06:10:00,0.814815
2025-01-02 06:15:00,0.791317
2025-01-02 06:20:00,0.802484
2025-01-02 06:25:00,0.79467
2025-01-02 06:30:00,0.812888
2025-01-02 06:35:00,0.81151
2025-01-02 06:40:00,0.799754
2025-01-02 06:45:00,0.798392
2025-01-02 06:50:00,0.808176
2025-01-02 06:55:00,0.793307
2025-01-02 07:00:00,0.804487
2025-01-02 07:05:00,0.796402
2025-01-02 07:10:00,0.787528
2025-01-02 07:15:00,0.783075
2025-01-02 07:20:00,0.79082
2025-01-02 07:25:00,0.792109
2025-01-02 07:30:00,0.803331
2025-01-02 07:35:00,0.801778
2025-01-02 07:40:00,0.801166
2025-01-02 07:45:00,0.77968
2025-01-02 07:50:00,0.792549
2025-01-02 07:55:00,0.797242
2025-01-02 08:00:00,0.803735
2025-01-02 08:05:00,0.791997
2025-01-02 08:10:00,0.797082
2025-01-02 08:15:00,0.794769
2025-01-02 08:20:00,0.785295
2025-01-02 08:25:00,0.800744
2025-01-02 08:30:00,0.787349
2025-01-02 08:35:00,0.784831
2025-01-02 08:40:00,0.816488
2025-01-02 08:45:00,0.798471
2025-01-02 08:50:00,0.784465
2025-01-02 08:55:00,0.803513
2025-01-02 09:00:00,1.203819
2025-01-02 09:05:00,1.193801
2025-01-02 09:10:00,1.201107
2025-01-02 09:15:00,1.197822
2025-01-02 09:20:00,1.21354
2025-01-02 09:25:00,1.204365
2025-01-02 09:30:00,1.196564
2025-01-02 09:35:00,1.196879
2025-01-02 09:40:00,1.196046
2025-01-02 09:45:00,1.215264
2025-01-02 09:50:00,1.201872
2025-01-02 09:55:00,1.214062
2025-01-02 10:00:00,1.199591
2025-01-02 10:05:00,1.220134
2025-01-02 10:10:00,1.207151
2025-01-02 10:15:00,1.206465
2025-01-02 10:20:00,1.21276
2025-01-02 10:25:00,1.191775
2025-01-02 10:30:00,1.195141
2025-01-02 10:35:00,1.204666
2025-01-02 10:40:00,1.196034
2025-01-02 10:45:00,1.218611
2025-01-02 10:50:00,1.187055
2025-01-02 10:55:00,1.198764
2025-01-02 11:00:00,1.208522
2025-01-02 11:05:00,1.182357
2025-01-02 11:10:00,1.202637
2025-01-02 11:15:00,1.201887
2025-01-02 11:20:00,1.196656
2025-01-02 11:25:00,1.196737
2025-01-02 11:30:00,1.211798
2025-01-02 11:35:00,1.201407
2025-01-02 11:40:00,1.19612
2025-01-02 11:45:00,1.200569
2025-01-02 11:50:00,1.214698
2025-01-02 11:55:00,1.20569
2025-01-02 12:00:00,0.809116
2025-01-02 12:05:00,0.784131
2025-01-02 12:10:00,0.788514
2025-01-02 12:15:00,0.813261
2025-01-02 12:20:00,0.818126
2025-01-02 12:25:00,0.815223
2025-01-02 12:30:00,0.802676
2025-01-02 12:35:00,0.802478
2025-01-02 12:40:00,0.80358
2025-01-02 12:45:00,0.789433
2025-01-02 12:50:00,0.797299
2025-01-02 12:55:00,0.805653
2025-01-02 13:00:00,0.79279
2025-01-02 13:05:00,0.786499
2025-01-02 13:10:00,0.787193
2025-01-02 13:15:00,0.808075
2025-01-02 13:20:00,0.803893
2025-01-02 13:25:00,0.800732
2025-01-02 13:30:00,0.805031
2025-01-02 13:35:00,0.795856
2025-01-02 13:40:00,0.805526
2025-01-02 13:45:00,0.782681
2025-01-02 13:50:00,0.797171
2025-01-02 13:55:00,0.789115
2025-01-02 14:00:00,0.798095
2025-01-02 14:05:00,0.802972
2025-01-02 14:10:00,0.812394
2025-01-02 14:15:00,0.781929
2025-01-02 14:20:00,0.799887
2025-01-02 14:25:00,0.803843
2025-01-02 14:30:00,0.817534
2025-01-02 14:35:00,0.821851
2025-01-02 14:40:00,0.801871
2025-01-02 14:45:00,0.824774
2025-01-02 14:50:00,0.785389
2025-01-02 14:55:00,0.786784
2025-01-02 15:00:00,0.805586
2025-01-02 15:05:00,0.776435
2025-01-02 15:10:00,0.785883
2025-01-02 15:15:00,0.790965
2025-01-02 15:20:00,0.810952
2025-01-02 15:25:00,0.792303
2025-01-02 15:30:00,0.807072
2025-01-02 15:35:00,0.80044
2025-01-02 15:40:00,0.812541
2025-01-02 15:45:00,0.809724
2025-01-02 15:50:00,0.800839
2025-01-02 15:55:00,0.805016
2025-01-02 16:00:00,0.804605
2025-01-02 16:05:00,0.783224
2025-01-02 16:10:00,0.802676
2025-01-02 16:15:00,0.789581
2025-01-02 16:20:00,0.795891
2025-01-02 16:25:00,0.80576
2025-01-02 16:30:00,0.804365
2025-01-02 16:35:00,0.804724
2025-01-02 16:40:00,0.776957
2025-01-02 16:45:00,0.790609
2025-01-02 16:50:00,0.803455
2025-01-02 16:55:00,0.807228
2025-01-02 17:00:00,0.809187
2025-01-02 17:05:00,0.768825
2025-01-02 17:10:00,0.786559
2025-01-02 17:15:00,0.79979
2025-01-02 17:20:00,0.824574
2025-01-02 17:25:00,0.814924
2025-01-02 17:30:00,0.809069
2025-01-02 17:35:00,0.796692
2025-01-02 17:40:00,0.786726
2025-01-02 17:45:00,0.804832
2025-01-02 17:50:00,0.78823
2025-01-02 17:55:00,0.787543
2025-01-02 18:00:00,1.203425
2025-01-02 18:05:00,1.195677
2025-01-02 18:10:00,1.194256
2025-01-02 18:15:00,1.202349
2025-01-02 18:20:00,1.205443
2025-01-02 18:25:00,1.205724
2025-01-02 18:30:00,1.213982
2025-01-02 18:35:00,1.196093
2025-01-02 18:40:00,1.220249
2025-01-02 18:45:00,1.198859
2025-01-02 18:50:00,1.198297
2025-01-02 18:55:00,1.205701
2025-01-02 19:00:00,1.193609
2025-01-02 19:05:00,1.185322
2025-01-02 19:10:00,1.199712
2025-01-02 19:15:00,1.198848
2025-01-02 19:20:00,1.200005
2025-01-02 19:25:00,1.202789
2025-01-02 19:30:00,1.19179
2025-01-02 19:35:00,1.208409
2025-01-02 19:40:00,1.194031
2025-01-02 19:45:00,1.183339
2025-01-02 19:50:00,1.196713
2025-01-02 19:55:00,1.185553
2025-01-02 20:00:00,1.206032
2025-01-02 20:05:00,1.185654
2025-01-02 20:10:00,1.195333
2025-01-02 20:15:00,1.200037
2025-01-02 20:20:00,1.208371
2025-01-02 20:25:00,1.196853
2025-01-02 20:30:00,1.199545
2025-01-02 20:35:00,1.203895
2025-01-02 20:40:00,1.210748
2025-01-02 20:45:00,1.197773
2025-01-02 20:50:00,1.195044
2025-01-02 20:55:00,1.207852
2025-01-02 21:00:00,0.80103
2025-01-02 21:05:00,0.790699
2025-01-02 21:10:00,0.794247
2025-01-02 21:15:00,0.798454
2025-01-02 21:20:00,0.812471
2025-01-02 21:25:00,0.777028
2025-01-02 21:30:00,0.818027
2025-01-02 21:35:00,0.799763
2025-01-02 21:40:00,0.807783
2025-01-02 21:45:00,0.794845
2025-01-02 21:50:00,0.782268
2025-01-02 21:55:00,0.806042
2025-01-02 22:00:00,0.799667
2025-01-02 22:05:00,0.81636
2025-01-02 22:10:00,0.779143
2025-01-02 22:15:00,0.807656
2025-01-02 22:20:00,0.803726
2025-01-02 22:25:00,0.783505
2025-01-02 22:30:00,0.795407
2025-01-02 22:35:00,0.795771
2025-01-02 22:40:00,0.804084
2025-01-02 22:45:00,0.809498
2025-01-02 22:50:00,0.804299
2025-01-02 22:55:00,0.789439
2025-01-02 23:00:00,0.799804
2025-01-02 23:05:00,0.819685
2025-01-02 23:10:00,0.799842
2025-01-02 23:15:00,0.810373
2025-01-02 23:20:00,0.795165
2025-01-02 23:25:00,0.792335
2025-01-02 23:30:00,0.796763
2025-01-02 23:35:00,0.801385
2025-01-02 23:40:00,0.80048
2025-01-02 23:45:00,0.781557
2025-01-02 23:50:00,0.790161
2025-01-02 23:55:00,0.801473
2025-01-03 00:00:00,0.591883
2025-01-03 00:05:00,0.60981
2025-01-03 00:10:00,0.594646
2025-01-03 00:15:00,0.58428
2025-01-03 00:20:00,0.617752
2025-01-03 00:25:00,0.609297
2025-01-03 00:30:00,0.581304
2025-01-03 00:35:00,0.595248
2025-01-03 00:40:00,0.599978
2025-01-03 00:45:00,0.59013
2025-01-03 00:50:00,0.587099
2025-01-03 00:55:00,0.623034
2025-01-03 01:00:00,0.59818
2025-01-03 01:05:00,0.614001
2025-01-03 01:10:00,0.60595
2025-01-03 01:15:00,0.604742
2025-01-03 01:20:00,0.603281
2025-01-03 01:25:00,0.593234
2025-01-03 01:30:00,0.599179
2025-01-03 01:35:00,0.607094
2025-01-03 01:40:00,0.604689
2025-01-03 01:45:00,0.592325
2025-01-03 01:50:00,0.597139
2025-01-03 01:55:00,0.596318
2025-01-03 02:00:00,0.602513
2025-01-03 02:05:00,0.598966
2025-01-03 02:10:00,0.60569
2025-01-03 02:15:00,0.593875
2025-01-03 02:20:00,0.595638
2025-01-03 02:25:00,0.596314
2025-01-03 02:30:00,0.593843
2025-01-03 02:35:00,0.606832
2025-01-03 02:40:00,0.601193
2025-01-03 02:45:00,0.595553
2025-01-03 02:50:00,0.593202
2025-01-03 02:55:00,0.605105
2025-01-03 03:00:00,0.601139
2025-01-03 03:05:00,0.596909
2025-01-03 03:10:00,0.606038
2025-01-03 03:15:00,0.610215
2025-01-03 03:20:00,0.591166
2025-01-03 03:25:00,0.608961
2025-01-03 03:30:00,0.601101
2025-01-03 03:35:00,0.615774
2025-01-03 03:40:00,0.608417
2025-01-03 03:45:00,0.627432
2025-01-03 03:50:00,0.610217
2025-01-03 03:55:00,0.594147
2025-01-03 04:00:00,0.588587
2025-01-03 04:05:00,0.602933
2025-01-03 04:10:00,0.590727
2025-01-03 04:15:00,0.585398
2025-01-03 04:20:00,0.585206
2025-01-03 04:25:00,0.596253
2025-01-03 04:30:00,0.603151
2025-01-03 04:35:00,0.609873
2025-01-03 04:40:00,0.599352
2025-01-03 04:45:00,0.59929
2025-01-03 04:50:00,0.605546
2025-01-03 04:55:00,0.582535
2025-01-03 05:00:00,0.597987
2025-01-03 05:05:00,0.591893
2025-01-03 05:10:00,0.600091
2025-01-03 05:15:00,0.589094
2025-01-03 05:20:00,0.596821
2025-01-03 05:25:00,0.583332
2025-01-03 05:30:00,0.606879
2025-01-03 05:35:00,0.60965
2025-01-03 05:40:00,0.604967
2025-01-03 05:45:00,0.594694
2025-01-03 05:50:00,0.600571
2025-01-03 05:55:00,0.590598
2025-01-03 06:00:00,0.789926
2025-01-03 06:05:00,0.799777
2025-01-03 06:10:00,0.80518
2025-01-03 06:15:00,0.81214
2025-01-03 06:20:00,0.805935
2025-01-03 06:25:00,0.802587
2025-01-03 06:30:00,0.790778
2025-01-03 06:35:00,0.802449
2025-01-03 06:40:00,0.793643
2025-01-03 06:45:00,0.805401
2025-01-03 06:50:00,0.80604
2025-01-03 06:55:00,0.804508
2025-01-03 07:00:00,0.795885
2025-01-03 07:05:00,0.807157
2025-01-03 07:10:00,0.79303
2025-01-03 07:15:00,0.804687
2025-01-03 07:20:00,0.786716
2025-01-03 07:25:00,0.810507
2025-01-03 07:30:00,0.793049
2025-01-03 07:35:00,0.802236
2025-01-03 07:40:00,0.799389
2025-01-03 07:45:00,0.788995
2025-01-03 07:50:00,0.780573
2025-01-03 07:55:00,0.822326
2025-01-03 08:00:00,0.810274
2025-01-03 08:05:00,0.803673
2025-01-03 08:10:00,0.79435
2025-01-03 08:15:00,0.809138
2025-01-03 08:20:00,0.8089
2025-01-03 08:25:00,0.79163
2025-01-03 08:30:00,0.800913
2025-01-03 08:35:00,0.799737
2025-01-03 08:40:00,0.795018
2025-01-03 08:45:00,0.814579
2025-01-03 08:50:00,0.805145
2025-01-03 08:55:00,0.812046
2025-01-03 09:00:00,1.184936
2025-01-03 09:05:00,1.177551
2025-01-03 09:10:00,1.21266
2025-01-03 09:15:00,1.195739
2025-01-03 09:20:00,1.200731
2025-01-03 09:25:00,1.220808
2025-01-03 09:30:00,1.189343
2025-01-03 09:35:00,1.197507
2025-01-03 09:40:00,1.182638
2025-01-03 09:45:00,1.207159
2025-01-03 09:50:00,1.225685
2025-01-03 09:55:00,1.217433
2025-01-03 10:00:00,1.206398
2025-01-03 10:05:00,1.215722
2025-01-03 10:10:00,1.198257
2025-01-03 10:15:00,1.196659
2025-01-03 10:20:00,1.215523
2025-01-03 10:25:00,1.190137
2025-01-03 10:30:00,1.195781
2025-01-03 10:35:00,1.194732
2025-01-03 10:40:00,1.214757
2025-01-03 10:45:00,1.191691
2025-01-03 10:50:00,1.20199
2025-01-03 10:55:00,1.214725
2025-01-03 11:00:00,1.184752
2025-01-03 11:05:00,1.193961
2025-01-03 11:10:00,1.192552
2025-01-03 11:15:00,1.174896
2025-01-03 11:20:00,1.203727
2025-01-03 11:25:00,1.20059
2025-01-03 11:30:00,1.200623
2025-01-03 11:35:00,1.200229
2025-01-03 11:40:00,1.218309
2025-01-03 11:45:00,1.218683
2025-01-03 11:50:00,1.190371
2025-01-03 11:55:00,1.186915
2025-01-03 12:00:00,0.805104
2025-01-03 12:05:00,0.791782
2025-01-03 12:10:00,0.800057
2025-01-03 12:15:00,0.800806
2025-01-03 12:20:00,0.813733
2025-01-03 12:25:00,0.799899
2025-01-03 12:30:00,0.801346
2025-01-03 12:35:00,0.794421
2025-01-03 12:40:00,0.80386
2025-01-03 12:45:00,0.802196
2025-01-03 12:50:00,0.805333
2025-01-03 12:55:00,0.804521
2025-01-03 13:00:00,0.8049
2025-01-03 13:05:00,0.798248
2025-01-03 13:10:00,0.791311
2025-01-03 13:15:00,0.790611
2025-01-03 13:20:00,0.811194
2025-01-03 13:25:00,0.807958
2025-01-03 13:30:00,0.816018
2025-01-03 13:35:00,0.790705
2025-01-03 13:40:00,0.787678
2025-01-03 13:45:00,0.805682
2025-01-03 13:50:00,0.803086
2025-01-03 13:55:00,0.798943
2025-01-03 14:00:00,0.811773
2025-01-03 14:05:00,0.781242
2025-01-03 14:10:00,0.786355
2025-01-03 14:15:00,0.809653
2025-01-03 14:20:00,0.787144
2025-01-03 14:25:00,0.7851
2025-01-03 14:30:00,0.80958
2025-01-03 14:35:00,0.801075
2025-01-03 14:40:00,0.810569
2025-01-03 14:45:00,0.792978
2025-01-03 14:50:00,0.789713
2025-01-03 14:55:00,0.774612
2025-01-03 15:00:00,0.80535
2025-01-03 15:05:00,0.793941
2025-01-03 15:10:00,0.797176
2025-01-03 15:15:00,0.783887
2025-01-03 15:20:00,0.798132
2025-01-03 15:25:00,0.784544
2025-01-03 15:30:00,0.787781
2025-01-03 15:35:00,0.795187
2025-01-03 15:40:00,0.799479
2025-01-03 15:45:00,0.806582
2025-01-03 15:50:00,0.794369
2025-01-03 15:55:00,0.822453
2025-01-03 16:00:00,0.811841
2025-01-03 16:05:00,0.800618
2025-01-03 16:10:00,0.805656
2025-01-03 16:15:00,0.801513
2025-01-03 16:20:00,0.815484
2025-01-03 16:25:00,0.790442
2025-01-03 16:30:00,0.802648
2025-01-03 16:35:00,0.81219
