timestamp,vehicle_id,job_id,due_time,priority,yard_block,berth_id
2025-01-01 00:40:00,AGV_121,JOB_AGV_121_01010040,2025-01-01 01:10:00,0,B4,BR1
2025-01-01 00:45:00,AGV_024,JOB_AGV_024_01010045,2025-01-01 01:49:00,0,B4,BR2
2025-01-01 00:45:00,AGV_046,JOB_AGV_046_01010045,2025-01-01 01:13:00,0,B5,BR3
2025-01-01 00:45:00,AGV_082,JOB_AGV_082_01010045,2025-01-01 01:02:00,1,B7,BR4
2025-01-01 00:50:00,AGV_012,JOB_AGV_012_01010050,2025-01-01 00:55:00,1,B8,BR4
2025-01-01 00:50:00,AGV_100,JOB_AGV_100_01010050,2025-01-01 01:18:00,1,B5,BR4
2025-01-01 00:55:00,AGV_054,JOB_AGV_054_01010055,2025-01-01 01:15:00,1,B2,BR1
2025-01-01 01:00:00,AGV_009,JOB_AGV_009_01010100,2025-01-01 02:42:00,1,B6,BR4
2025-01-01 01:00:00,AGV_016,JOB_AGV_016_01010100,2025-01-01 01:06:00,1,B7,BR4
2025-01-01 01:00:00,AGV_130,JOB_AGV_130_01010100,2025-01-01 01:40:00,0,B6,BR2
2025-01-01 01:05:00,AGV_027,JOB_AGV_027_01010105,2025-01-01 01:25:00,2,B7,BR4
2025-01-01 01:05:00,AGV_040,JOB_AGV_040_01010105,2025-01-01 01:24:00,1,B5,BR3
2025-01-01 01:05:00,AGV_051,JOB_AGV_051_01010105,2025-01-01 01:09:00,0,B5,BR2
2025-01-01 01:05:00,AGV_056,JOB_AGV_056_01010105,2025-01-01 01:28:00,1,B7,BR1
2025-01-01 01:05:00,AGV_058,JOB_AGV_058_01010105,2025-01-01 01:27:00,0,B6,BR1
2025-01-01 01:05:00,AGV_063,JOB_AGV_063_01010105,2025-01-01 02:17:00,0,B6,BR1
2025-01-01 01:05:00,AGV_075,JOB_AGV_075_01010105,2025-01-01 03:43:00,0,B2,BR3
2025-01-01 01:05:00,AGV_079,JOB_AGV_079_01010105,2025-01-01 01:18:00,2,B6,BR3
2025-01-01 01:05:00,AGV_092,JOB_AGV_092_01010105,2025-01-01 02:10:00,0,B3,BR3
2025-01-01 01:15:00,AGV_020,JOB_AGV_020_01010115,2025-01-01 01:57:00,1,B2,BR4
2025-01-01 01:25:00,AGV_071,JOB_AGV_071_01010125,2025-01-01 02:05:00,0,B5,BR3
2025-01-01 01:30:00,AGV_026,JOB_AGV_026_01010130,2025-01-01 01:30:00,0,B6,BR2
2025-01-01 01:30:00,AGV_037,JOB_AGV_037_01010130,2025-01-01 01:52:00,2,B8,BR3
2025-01-01 01:30:00,AGV_110,JOB_AGV_110_01010130,2025-01-01 01:33:00,1,B1,BR4
2025-01-01 01:30:00,AGV_116,JOB_AGV_116_01010130,2025-01-01 01:58:00,0,B3,BR2
2025-01-01 01:35:00,AGV_014,JOB_AGV_014_01010135,2025-01-01 03:16:00,1,B1,BR3
2025-01-01 01:35:00,AGV_019,JOB_AGV_019_01010135,2025-01-01 01:39:00,2,B6,BR1
2025-01-01 01:35:00,AGV_026,JOB_AGV_026_01010135,2025-01-01 03:10:00,0,B3,BR1
2025-01-01 01:35:00,AGV_040,JOB_AGV_040_01010135,2025-01-01 02:04:00,0,B2,BR4
2025-01-01 01:35:00,AGV_051,JOB_AGV_051_01010135,2025-01-01 01:38:00,1,B2,BR1
2025-01-01 01:35:00,AGV_069,JOB_AGV_069_01010135,2025-01-01 01:55:00,0,B5,BR1
2025-01-01 01:35:00,AGV_079,JOB_AGV_079_01010135,2025-01-01 02:40:00,1,B7,BR2
2025-01-01 01:35:00,AGV_084,JOB_AGV_084_01010135,2025-01-01 02:12:00,2,B2,BR4
2025-01-01 01:35:00,AGV_118,JOB_AGV_118_01010135,2025-01-01 01:42:00,0,B7,BR3
2025-01-01 01:40:00,AGV_007,JOB_AGV_007_01010140,2025-01-01 01:52:00,0,B3,BR2
2025-01-01 01:40:00,AGV_034,JOB_AGV_034_01010140,2025-01-01 01:50:00,0,B6,BR1
2025-01-01 01:40:00,AGV_081,JOB_AGV_081_01010140,2025-01-01 01:42:00,1,B6,BR4
2025-01-01 01:40:00,AGV_106,JOB_AGV_106_01010140,2025-01-01 03:36:00,0,B1,BR2
2025-01-01 01:45:00,AGV_008,JOB_AGV_008_01010145,2025-01-01 01:48:00,0,B2,BR3
2025-01-01 01:45:00,AGV_024,JOB_AGV_024_01010145,2025-01-01 02:09:00,0,B4,BR3
2025-01-01 01:45:00,AGV_053,JOB_AGV_053_01010145,2025-01-01 02:13:00,1,B4,BR4
2025-01-01 01:45:00,AGV_058,JOB_AGV_058_01010145,2025-01-01 01:52:00,1,B7,BR1
2025-01-01 01:45:00,AGV_075,JOB_AGV_075_01010145,2025-01-01 01:51:00,2,B1,BR4
2025-01-01 01:45:00,AGV_091,JOB_AGV_091_01010145,2025-01-01 01:54:00,0,B3,BR3
2025-01-01 01:45:00,AGV_098,JOB_AGV_098_01010145,2025-01-01 03:13:00,0,B1,BR2
2025-01-01 01:45:00,AGV_110,JOB_AGV_110_01010145,2025-01-01 02:33:00,2,B3,BR3
2025-01-01 01:45:00,AGV_118,JOB_AGV_118_01010145,2025-01-01 03:17:00,0,B4,BR1
2025-01-01 01:50:00,AGV_045,JOB_AGV_045_01010150,2025-01-01 01:58:00,0,B6,BR3
2025-01-01 01:50:00,AGV_095,JOB_AGV_095_01010150,2025-01-01 02:48:00,1,B2,BR1
2025-01-01 01:55:00,AGV_037,JOB_AGV_037_01010155,2025-01-01 02:03:00,2,B2,BR3
2025-01-01 01:55:00,AGV_050,JOB_AGV_050_01010155,2025-01-01 02:10:00,1,B7,BR2
2025-01-01 02:00:00,AGV_027,JOB_AGV_027_01010200,2025-01-01 02:12:00,1,B8,BR3
2025-01-01 02:00:00,AGV_109,JOB_AGV_109_01010200,2025-01-01 03:40:00,0,B4,BR3
2025-01-01 02:00:00,AGV_121,JOB_AGV_121_01010200,2025-01-01 02:11:00,2,B5,BR3
2025-01-01 02:05:00,AGV_041,JOB_AGV_041_01010205,2025-01-01 04:24:00,0,B8,BR4
2025-01-01 02:10:00,AGV_007,JOB_AGV_007_01010210,2025-01-01 03:25:00,0,B3,BR2
2025-01-01 02:10:00,AGV_011,JOB_AGV_011_01010210,2025-01-01 03:30:00,2,B1,BR2
2025-01-01 02:15:00,AGV_052,JOB_AGV_052_01010215,2025-01-01 04:25:00,0,B2,BR2
2025-01-01 02:15:00,AGV_080,JOB_AGV_080_01010215,2025-01-01 02:32:00,1,B4,BR2
2025-01-01 02:20:00,AGV_015,JOB_AGV_015_01010220,2025-01-01 02:57:00,2,B8,BR1
2025-01-01 02:20:00,AGV_065,JOB_AGV_065_01010220,2025-01-01 02:23:00,0,B1,BR4
2025-01-01 02:20:00,AGV_069,JOB_AGV_069_01010220,2025-01-01 02:29:00,0,B3,BR2
2025-01-01 02:20:00,AGV_093,JOB_AGV_093_01010220,2025-01-01 03:10:00,0,B2,BR1
2025-01-01 02:20:00,AGV_099,JOB_AGV_099_01010220,2025-01-01 02:29:00,0,B4,BR1
2025-01-01 02:20:00,AGV_120,JOB_AGV_120_01010220,2025-01-01 02:32:00,2,B4,BR3
2025-01-01 02:25:00,AGV_013,JOB_AGV_013_01010225,2025-01-01 02:30:00,0,B7,BR1
2025-01-01 02:30:00,AGV_060,JOB_AGV_060_01010230,2025-01-01 02:35:00,0,B3,BR4
2025-01-01 02:30:00,AGV_093,JOB_AGV_093_01010230,2025-01-01 02:37:00,1,B8,BR1
2025-01-01 02:30:00,AGV_095,JOB_AGV_095_01010230,2025-01-01 03:30:00,1,B4,BR2
2025-01-01 02:35:00,AGV_005,JOB_AGV_005_01010235,2025-01-01 02:42:00,0,B3,BR1
2025-01-01 02:35:00,AGV_007,JOB_AGV_007_01010235,2025-01-01 03:07:00,1,B3,BR3
2025-01-01 02:35:00,AGV_009,JOB_AGV_009_01010235,2025-01-01 03:27:00,0,B4,BR2
2025-01-01 02:35:00,AGV_046,JOB_AGV_046_01010235,2025-01-01 02:59:00,2,B4,BR3
2025-01-01 02:35:00,AGV_090,JOB_AGV_090_01010235,2025-01-01 02:44:00,0,B2,BR4
2025-01-01 02:40:00,AGV_065,JOB_AGV_065_01010240,2025-01-01 03:05:00,0,B3,BR3
2025-01-01 02:40:00,AGV_081,JOB_AGV_081_01010240,2025-01-01 02:51:00,0,B5,BR2
2025-01-01 02:45:00,AGV_064,JOB_AGV_064_01010245,2025-01-01 02:47:00,1,B8,BR2
2025-01-01 02:45:00,AGV_077,JOB_AGV_077_01010245,2025-01-01 03:20:00,0,B1,BR2
2025-01-01 02:45:00,AGV_096,JOB_AGV_096_01010245,2025-01-01 02:45:00,1,B7,BR1
2025-01-01 02:45:00,AGV_097,JOB_AGV_097_01010245,2025-01-01 02:57:00,0,B6,BR1
2025-01-01 02:50:00,AGV_064,JOB_AGV_064_01010250,2025-01-01 03:03:00,1,B2,BR2
2025-01-01 02:55:00,AGV_005,JOB_AGV_005_01010255,2025-01-01 03:36:00,0,B8,BR2
2025-01-01 02:55:00,AGV_039,JOB_AGV_039_01010255,2025-01-01 03:31:00,0,B1,BR4
2025-01-01 02:55:00,AGV_098,JOB_AGV_098_01010255,2025-01-01 03:17:00,0,B3,BR4
2025-01-01 03:05:00,AGV_006,JOB_AGV_006_01010305,2025-01-01 03:38:00,2,B6,BR3
2025-01-01 03:05:00,AGV_037,JOB_AGV_037_01010305,2025-01-01 03:13:00,0,B1,BR2
2025-01-01 03:05:00,AGV_107,JOB_AGV_107_01010305,2025-01-01 05:10:00,1,B5,BR1
2025-01-01 03:10:00,AGV_067,JOB_AGV_067_01010310,2025-01-01 07:29:00,1,B7,BR3
2025-01-01 03:15:00,AGV_003,JOB_AGV_003_01010315,2025-01-01 03:57:00,1,B7,BR2
2025-01-01 03:15:00,AGV_043,JOB_AGV_043_01010315,2025-01-01 03:35:00,0,B5,BR3
2025-01-01 03:20:00,AGV_006,JOB_AGV_006_01010320,2025-01-01 04:03:00,0,B4,BR2
2025-01-01 03:20:00,AGV_018,JOB_AGV_018_01010320,2025-01-01 03:50:00,0,B4,BR2
2025-01-01 03:20:00,AGV_037,JOB_AGV_037_01010320,2025-01-01 03:22:00,0,B5,BR3
2025-01-01 03:20:00,AGV_063,JOB_AGV_063_01010320,2025-01-01 04:11:00,0,B8,BR1
2025-01-01 03:20:00,AGV_103,JOB_AGV_103_01010320,2025-01-01 04:12:00,0,B3,BR1
2025-01-01 03:25:00,AGV_047,JOB_AGV_047_01010325,2025-01-01 03:37:00,1,B6,BR3
2025-01-01 03:25:00,AGV_083,JOB_AGV_083_01010325,2025-01-01 03:26:00,0,B6,BR3
2025-01-01 03:25:00,AGV_095,JOB_AGV_095_01010325,2025-01-01 03:37:00,2,B6,BR1
2025-01-01 03:25:00,AGV_109,JOB_AGV_109_01010325,2025-01-01 03:28:00,1,B1,BR2
2025-01-01 03:30:00,AGV_002,JOB_AGV_002_01010330,2025-01-01 03:47:00,0,B4,BR4
2025-01-01 03:30:00,AGV_037,JOB_AGV_037_01010330,2025-01-01 03:30:00,2,B5,BR2
2025-01-01 03:30:00,AGV_077,JOB_AGV_077_01010330,2025-01-01 03:30:00,2,B4,BR1
2025-01-01 03:30:00,AGV_107,JOB_AGV_107_01010330,2025-01-01 04:05:00,2,B6,BR4
2025-01-01 03:35:00,AGV_012,JOB_AGV_012_01010335,2025-01-01 04:10:00,1,B7,BR4
2025-01-01 03:35:00,AGV_022,JOB_AGV_022_01010335,2025-01-01 04:37:00,0,B4,BR1
2025-01-01 03:35:00,AGV_102,JOB_AGV_102_01010335,2025-01-01 03:59:00,1,B6,BR4
2025-01-01 03:35:00,AGV_109,JOB_AGV_109_01010335,2025-01-01 03:58:00,0,B8,BR3
2025-01-01 03:40:00,AGV_028,JOB_AGV_028_01010340,2025-01-01 03:52:00,0,B8,BR3
2025-01-01 03:40:00,AGV_075,JOB_AGV_075_01010340,2025-01-01 04:46:00,0,B6,BR3
2025-01-01 03:40:00,AGV_125,JOB_AGV_125_01010340,2025-01-01 04:20:00,1,B4,BR4
2025-01-01 03:45:00,AGV_005,JOB_AGV_005_01010345,2025-01-01 04:17:00,0,B8,BR4
2025-01-01 03:50:00,AGV_015,JOB_AGV_015_01010350,2025-01-01 03:58:00,2,B3,BR1
2025-01-01 03:50:00,AGV_093,JOB_AGV_093_01010350,2025-01-01 05:08:00,1,B2,BR1
2025-01-01 03:55:00,AGV_030,JOB_AGV_030_01010355,2025-01-01 04:27:00,0,B3,BR4
2025-01-01 03:55:00,AGV_085,JOB_AGV_085_01010355,2025-01-01 04:33:00,2,B6,BR3
2025-01-01 04:00:00,AGV_035,JOB_AGV_035_01010400,2025-01-01 04:13:00,1,B3,BR1
2025-01-01 04:00:00,AGV_075,JOB_AGV_075_01010400,2025-01-01 04:13:00,1,B7,BR2
2025-01-01 04:00:00,AGV_088,JOB_AGV_088_01010400,2025-01-01 05:23:00,0,B5,BR3
2025-01-01 04:00:00,AGV_101,JOB_AGV_101_01010400,2025-01-01 04:04:00,0,B6,BR2
2025-01-01 04:05:00,AGV_059,JOB_AGV_059_01010405,2025-01-01 06:18:00,1,B1,BR4
2025-01-01 04:05:00,AGV_103,JOB_AGV_103_01010405,2025-01-01 04:12:00,0,B4,BR2
2025-01-01 04:05:00,AGV_117,JOB_AGV_117_01010405,2025-01-01 04:08:00,0,B2,BR2
2025-01-01 04:05:00,AGV_120,JOB_AGV_120_01010405,2025-01-01 04:25:00,2,B7,BR2
2025-01-01 04:10:00,AGV_032,JOB_AGV_032_01010410,2025-01-01 04:28:00,1,B3,BR4
2025-01-01 04:10:00,AGV_051,JOB_AGV_051_01010410,2025-01-01 04:11:00,1,B7,BR1
2025-01-01 04:10:00,AGV_093,JOB_AGV_093_01010410,2025-01-01 04:20:00,1,B2,BR4
2025-01-01 04:15:00,AGV_044,JOB_AGV_044_01010415,2025-01-01 04:28:00,2,B5,BR4
2025-01-01 04:20:00,AGV_054,JOB_AGV_054_01010420,2025-01-01 04:22:00,0,B7,BR3
2025-01-01 04:20:00,AGV_061,JOB_AGV_061_01010420,2025-01-01 05:03:00,0,B3,BR1
2025-01-01 04:20:00,AGV_110,JOB_AGV_110_01010420,2025-01-01 04:59:00,0,B3,BR4
2025-01-01 04:25:00,AGV_005,JOB_AGV_005_01010425,2025-01-01 04:32:00,0,B8,BR3
2025-01-01 04:30:00,AGV_017,JOB_AGV_017_01010430,2025-01-01 05:06:00,1,B6,BR3
2025-01-01 04:30:00,AGV_023,JOB_AGV_023_01010430,2025-01-01 04:38:00,0,B2,BR3
2025-01-01 04:30:00,AGV_040,JOB_AGV_040_01010430,2025-01-01 05:42:00,1,B3,BR3
2025-01-01 04:30:00,AGV_129,JOB_AGV_129_01010430,2025-01-01 04:33:00,1,B1,BR3
2025-01-01 04:35:00,AGV_007,JOB_AGV_007_01010435,2025-01-01 05:04:00,0,B1,BR1
2025-01-01 04:35:00,AGV_010,JOB_AGV_010_01010435,2025-01-01 04:57:00,2,B8,BR1
2025-01-01 04:35:00,AGV_072,JOB_AGV_072_01010435,2025-01-01 05:06:00,1,B2,BR1
2025-01-01 04:35:00,AGV_086,JOB_AGV_086_01010435,2025-01-01 04:52:00,1,B4,BR3
2025-01-01 04:35:00,AGV_098,JOB_AGV_098_01010435,2025-01-01 04:38:00,0,B2,BR3
2025-01-01 04:40:00,AGV_024,JOB_AGV_024_01010440,2025-01-01 04:59:00,1,B7,BR4
2025-01-01 04:40:00,AGV_081,JOB_AGV_081_01010440,2025-01-01 05:01:00,0,B3,BR2
2025-01-01 04:40:00,AGV_101,JOB_AGV_101_01010440,2025-01-01 04:42:00,0,B4,BR4
2025-01-01 04:40:00,AGV_130,JOB_AGV_130_01010440,2025-01-01 05:07:00,1,B7,BR2
2025-01-01 04:45:00,AGV_008,JOB_AGV_008_01010445,2025-01-01 07:59:00,1,B8,BR3
2025-01-01 04:45:00,AGV_069,JOB_AGV_069_01010445,2025-01-01 05:32:00,0,B5,BR2
2025-01-01 04:45:00,AGV_075,JOB_AGV_075_01010445,2025-01-01 06:19:00,0,B5,BR1
2025-01-01 04:45:00,AGV_079,JOB_AGV_079_01010445,2025-01-01 05:06:00,0,B4,BR3
2025-01-01 04:50:00,AGV_016,JOB_AGV_016_01010450,2025-01-01 05:38:00,1,B7,BR4
2025-01-01 04:50:00,AGV_028,JOB_AGV_028_01010450,2025-01-01 05:28:00,0,B5,BR4
2025-01-01 04:50:00,AGV_095,JOB_AGV_095_01010450,2025-01-01 06:48:00,0,B6,BR2
2025-01-01 04:50:00,AGV_097,JOB_AGV_097_01010450,2025-01-01 04:51:00,0,B4,BR3
2025-01-01 04:50:00,AGV_127,JOB_AGV_127_01010450,2025-01-01 05:36:00,1,B1,BR4
2025-01-01 04:55:00,AGV_015,JOB_AGV_015_01010455,2025-01-01 05:45:00,2,B6,BR4
2025-01-01 04:55:00,AGV_099,JOB_AGV_099_01010455,2025-01-01 04:59:00,2,B6,BR4
2025-01-01 05:00:00,AGV_015,JOB_AGV_015_01010500,2025-01-01 05:00:00,0,B5,BR2
2025-01-01 05:00:00,AGV_082,JOB_AGV_082_01010500,2025-01-01 05:04:00,2,B5,BR4
2025-01-01 05:05:00,AGV_035,JOB_AGV_035_01010505,2025-01-01 05:46:00,1,B4,BR1
2025-01-01 05:05:00,AGV_059,JOB_AGV_059_01010505,2025-01-01 05:11:00,0,B2,BR4
2025-01-01 05:05:00,AGV_101,JOB_AGV_101_01010505,2025-01-01 06:34:00,0,B3,BR3
2025-01-01 05:10:00,AGV_027,JOB_AGV_027_01010510,2025-01-01 06:42:00,0,B4,BR3
2025-01-01 05:10:00,AGV_062,JOB_AGV_062_01010510,2025-01-01 05:13:00,2,B4,BR2
2025-01-01 05:10:00,AGV_075,JOB_AGV_075_01010510,2025-01-01 05:36:00,2,B1,BR3
2025-01-01 05:10:00,AGV_084,JOB_AGV_084_01010510,2025-01-01 05:13:00,2,B7,BR2
2025-01-01 05:15:00,AGV_013,JOB_AGV_013_01010515,2025-01-01 05:39:00,0,B5,BR3
2025-01-01 05:15:00,AGV_020,JOB_AGV_020_01010515,2025-01-01 05:35:00,0,B2,BR4
2025-01-01 05:15:00,AGV_028,JOB_AGV_028_01010515,2025-01-01 06:32:00,0,B8,BR3
2025-01-01 05:15:00,AGV_050,JOB_AGV_050_01010515,2025-01-01 05:15:00,0,B8,BR1
2025-01-01 05:20:00,AGV_001,JOB_AGV_001_01010520,2025-01-01 08:19:00,2,B8,BR3
2025-01-01 05:20:00,AGV_061,JOB_AGV_061_01010520,2025-01-01 07:00:00,0,B2,BR4
2025-01-01 05:20:00,AGV_121,JOB_AGV_121_01010520,2025-01-01 05:26:00,1,B2,BR2
2025-01-01 05:25:00,AGV_014,JOB_AGV_014_01010525,2025-01-01 07:47:00,1,B4,BR4
2025-01-01 05:25:00,AGV_068,JOB_AGV_068_01010525,2025-01-01 06:01:00,1,B7,BR2
2025-01-01 05:25:00,AGV_091,JOB_AGV_091_01010525,2025-01-01 06:12:00,0,B7,BR3
2025-01-01 05:25:00,AGV_129,JOB_AGV_129_01010525,2025-01-01 05:54:00,0,B4,BR4
2025-01-01 05:30:00,AGV_085,JOB_AGV_085_01010530,2025-01-01 05:39:00,0,B5,BR3
2025-01-01 05:30:00,AGV_125,JOB_AGV_125_01010530,2025-01-01 05:31:00,0,B2,BR2
2025-01-01 05:35:00,AGV_018,JOB_AGV_018_01010535,2025-01-01 05:40:00,1,B8,BR1
2025-01-01 05:35:00,AGV_089,JOB_AGV_089_01010535,2025-01-01 05:42:00,0,B8,BR2
2025-01-01 05:40:00,AGV_004,JOB_AGV_004_01010540,2025-01-01 06:03:00,2,B4,BR4
2025-01-01 05:40:00,AGV_007,JOB_AGV_007_01010540,2025-01-01 05:40:00,0,B1,BR2
2025-01-01 05:40:00,AGV_070,JOB_AGV_070_01010540,2025-01-01 06:27:00,1,B4,BR3
2025-01-01 05:40:00,AGV_091,JOB_AGV_091_01010540,2025-01-01 06:15:00,1,B3,BR2
2025-01-01 05:40:00,AGV_117,JOB_AGV_117_01010540,2025-01-01 05:48:00,1,B7,BR2
2025-01-01 05:40:00,AGV_124,JOB_AGV_124_01010540,2025-01-01 06:28:00,0,B1,BR3
2025-01-01 05:45:00,AGV_047,JOB_AGV_047_01010545,2025-01-01 05:50:00,0,B2,BR2
2025-01-01 05:45:00,AGV_088,JOB_AGV_088_01010545,2025-01-01 05:52:00,0,B6,BR3
2025-01-01 05:45:00,AGV_097,JOB_AGV_097_01010545,2025-01-01 06:44:00,1,B2,BR2
2025-01-01 05:45:00,AGV_105,JOB_AGV_105_01010545,2025-01-01 06:38:00,0,B1,BR2
2025-01-01 05:50:00,AGV_006,JOB_AGV_006_01010550,2025-01-01 05:59:00,0,B1,BR1
2025-01-01 05:50:00,AGV_020,JOB_AGV_020_01010550,2025-01-01 05:59:00,0,B6,BR4
2025-01-01 05:50:00,AGV_036,JOB_AGV_036_01010550,2025-01-01 06:17:00,1,B6,BR1
2025-01-01 05:50:00,AGV_123,JOB_AGV_123_01010550,2025-01-01 06:01:00,0,B3,BR2
2025-01-01 05:50:00,AGV_128,JOB_AGV_128_01010550,2025-01-01 07:48:00,1,B5,BR3
2025-01-01 05:55:00,AGV_082,JOB_AGV_082_01010555,2025-01-01 06:44:00,1,B1,BR4
2025-01-01 05:55:00,AGV_090,JOB_AGV_090_01010555,2025-01-01 06:16:00,1,B8,BR2
2025-01-01 06:00:00,AGV_054,JOB_AGV_054_01010600,2025-01-01 06:57:00,1,B6,BR3
2025-01-01 06:00:00,AGV_071,JOB_AGV_071_01010600,2025-01-01 06:03:00,1,B1,BR4
2025-01-01 06:05:00,AGV_033,JOB_AGV_033_01010605,2025-01-01 06:55:00,0,B2,BR2
2025-01-01 06:10:00,AGV_001,JOB_AGV_001_01010610,2025-01-01 06:13:00,0,B6,BR1
2025-01-01 06:10:00,AGV_047,JOB_AGV_047_01010610,2025-01-01 07:18:00,2,B2,BR1
2025-01-01 06:10:00,AGV_079,JOB_AGV_079_01010610,2025-01-01 06:23:00,1,B2,BR2
2025-01-01 06:10:00,AGV_102,JOB_AGV_102_01010610,2025-01-01 07:52:00,1,B1,BR1
2025-01-01 06:15:00,AGV_016,JOB_AGV_016_01010615,2025-01-01 07:31:00,1,B6,BR1
2025-01-01 06:15:00,AGV_021,JOB_AGV_021_01010615,2025-01-01 06:20:00,1,B4,BR2
2025-01-01 06:15:00,AGV_090,JOB_AGV_090_01010615,2025-01-01 07:23:00,1,B2,BR4
2025-01-01 06:15:00,AGV_110,JOB_AGV_110_01010615,2025-01-01 06:16:00,0,B8,BR3
2025-01-01 06:15:00,AGV_115,JOB_AGV_115_01010615,2025-01-01 07:24:00,0,B2,BR4
2025-01-01 06:20:00,AGV_011,JOB_AGV_011_01010620,2025-01-01 07:35:00,2,B3,BR3
2025-01-01 06:20:00,AGV_106,JOB_AGV_106_01010620,2025-01-01 06:27:00,0,B5,BR2
2025-01-01 06:20:00,AGV_128,JOB_AGV_128_01010620,2025-01-01 06:45:00,0,B7,BR1
2025-01-01 06:30:00,AGV_109,JOB_AGV_109_01010630,2025-01-01 07:09:00,1,B2,BR3
2025-01-01 06:40:00,AGV_003,JOB_AGV_003_01010640,2025-01-01 06:40:00,0,B6,BR1
2025-01-01 06:40:00,AGV_035,JOB_AGV_035_01010640,2025-01-01 07:32:00,1,B1,BR2
2025-01-01 06:40:00,AGV_036,JOB_AGV_036_01010640,2025-01-01 06:59:00,0,B7,BR2
2025-01-01 06:40:00,AGV_056,JOB_AGV_056_01010640,2025-01-01 06:42:00,1,B2,BR4
2025-01-01 06:40:00,AGV_070,JOB_AGV_070_01010640,2025-01-01 06:41:00,2,B7,BR1
2025-01-01 06:40:00,AGV_110,JOB_AGV_110_01010640,2025-01-01 07:09:00,0,B2,BR3
2025-01-01 06:45:00,AGV_007,JOB_AGV_007_01010645,2025-01-01 06:47:00,1,B2,BR2
2025-01-01 06:45:00,AGV_025,JOB_AGV_025_01010645,2025-01-01 06:55:00,1,B6,BR3
2025-01-01 06:45:00,AGV_044,JOB_AGV_044_01010645,2025-01-01 08:12:00,0,B7,BR2
2025-01-01 06:45:00,AGV_061,JOB_AGV_061_01010645,2025-01-01 06:52:00,0,B2,BR3
2025-01-01 06:50:00,AGV_130,JOB_AGV_130_01010650,2025-01-01 07:22:00,1,B3,BR1
2025-01-01 06:55:00,AGV_055,JOB_AGV_055_01010655,2025-01-01 07:14:00,1,B7,BR1
