timestamp,vehicle_id,soc,available,priority,eta_min,temp
2025-01-01 00:05:00,AGV_007,0.666838,0,2,1.38,25.0
2025-01-01 00:05:00,AGV_008,0.662116,0,0,1.35,25.0
2025-01-01 00:05:00,AGV_009,0.642586,1,1,55.56,25.0
2025-01-01 00:05:00,AGV_010,0.662889,1,1,88.54,25.0
2025-01-01 00:05:00,AGV_011,0.771865,1,0,31.31,25.0
2025-01-01 00:05:00,AGV_012,0.648277,1,0,30.95,25.0
2025-01-01 00:05:00,AGV_013,0.443454,1,0,78.91,25.0
2025-01-01 00:05:00,AGV_014,0.540971,1,1,48.94,25.0
2025-01-01 00:05:00,AGV_015,0.603608,1,0,29.08,25.0
2025-01-01 00:05:00,AGV_016,0.752415,1,0,104.88,25.0
2025-01-01 00:05:00,AGV_017,0.715186,1,0,58.4,25.0
2025-01-01 00:05:00,AGV_018,0.798661,1,1,41.92,25.0
2025-01-01 00:05:00,AGV_019,0.717963,0,2,21.67,25.0
2025-01-01 00:05:00,AGV_020,0.73814,1,1,20.91,25.0
2025-01-01 00:05:00,AGV_021,0.784502,1,1,59.65,25.0
2025-01-01 00:05:00,AGV_022,0.831846,1,0,20.65,25.0
2025-01-01 00:05:00,AGV_023,0.600744,1,0,8.35,25.0
2025-01-01 00:05:00,AGV_024,0.786143,1,0,21.56,25.0
2025-01-01 00:05:00,AGV_025,0.513201,0,0,18.56,25.0
2025-01-01 00:05:00,AGV_026,0.631694,0,1,5.57,25.0
2025-01-01 00:05:00,AGV_027,0.645364,0,1,8.64,25.0
2025-01-01 00:05:00,AGV_028,0.509126,1,0,13.37,25.0
2025-01-01 00:05:00,AGV_029,0.53715,1,0,21.43,25.0
2025-01-01 00:05:00,AGV_030,0.704176,1,2,14.86,25.0
2025-01-01 00:05:00,AGV_031,0.725694,1,0,4.04,25.0
2025-01-01 00:05:00,AGV_032,0.781753,0,2,40.35,25.0
2025-01-01 00:05:00,AGV_033,0.3577599977152388,1,1,4.8,25.0
2025-01-01 00:05:00,AGV_034,0.688526,0,0,3.94,25.0
2025-01-01 00:05:00,AGV_035,0.793249,1,0,0.64,25.0
2025-01-01 00:05:00,AGV_036,0.63531,1,2,37.96,25.0
2025-01-01 00:05:00,AGV_037,0.592784,1,0,20.42,25.0
2025-01-01 00:05:00,AGV_038,0.529948,1,1,29.61,25.0
2025-01-01 00:05:00,AGV_039,0.540806,1,0,9.0,25.0
2025-01-01 00:05:00,AGV_040,0.635305,1,1,94.6,25.0
2025-01-01 00:05:00,AGV_041,0.804118,1,0,39.44,25.0
2025-01-01 00:05:00,AGV_042,0.627291,1,0,37.13,25.0
2025-01-01 00:05:00,AGV_043,0.753918,1,1,158.42,25.0
2025-01-01 00:05:00,AGV_044,0.697319,0,0,22.57,25.0
2025-01-01 00:05:00,AGV_045,0.611156,0,0,5.9,25.0
2025-01-01 00:05:00,AGV_046,0.558414,1,2,2.82,25.0
2025-01-01 00:05:00,AGV_047,0.5983,0,2,2.34,25.0
2025-01-01 00:05:00,AGV_048,0.725731,0,0,5.2,25.0
2025-01-01 00:05:00,AGV_049,0.491141,1,0,91.17,25.0
2025-01-01 00:05:00,AGV_050,0.745532,1,1,124.55,25.0
2025-01-01 00:05:00,AGV_051,0.281037581613963,1,2,2.03,25.0
2025-01-01 00:05:00,AGV_052,0.658075,0,1,5.41,25.0
2025-01-01 00:05:00,AGV_053,0.534345,1,0,3.72,25.0
2025-01-01 00:05:00,AGV_054,0.647758,1,0,15.74,25.0
2025-01-01 00:05:00,AGV_055,0.802245,1,2,32.49,25.0
2025-01-01 00:05:00,AGV_056,0.690758,1,0,51.8,25.0
2025-01-01 00:05:00,AGV_057,0.745809,1,0,26.07,25.0
2025-01-01 00:05:00,AGV_058,0.707842,1,1,29.21,25.0
2025-01-01 00:05:00,AGV_059,0.601467,1,0,22.41,25.0
2025-01-01 00:05:00,AGV_060,0.571338,0,1,0.42,25.0
2025-01-01 00:05:00,AGV_061,0.566045,1,1,83.06,25.0
2025-01-01 00:05:00,AGV_062,0.553593,1,0,33.15,25.0
2025-01-01 00:05:00,AGV_063,0.664985,1,0,59.31,25.0
2025-01-01 00:05:00,AGV_064,0.748431,1,1,49.84,25.0
2025-01-01 00:05:00,AGV_065,0.823564,1,1,81.47,25.0
2025-01-01 00:05:00,AGV_066,0.60273,1,0,5.18,25.0
2025-01-01 00:05:00,AGV_067,0.577217,1,1,21.76,25.0
2025-01-01 00:05:00,AGV_068,0.695333,0,2,8.69,25.0
2025-01-01 00:05:00,AGV_069,0.521436,1,0,26.77,25.0
2025-01-01 00:05:00,AGV_070,0.554039,1,1,83.6,25.0
2025-01-01 00:05:00,AGV_071,0.73796,1,0,6.68,25.0
2025-01-01 00:05:00,AGV_072,0.588319,1,1,23.62,25.0
2025-01-01 00:05:00,AGV_073,0.739824,1,0,60.92,25.0
2025-01-01 00:05:00,AGV_074,0.724313,0,0,3.92,25.0
2025-01-01 00:05:00,AGV_075,0.758775,1,1,24.61,25.0
2025-01-01 00:05:00,AGV_076,0.669509,1,1,19.08,25.0
2025-01-01 00:05:00,AGV_077,0.744088,1,2,12.84,25.0
2025-01-01 00:05:00,AGV_078,0.598503,1,0,47.5,25.0
2025-01-01 00:05:00,AGV_079,0.627098,1,2,51.67,25.0
2025-01-01 00:05:00,AGV_080,0.663603,1,1,64.48,25.0
2025-01-01 00:05:00,AGV_081,0.471406,1,0,20.51,25.0
2025-01-01 00:05:00,AGV_082,0.751126,1,0,64.79,25.0
2025-01-01 00:05:00,AGV_083,0.792508,0,1,65.86,25.0
2025-01-01 00:05:00,AGV_084,0.787334,1,1,36.94,25.0
2025-01-01 00:05:00,AGV_085,0.824108,1,0,19.57,25.0
2025-01-01 00:05:00,AGV_086,0.494392,1,0,58.76,25.0
2025-01-01 00:05:00,AGV_087,0.773115,1,0,65.63,25.0
2025-01-01 00:05:00,AGV_088,0.815292,1,1,37.91,25.0
2025-01-01 00:05:00,AGV_089,0.834333,0,0,2.32,25.0
2025-01-01 00:05:00,AGV_090,0.815865,1,1,18.32,25.0
2025-01-01 00:05:00,AGV_091,0.694,1,0,9.77,25.0
2025-01-01 00:05:00,AGV_092,0.733424,0,2,4.19,25.0
2025-01-01 00:05:00,AGV_093,0.71404,0,1,1.01,25.0
2025-01-01 00:05:00,AGV_094,0.625667,1,1,65.25,25.0
2025-01-01 00:05:00,AGV_095,0.724632,1,0,6.05,25.0
2025-01-01 00:05:00,AGV_096,0.63197,1,0,205.6,25.0
2025-01-01 00:05:00,AGV_097,0.728349,1,0,17.36,25.0
2025-01-01 00:05:00,AGV_098,0.715935,1,0,26.9,25.0
2025-01-01 00:05:00,AGV_099,0.799061,1,0,17.97,25.0
2025-01-01 00:05:00,AGV_100,0.751055,1,0,53.58,25.0
2025-01-01 00:05:00,AGV_101,0.35279311891023607,1,2,95.34,25.0
2025-01-01 00:05:00,AGV_102,0.462853,1,0,22.33,25.0
2025-01-01 00:05:00,AGV_103,0.583653,0,0,24.22,25.0
2025-01-01 00:05:00,AGV_104,0.544702,1,1,84.58,25.0
2025-01-01 00:05:00,AGV_105,0.775494,1,0,8.54,25.0
2025-01-01 00:05:00,AGV_106,0.53314,0,0,20.36,25.0
2025-01-01 00:05:00,AGV_107,0.794836,1,2,43.14,25.0
2025-01-01 00:05:00,AGV_108,0.67977,0,0,21.4,25.0
2025-01-01 00:05:00,AGV_109,0.727887,1,0,27.88,25.0
2025-01-01 00:05:00,AGV_110,0.536316,1,0,20.97,25.0
2025-01-01 00:05:00,AGV_111,0.570635,1,1,27.44,25.0
2025-01-01 00:05:00,AGV_112,0.50335,0,0,31.45,25.0
2025-01-01 00:05:00,AGV_113,0.504209,0,0,11.68,25.0
2025-01-01 00:05:00,AGV_114,0.721835,1,1,30.31,25.0
2025-01-01 00:05:00,AGV_115,0.638649,0,0,5.14,25.0
2025-01-01 00:05:00,AGV_116,0.713862,0,0,8.87,25.0
2025-01-01 00:05:00,AGV_117,0.717134,1,0,58.63,25.0
2025-01-01 00:05:00,AGV_118,0.655841,1,0,8.3,25.0
2025-01-01 00:05:00,AGV_119,0.643555,1,0,9.96,25.0
2025-01-01 00:05:00,AGV_120,0.736663,1,1,37.34,25.0
2025-01-01 00:05:00,AGV_121,0.512734,0,1,61.14,25.0
2025-01-01 00:05:00,AGV_122,0.806634,1,0,7.97,25.0
2025-01-01 00:05:00,AGV_123,0.543786,1,0,78.65,25.0
2025-01-01 00:05:00,AGV_124,0.678428,0,1,10.2,25.0
2025-01-01 00:05:00,AGV_125,0.538859,1,0,19.19,25.0
2025-01-01 00:05:00,AGV_126,0.734999,1,0,14.02,25.0
2025-01-01 00:05:00,AGV_127,0.654475,1,2,18.98,25.0
2025-01-01 00:05:00,AGV_128,0.750788,1,0,74.02,25.0
2025-01-01 00:05:00,AGV_129,0.736835,0,1,5.45,25.0
2025-01-01 00:05:00,AGV_130,0.700352,1,1,24.95,25.0
2025-01-01 00:10:00,AGV_001,0.742546,1,1,9.28,25.0
2025-01-01 00:10:00,AGV_002,0.801193,0,1,4.26,25.0
2025-01-01 00:10:00,AGV_003,0.711127,0,1,6.37,25.0
2025-01-01 00:10:00,AGV_004,0.496721,0,2,9.95,25.0
2025-01-01 00:10:00,AGV_005,0.719324,0,0,18.77,25.0
2025-01-01 00:10:00,AGV_006,0.621588,1,0,10.15,25.0
2025-01-01 00:10:00,AGV_007,0.721047,1,0,76.18,25.0
2025-01-01 00:10:00,AGV_008,0.707665,1,1,30.92,25.0
2025-01-01 00:10:00,AGV_009,0.699987,1,0,41.95,25.0
2025-01-01 00:10:00,AGV_010,0.72071,1,0,52.76,25.0
2025-01-01 00:10:00,AGV_011,0.752344,0,2,0.64,25.0
2025-01-01 00:10:00,AGV_012,0.702439,1,0,30.74,25.0
2025-01-01 00:10:00,AGV_013,0.432972,0,0,37.89,25.0
2025-01-01 00:10:00,AGV_014,0.532538,0,0,23.51,25.0
2025-01-01 00:10:00,AGV_015,0.668458,1,1,12.22,25.0
2025-01-01 00:10:00,AGV_016,0.742919,0,1,17.79,25.0
2025-01-01 00:10:00,AGV_017,0.715186,1,0,17.63,25.0
2025-01-01 00:10:00,AGV_018,0.798661,1,0,51.35,25.0
2025-01-01 00:10:00,AGV_019,0.704269,0,1,1.4,25.0
2025-01-01 00:10:00,AGV_020,0.73814,1,2,9.78,25.0
2025-01-01 00:10:00,AGV_021,0.77528,0,0,2.62,25.0
2025-01-01 00:10:00,AGV_022,0.831846,1,0,14.94,25.0
2025-01-01 00:10:00,AGV_023,0.659013,1,1,49.06,25.0
2025-01-01 00:10:00,AGV_024,0.786143,1,1,8.36,25.0
2025-01-01 00:10:00,AGV_025,0.579707,1,0,46.9,25.0
2025-01-01 00:10:00,AGV_026,0.69129,1,1,96.41,25.0
2025-01-01 00:10:00,AGV_027,0.714934,1,0,23.68,25.0
2025-01-01 00:10:00,AGV_028,0.564917,1,0,22.44,25.0
2025-01-01 00:10:00,AGV_029,0.591311,1,1,12.7,25.0
2025-01-01 00:10:00,AGV_030,0.689405,0,2,28.23,25.0
2025-01-01 00:10:00,AGV_031,0.725694,1,2,39.16,25.0
2025-01-01 00:10:00,AGV_032,0.781753,1,1,82.12,25.0
2025-01-01 00:10:00,AGV_033,0.578999,1,0,15.25,25.0
2025-01-01 00:10:00,AGV_034,0.74244,1,1,85.63,25.0
2025-01-01 00:10:00,AGV_035,0.793249,1,0,21.73,25.0
2025-01-01 00:10:00,AGV_036,0.629424,0,0,18.64,25.0
2025-01-01 00:10:00,AGV_037,0.65518,1,2,26.38,25.0
2025-01-01 00:10:00,AGV_038,0.590485,1,2,107.55,25.0
2025-01-01 00:10:00,AGV_039,0.528674,0,1,9.46,25.0
2025-01-01 00:10:00,AGV_040,0.695873,1,1,2.03,25.0
2025-01-01 00:10:00,AGV_041,0.804118,1,2,11.38,25.0
2025-01-01 00:10:00,AGV_042,0.67835,1,1,13.5,25.0
2025-01-01 00:10:00,AGV_043,0.753918,1,0,86.64,25.0
2025-01-01 00:10:00,AGV_044,0.754803,1,1,16.18,25.0
2025-01-01 00:10:00,AGV_045,0.664934,1,0,0.71,25.0
2025-01-01 00:10:00,AGV_046,0.625386,1,0,72.49,25.0
2025-01-01 00:10:00,AGV_047,0.58796,0,0,12.34,25.0
2025-01-01 00:10:00,AGV_048,0.725731,1,0,20.22,25.0
2025-01-01 00:10:00,AGV_049,0.481795,0,0,2.97,25.0
2025-01-01 00:10:00,AGV_050,0.745532,1,1,94.95,25.0
2025-01-01 00:10:00,AGV_051,0.505649,0,0,16.23,25.0
2025-01-01 00:10:00,AGV_052,0.716096,1,0,79.15,25.0
2025-01-01 00:10:00,AGV_053,0.591854,1,1,1.43,25.0
2025-01-01 00:10:00,AGV_054,0.701608,1,0,100.24,25.0
2025-01-01 00:10:00,AGV_055,0.802245,1,2,55.58,25.0
2025-01-01 00:10:00,AGV_056,0.678148,0,2,33.97,25.0
2025-01-01 00:10:00,AGV_057,0.730738,0,1,4.05,25.0
2025-01-01 00:10:00,AGV_058,0.707842,1,1,5.35,25.0
2025-01-01 00:10:00,AGV_059,0.654349,1,0,28.22,25.0
2025-01-01 00:10:00,AGV_060,0.560394,0,1,16.07,25.0
2025-01-01 00:10:00,AGV_061,0.620592,1,1,41.9,25.0
2025-01-01 00:10:00,AGV_062,0.604389,1,2,2.0,25.0
2025-01-01 00:10:00,AGV_063,0.724662,1,0,42.26,25.0
2025-01-01 00:10:00,AGV_064,0.748431,1,1,52.04,25.0
2025-01-01 00:10:00,AGV_065,0.823564,1,1,50.42,25.0
2025-01-01 00:10:00,AGV_066,0.655588,1,0,25.79,25.0
2025-01-01 00:10:00,AGV_067,0.639141,1,1,5.11,25.0
2025-01-01 00:10:00,AGV_068,0.685922,0,0,21.52,25.0
2025-01-01 00:10:00,AGV_069,0.510942,0,1,4.56,25.0
2025-01-01 00:10:00,AGV_070,0.610793,1,1,81.51,25.0
2025-01-01 00:10:00,AGV_071,0.726805,0,2,3.61,25.0
2025-01-01 00:10:00,AGV_072,0.649842,1,1,23.35,25.0
2025-01-01 00:10:00,AGV_073,0.739824,1,0,7.81,25.0
2025-01-01 00:10:00,AGV_074,0.724313,1,1,55.11,25.0
2025-01-01 00:10:00,AGV_075,0.748048,0,0,14.36,25.0
2025-01-01 00:10:00,AGV_076,0.725398,1,0,97.99,25.0
2025-01-01 00:10:00,AGV_077,0.744088,1,0,24.42,25.0
2025-01-01 00:10:00,AGV_078,0.647469,1,0,45.94,25.0
2025-01-01 00:10:00,AGV_079,0.682696,1,0,11.04,25.0
2025-01-01 00:10:00,AGV_080,0.658263,0,0,16.82,25.0
2025-01-01 00:10:00,AGV_081,0.531468,1,1,40.47,25.0
2025-01-01 00:10:00,AGV_082,0.751126,1,1,20.26,25.0
2025-01-01 00:10:00,AGV_083,0.778407,0,2,10.85,25.0
2025-01-01 00:10:00,AGV_084,0.774739,0,0,10.32,25.0
2025-01-01 00:10:00,AGV_085,0.824108,1,2,70.91,25.0
2025-01-01 00:10:00,AGV_086,0.562225,1,0,75.05,25.0
2025-01-01 00:10:00,AGV_087,0.773115,1,0,68.46,25.0
2025-01-01 00:10:00,AGV_088,0.815292,1,1,30.88,25.0
2025-01-01 00:10:00,AGV_089,0.834333,1,0,30.83,25.0
2025-01-01 00:10:00,AGV_090,0.815865,1,2,5.33,25.0
2025-01-01 00:10:00,AGV_091,0.75004,1,0,13.91,25.0
2025-01-01 00:10:00,AGV_092,0.719582,0,2,24.71,25.0
2025-01-01 00:10:00,AGV_093,0.71404,1,2,36.58,25.0
2025-01-01 00:10:00,AGV_094,0.610991,0,0,59.76,25.0
2025-01-01 00:10:00,AGV_095,0.724632,1,1,21.29,25.0
2025-01-01 00:10:00,AGV_096,0.685786,1,1,35.83,25.0
2025-01-01 00:10:00,AGV_097,0.716524,0,1,9.8,25.0
2025-01-01 00:10:00,AGV_098,0.69986,0,2,29.06,25.0
2025-01-01 00:10:00,AGV_099,0.799061,1,0,14.79,25.0
2025-01-01 00:10:00,AGV_100,0.741594,0,0,3.05,25.0
2025-01-01 00:10:00,AGV_101,0.520056,1,1,38.8,25.0
2025-01-01 00:10:00,AGV_102,0.528934,1,2,93.99,25.0
2025-01-01 00:10:00,AGV_103,0.639653,1,0,80.17,25.0
2025-01-01 00:10:00,AGV_104,0.598956,1,1,54.75,25.0
2025-01-01 00:10:00,AGV_105,0.775494,1,2,19.82,25.0
2025-01-01 00:10:00,AGV_106,0.599637,1,0,5.42,25.0
2025-01-01 00:10:00,AGV_107,0.794836,1,1,29.92,25.0
2025-01-01 00:10:00,AGV_108,0.729476,1,1,2.69,25.0
2025-01-01 00:10:00,AGV_109,0.711083,0,2,16.04,25.0
2025-01-01 00:10:00,AGV_110,0.589992,1,1,20.33,25.0
2025-01-01 00:10:00,AGV_111,0.628746,1,1,57.96,25.0
2025-01-01 00:10:00,AGV_112,0.567543,1,1,1.71,25.0
2025-01-01 00:10:00,AGV_113,0.499158,0,0,3.55,25.0
2025-01-01 00:10:00,AGV_114,0.721835,1,0,0.25,25.0
2025-01-01 00:10:00,AGV_115,0.627836,0,1,26.61,25.0
2025-01-01 00:10:00,AGV_116,0.713862,1,1,41.71,25.0
2025-01-01 00:10:00,AGV_117,0.717134,1,0,4.49,25.0
2025-01-01 00:10:00,AGV_118,0.708891,1,1,48.32,25.0
2025-01-01 00:10:00,AGV_119,0.705843,1,0,129.71,25.0
2025-01-01 00:10:00,AGV_120,0.736663,1,0,55.77,25.0
2025-01-01 00:10:00,AGV_121,0.563408,1,0,0.94,25.0
2025-01-01 00:10:00,AGV_122,0.796009,0,1,24.98,25.0
2025-01-01 00:10:00,AGV_123,0.599198,1,1,14.0,25.0
2025-01-01 00:10:00,AGV_124,0.660981,0,2,47.3,25.0
2025-01-01 00:10:00,AGV_125,0.591494,1,0,26.9,25.0
2025-01-01 00:10:00,AGV_126,0.734999,1,0,35.86,25.0
