timestamp,ef_kg_per_kwh
2025-01-01 07:40:00,0.539904
2025-01-01 07:45:00,0.546203
2025-01-01 07:50:00,0.531199
2025-01-01 07:55:00,0.547304
2025-01-01 08:00:00,0.531307
2025-01-01 08:05:00,0.543034
2025-01-01 08:10:00,0.536226
2025-01-01 08:15:00,0.542497
2025-01-01 08:20:00,0.544017
2025-01-01 08:25:00,0.539924
2025-01-01 08:30:00,0.528712
2025-01-01 08:35:00,0.538824
2025-01-01 08:40:00,0.538186
2025-01-01 08:45:00,0.531435
2025-01-01 08:50:00,0.539456
2025-01-01 08:55:00,0.540224
2025-01-01 09:00:00,0.544443
2025-01-01 09:05:00,0.539519
2025-01-01 09:10:00,0.536161
2025-01-01 09:15:00,0.53794
2025-01-01 09:20:00,0.535765
2025-01-01 09:25:00,0.539657
2025-01-01 09:30:00,0.534726
2025-01-01 09:35:00,0.540793
2025-01-01 09:40:00,0.536793
2025-01-01 09:45:00,0.538324
2025-01-01 09:50:00,0.532892
2025-01-01 09:55:00,0.529091
2025-01-01 10:00:00,0.543414
2025-01-01 10:05:00,0.538732
2025-01-01 10:10:00,0.533478
2025-01-01 10:15:00,0.539072
2025-01-01 10:20:00,0.539924
2025-01-01 10:25:00,0.539715
2025-01-01 10:30:00,0.540936
2025-01-01 10:35:00,0.534802
2025-01-01 10:40:00,0.536509
2025-01-01 10:45:00,0.548034
2025-01-01 10:50:00,0.536819
2025-01-01 10:55:00,0.541325
2025-01-01 11:00:00,0.541421
2025-01-01 11:05:00,0.541717
2025-01-01 11:10:00,0.535382
2025-01-01 11:15:00,0.532456
2025-01-01 11:20:00,0.544421
2025-01-01 11:25:00,0.548816
2025-01-01 11:30:00,0.539653
2025-01-01 11:35:00,0.536228
2025-01-01 11:40:00,0.543487
2025-01-01 11:45:00,0.53244
2025-01-01 11:50:00,0.537753
2025-01-01 11:55:00,0.536342
2025-01-01 12:00:00,0.544029
2025-01-01 12:05:00,0.539307
2025-01-01 12:10:00,0.538476
2025-01-01 12:15:00,0.530604
2025-01-01 12:20:00,0.535952
2025-01-01 12:25:00,0.544586
2025-01-01 12:30:00,0.543765
2025-01-01 12:35:00,0.536637
2025-01-01 12:40:00,0.536082
2025-01-01 12:45:00,0.537117
2025-01-01 12:50:00,0.528539
2025-01-01 12:55:00,0.540427
2025-01-01 13:00:00,0.519229
2025-01-01 13:05:00,0.536032
2025-01-01 13:10:00,0.52984
2025-01-01 13:15:00,0.534486
2025-01-01 13:20:00,0.531683
2025-01-01 13:25:00,0.530589
2025-01-01 13:30:00,0.528088
2025-01-01 13:35:00,0.534927
2025-01-01 13:40:00,0.531679
2025-01-01 13:45:00,0.531073
2025-01-01 13:50:00,0.527357
2025-01-01 13:55:00,0.53505
2025-01-01 14:00:00,0.524751
2025-01-01 14:05:00,0.531109
2025-01-01 14:10:00,0.530192
2025-01-01 14:15:00,0.533465
2025-01-01 14:20:00,0.537039
2025-01-01 14:25:00,0.528557
2025-01-01 14:30:00,0.529722
2025-01-01 14:35:00,0.520146
2025-01-01 14:40:00,0.530086
2025-01-01 14:45:00,0.526787
2025-01-01 14:50:00,0.517473
2025-01-01 14:55:00,0.530169
2025-01-01 15:00:00,0.529914
2025-01-01 15:05:00,0.517349
2025-01-01 15:10:00,0.527556
2025-01-01 15:15:00,0.518737
2025-01-01 15:20:00,0.525241
2025-01-01 15:25:00,0.523062
2025-01-01 15:30:00,0.525317
2025-01-01 15:35:00,0.525906
2025-01-01 15:40:00,0.509756
2025-01-01 15:45:00,0.516876
2025-01-01 15:50:00,0.509603
2025-01-01 15:55:00,0.52112
2025-01-01 16:00:00,0.519996
2025-01-01 16:05:00,0.516027
2025-01-01 16:10:00,0.514837
2025-01-01 16:15:00,0.521336
2025-01-01 16:20:00,0.514895
2025-01-01 16:25:00,0.521827
2025-01-01 16:30:00,0.523506
2025-01-01 16:35:00,0.513112
2025-01-01 16:40:00,0.522004
2025-01-01 16:45:00,0.514824
2025-01-01 16:50:00,0.514872
2025-01-01 16:55:00,0.51044
2025-01-01 17:00:00,0.508586
2025-01-01 17:05:00,0.50416
2025-01-01 17:10:00,0.505571
2025-01-01 17:15:00,0.511681
2025-01-01 17:20:00,0.514316
2025-01-01 17:25:00,0.511442
2025-01-01 17:30:00,0.517187
2025-01-01 17:35:00,0.515512
2025-01-01 17:40:00,0.508665
2025-01-01 17:45:00,0.515691
2025-01-01 17:50:00,0.500783
2025-01-01 17:55:00,0.506484
2025-01-01 18:00:00,0.510594
2025-01-01 18:05:00,0.504763
2025-01-01 18:10:00,0.50849
2025-01-01 18:15:00,0.503824
2025-01-01 18:20:00,0.508111
2025-01-01 18:25:00,0.509001
2025-01-01 18:30:00,0.505195
2025-01-01 18:35:00,0.511172
2025-01-01 18:40:00,0.497344
2025-01-01 18:45:00,0.512268
2025-01-01 18:50:00,0.507998
2025-01-01 18:55:00,0.499091
2025-01-01 19:00:00,0.514579
2025-01-01 19:05:00,0.509649
2025-01-01 19:10:00,0.510849
2025-01-01 19:15:00,0.506872
2025-01-01 19:20:00,0.505663
2025-01-01 19:25:00,0.501615
2025-01-01 19:30:00,0.502874
2025-01-01 19:35:00,0.499403
2025-01-01 19:40:00,0.506398
2025-01-01 19:45:00,0.510696
2025-01-01 19:50:00,0.500207
2025-01-01 19:55:00,0.496683
2025-01-01 20:00:00,0.495903
2025-01-01 20:05:00,0.506691
2025-01-01 20:10:00,0.502313
2025-01-01 20:15:00,0.505081
2025-01-01 20:20:00,0.508371
2025-01-01 20:25:00,0.498518
2025-01-01 20:30:00,0.508969
2025-01-01 20:35:00,0.506899
2025-01-01 20:40:00,0.496424
2025-01-01 20:45:00,0.506277
2025-01-01 20:50:00,0.502683
2025-01-01 20:55:00,0.501341
2025-01-01 21:00:00,0.497657
2025-01-01 21:05:00,0.505233
2025-01-01 21:10:00,0.502752
2025-01-01 21:15:00,0.508489
2025-01-01 21:20:00,0.503602
2025-01-01 21:25:00,0.500814
2025-01-01 21:30:00,0.493812
2025-01-01 21:35:00,0.496942
2025-01-01 21:40:00,0.499799
2025-01-01 21:45:00,0.496536
2025-01-01 21:50:00,0.504543
2025-01-01 21:55:00,0.502039
2025-01-01 22:00:00,0.49884
2025-01-01 22:05:00,0.497686
2025-01-01 22:10:00,0.497341
2025-01-01 22:15:00,0.495397
2025-01-01 22:20:00,0.495215
2025-01-01 22:25:00,0.498675
2025-01-01 22:30:00,0.494534
2025-01-01 22:35:00,0.499954
2025-01-01 22:40:00,0.498154
2025-01-01 22:45:00,0.495411
2025-01-01 22:50:00,0.497174
2025-01-01 22:55:00,0.496889
2025-01-01 23:00:00,0.50276
2025-01-01 23:05:00,0.489714
2025-01-01 23:10:00,0.49849
2025-01-01 23:15:00,0.490857
2025-01-01 23:20:00,0.50094
2025-01-01 23:25:00,0.506547
2025-01-01 23:30:00,0.504602
2025-01-01 23:35:00,0.503991
2025-01-01 23:40:00,0.510486
2025-01-01 23:45:00,0.504811
2025-01-01 23:50:00,0.505419
2025-01-01 23:55:00,0.495273
2025-01-02 00:00:00,0.493445
2025-01-02 00:05:00,0.502447
2025-01-02 00:10:00,0.502612
2025-01-02 00:15:00,0.503123
2025-01-02 00:20:00,0.502164
2025-01-02 00:25:00,0.509298
2025-01-02 00:30:00,0.497732
2025-01-02 00:35:00,0.515167
2025-01-02 00:40:00,0.501306
2025-01-02 00:45:00,0.503312
2025-01-02 00:50:00,0.506083
2025-01-02 00:55:00,0.505449
2025-01-02 01:00:00,0.501589
2025-01-02 01:05:00,0.512298
2025-01-02 01:10:00,0.506702
2025-01-02 01:15:00,0.507306
2025-01-02 01:20:00,0.508209
2025-01-02 01:25:00,0.510433
2025-01-02 01:30:00,0.511487
2025-01-02 01:35:00,0.511295
2025-01-02 01:40:00,0.50646
2025-01-02 01:45:00,0.49698
2025-01-02 01:50:00,0.513858
2025-01-02 01:55:00,0.50656
2025-01-02 02:00:00,0.512807
2025-01-02 02:05:00,0.506971
2025-01-02 02:10:00,0.513239
2025-01-02 02:15:00,0.51056
2025-01-02 02:20:00,0.50942
2025-01-02 02:25:00,0.51443
2025-01-02 02:30:00,0.517117
2025-01-02 02:35:00,0.511993
2025-01-02 02:40:00,0.514271
2025-01-02 02:45:00,0.507573
2025-01-02 02:50:00,0.514048
2025-01-02 02:55:00,0.515301
2025-01-02 03:00:00,0.513151
2025-01-02 03:05:00,0.524242
2025-01-02 03:10:00,0.508924
2025-01-02 03:15:00,0.518313
2025-01-02 03:20:00,0.515857
2025-01-02 03:25:00,0.521528
2025-01-02 03:30:00,0.519231
2025-01-02 03:35:00,0.512674
2025-01-02 03:40:00,0.51095
2025-01-02 03:45:00,0.511738
2025-01-02 03:50:00,0.519669
2025-01-02 03:55:00,0.528197
2025-01-02 04:00:00,0.526153
2025-01-02 04:05:00,0.527903
2025-01-02 04:10:00,0.518689
2025-01-02 04:15:00,0.520786
2025-01-02 04:20:00,0.512744
2025-01-02 04:25:00,0.52277
2025-01-02 04:30:00,0.523605
2025-01-02 04:35:00,0.522649
2025-01-02 04:40:00,0.527641
2025-01-02 04:45:00,0.526563
2025-01-02 04:50:00,0.52107
2025-01-02 04:55:00,0.5226
2025-01-02 05:00:00,0.522796
2025-01-02 05:05:00,0.516597
2025-01-02 05:10:00,0.521541
2025-01-02 05:15:00,0.52958
2025-01-02 05:20:00,0.524054
2025-01-02 05:25:00,0.53082
2025-01-02 05:30:00,0.536573
2025-01-02 05:35:00,0.530375
2025-01-02 05:40:00,0.52524
2025-01-02 05:45:00,0.530143
2025-01-02 05:50:00,0.530296
2025-01-02 05:55:00,0.522746
2025-01-02 06:00:00,0.533184
2025-01-02 06:05:00,0.529439
2025-01-02 06:10:00,0.530943
2025-01-02 06:15:00,0.529943
2025-01-02 06:20:00,0.528875
2025-01-02 06:25:00,0.536409
2025-01-02 06:30:00,0.539296
2025-01-02 06:35:00,0.53121
2025-01-02 06:40:00,0.529885
2025-01-02 06:45:00,0.529897
2025-01-02 06:50:00,0.532045
2025-01-02 06:55:00,0.536422
2025-01-02 07:00:00,0.529263
2025-01-02 07:05:00,0.52612
2025-01-02 07:10:00,0.543473
2025-01-02 07:15:00,0.535911
2025-01-02 07:20:00,0.534243
2025-01-02 07:25:00,0.529039
2025-01-02 07:30:00,0.522411
2025-01-02 07:35:00,0.541683
2025-01-02 07:40:00,0.540393
2025-01-02 07:45:00,0.529948
2025-01-02 07:50:00,0.534351
2025-01-02 07:55:00,0.531714
2025-01-02 08:00:00,0.538628
2025-01-02 08:05:00,0.540181
2025-01-02 08:10:00,0.531398
2025-01-02 08:15:00,0.536634
2025-01-02 08:20:00,0.535155
2025-01-02 08:25:00,0.54023
2025-01-02 08:30:00,0.550127
2025-01-02 08:35:00,0.530946
2025-01-02 08:40:00,0.533318
2025-01-02 08:45:00,0.54019
2025-01-02 08:50:00,0.534436
2025-01-02 08:55:00,0.540745
2025-01-02 09:00:00,0.542879
2025-01-02 09:05:00,0.534974
2025-01-02 09:10:00,0.538433
2025-01-02 09:15:00,0.536625
2025-01-02 09:20:00,0.540261
2025-01-02 09:25:00,0.541881
2025-01-02 09:30:00,0.540285
2025-01-02 09:35:00,0.53168
2025-01-02 09:40:00,0.541548
2025-01-02 09:45:00,0.545652
2025-01-02 09:50:00,0.543267
2025-01-02 09:55:00,0.535488
2025-01-02 10:00:00,0.541404
2025-01-02 10:05:00,0.540996
2025-01-02 10:10:00,0.540926
2025-01-02 10:15:00,0.543769
2025-01-02 10:20:00,0.53766
2025-01-02 10:25:00,0.539891
2025-01-02 10:30:00,0.538116
2025-01-02 10:35:00,0.540478
2025-01-02 10:40:00,0.534826
2025-01-02 10:45:00,0.546383
2025-01-02 10:50:00,0.533278
2025-01-02 10:55:00,0.543101
2025-01-02 11:00:00,0.534157
2025-01-02 11:05:00,0.536281
2025-01-02 11:10:00,0.539468
2025-01-02 11:15:00,0.540027
2025-01-02 11:20:00,0.536044
2025-01-02 11:25:00,0.534925
2025-01-02 11:30:00,0.55233
2025-01-02 11:35:00,0.538149
2025-01-02 11:40:00,0.537708
2025-01-02 11:45:00,0.534335
2025-01-02 11:50:00,0.530686
2025-01-02 11:55:00,0.532979
2025-01-02 12:00:00,0.5245
2025-01-02 12:05:00,0.542531
2025-01-02 12:10:00,0.52752
2025-01-02 12:15:00,0.541342
2025-01-02 12:20:00,0.534136
2025-01-02 12:25:00,0.522626
2025-01-02 12:30:00,0.544622
2025-01-02 12:35:00,0.532835
2025-01-02 12:40:00,0.533525
2025-01-02 12:45:00,0.536155
2025-01-02 12:50:00,0.533707
2025-01-02 12:55:00,0.53204
2025-01-02 13:00:00,0.528734
2025-01-02 13:05:00,0.532372
2025-01-02 13:10:00,0.538247
2025-01-02 13:15:00,0.547453
2025-01-02 13:20:00,0.533804
2025-01-02 13:25:00,0.54219
2025-01-02 13:30:00,0.538272
2025-01-02 13:35:00,0.537527
2025-01-02 13:40:00,0.538076
2025-01-02 13:45:00,0.532774
2025-01-02 13:50:00,0.531769
2025-01-02 13:55:00,0.533743
2025-01-02 14:00:00,0.528958
2025-01-02 14:05:00,0.52561
2025-01-02 14:10:00,0.52876
2025-01-02 14:15:00,0.531143
2025-01-02 14:20:00,0.520937
2025-01-02 14:25:00,0.530229
2025-01-02 14:30:00,0.531312
2025-01-02 14:35:00,0.525592
2025-01-02 14:40:00,0.53344
2025-01-02 14:45:00,0.532176
2025-01-02 14:50:00,0.529671
2025-01-02 14:55:00,0.526909
2025-01-02 15:00:00,0.527905
2025-01-02 15:05:00,0.520703
2025-01-02 15:10:00,0.534695
2025-01-02 15:15:00,0.529629
2025-01-02 15:20:00,0.527781
2025-01-02 15:25:00,0.519735
2025-01-02 15:30:00,0.527195
2025-01-02 15:35:00,0.527153
2025-01-02 15:40:00,0.525356
2025-01-02 15:45:00,0.526554
2025-01-02 15:50:00,0.51942
2025-01-02 15:55:00,0.522813
2025-01-02 16:00:00,0.52415
2025-01-02 16:05:00,0.515852
2025-01-02 16:10:00,0.522653
2025-01-02 16:15:00,0.510707
2025-01-02 16:20:00,0.509584
2025-01-02 16:25:00,0.516629
2025-01-02 16:30:00,0.507045
2025-01-02 16:35:00,0.514512
2025-01-02 16:40:00,0.51855
2025-01-02 16:45:00,0.50673
2025-01-02 16:50:00,0.511104
2025-01-02 16:55:00,0.51981
2025-01-02 17:00:00,0.514864
2025-01-02 17:05:00,0.519036
2025-01-02 17:10:00,0.508773
2025-01-02 17:15:00,0.505013
2025-01-02 17:20:00,0.515375
2025-01-02 17:25:00,0.509187
2025-01-02 17:30:00,0.512874
2025-01-02 17:35:00,0.511509
2025-01-02 17:40:00,0.508584
2025-01-02 17:45:00,0.514871
2025-01-02 17:50:00,0.512406
2025-01-02 17:55:00,0.50264
2025-01-02 18:00:00,0.501281
2025-01-02 18:05:00,0.517228
2025-01-02 18:10:00,0.508327
2025-01-02 18:15:00,0.511996
2025-01-02 18:20:00,0.508329
2025-01-02 18:25:00,0.512433
2025-01-02 18:30:00,0.506385
2025-01-02 18:35:00,0.515768
2025-01-02 18:40:00,0.51117
2025-01-02 18:45:00,0.504494
2025-01-02 18:50:00,0.507111
2025-01-02 18:55:00,0.513921
2025-01-02 19:00:00,0.501183
2025-01-02 19:05:00,0.502201
2025-01-02 19:10:00,0.503919
2025-01-02 19:15:00,0.504323
2025-01-02 19:20:00,0.496028
2025-01-02 19:25:00,0.50933
2025-01-02 19:30:00,0.51052
2025-01-02 19:35:00,0.497859
2025-01-02 19:40:00,0.494528
2025-01-02 19:45:00,0.503463
2025-01-02 19:50:00,0.508911
2025-01-02 19:55:00,0.509407
2025-01-02 20:00:00,0.501244
2025-01-02 20:05:00,0.497461
2025-01-02 20:10:00,0.501788
2025-01-02 20:15:00,0.503441
2025-01-02 20:20:00,0.50186
2025-01-02 20:25:00,0.506107
2025-01-02 20:30:00,0.50045
2025-01-02 20:35:00,0.498403
2025-01-02 20:40:00,0.510092
2025-01-02 20:45:00,0.506877
2025-01-02 20:50:00,0.497559
2025-01-02 20:55:00,0.500491
2025-01-02 21:00:00,0.503158
2025-01-02 21:05:00,0.508802
2025-01-02 21:10:00,0.506719
2025-01-02 21:15:00,0.489372
2025-01-02 21:20:00,0.487162
2025-01-02 21:25:00,0.497616
2025-01-02 21:30:00,0.500159
2025-01-02 21:35:00,0.504149
2025-01-02 21:40:00,0.506667
2025-01-02 21:45:00,0.510317
2025-01-02 21:50:00,0.503017
2025-01-02 21:55:00,0.503012
2025-01-02 22:00:00,0.505708
2025-01-02 22:05:00,0.489193
2025-01-02 22:10:00,0.500974
2025-01-02 22:15:00,0.501566
2025-01-02 22:20:00,0.492118
2025-01-02 22:25:00,0.499053
2025-01-02 22:30:00,0.508888
2025-01-02 22:35:00,0.495009
2025-01-02 22:40:00,0.500147
2025-01-02 22:45:00,0.491618
2025-01-02 22:50:00,0.490638
2025-01-02 22:55:00,0.499654
2025-01-02 23:00:00,0.497841
2025-01-02 23:05:00,0.502835
2025-01-02 23:10:00,0.501383
2025-01-02 23:15:00,0.502761
2025-01-02 23:20:00,0.501666
2025-01-02 23:25:00,0.504847
2025-01-02 23:30:00,0.496562
2025-01-02 23:35:00,0.492562
2025-01-02 23:40:00,0.497107
2025-01-02 23:45:00,0.500977
2025-01-02 23:50:00,0.515877
2025-01-02 23:55:00,0.503024
2025-01-03 00:00:00,0.495453
2025-01-03 00:05:00,0.49638
2025-01-03 00:10:00,0.506761
2025-01-03 00:15:00,0.504069
2025-01-03 00:20:00,0.513166
2025-01-03 00:25:00,0.500615
2025-01-03 00:30:00,0.500885
2025-01-03 00:35:00,0.509129
2025-01-03 00:40:00,0.512804
2025-01-03 00:45:00,0.506261
2025-01-03 00:50:00,0.50768
2025-01-03 00:55:00,0.506631
2025-01-03 01:00:00,0.509479
2025-01-03 01:05:00,0.51564
2025-01-03 01:10:00,0.507067
2025-01-03 01:15:00,0.514101
2025-01-03 01:20:00,0.507702
2025-01-03 01:25:00,0.521156
2025-01-03 01:30:00,0.511604
2025-01-03 01:35:00,0.509116
2025-01-03 01:40:00,0.508851
2025-01-03 01:45:00,0.513796
2025-01-03 01:50:00,0.513154
2025-01-03 01:55:00,0.50915
2025-01-03 02:00:00,0.507627
2025-01-03 02:05:00,0.513526
2025-01-03 02:10:00,0.507216
2025-01-03 02:15:00,0.517944
2025-01-03 02:20:00,0.524461
2025-01-03 02:25:00,0.517312
2025-01-03 02:30:00,0.518752
2025-01-03 02:35:00,0.513226
2025-01-03 02:40:00,0.513564
2025-01-03 02:45:00,0.512694
2025-01-03 02:50:00,0.516914
2025-01-03 02:55:00,0.5115
2025-01-03 03:00:00,0.514232
2025-01-03 03:05:00,0.517998
2025-01-03 03:10:00,0.518583
2025-01-03 03:15:00,0.513456
2025-01-03 03:20:00,0.52284
2025-01-03 03:25:00,0.511314
2025-01-03 03:30:00,0.515784
2025-01-03 03:35:00,0.530666
2025-01-03 03:40:00,0.517901
2025-01-03 03:45:00,0.521661
2025-01-03 03:50:00,0.520927
2025-01-03 03:55:00,0.519541
2025-01-03 04:00:00,0.51753
2025-01-03 04:05:00,0.523056
2025-01-03 04:10:00,0.521656
2025-01-03 04:15:00,0.515662
2025-01-03 04:20:00,0.524693
2025-01-03 04:25:00,0.513278
2025-01-03 04:30:00,0.522746
2025-01-03 04:35:00,0.517661
2025-01-03 04:40:00,0.522247
2025-01-03 04:45:00,0.523731
2025-01-03 04:50:00,0.533366
2025-01-03 04:55:00,0.529286
2025-01-03 05:00:00,0.533211
2025-01-03 05:05:00,0.514041
2025-01-03 05:10:00,0.528818
2025-01-03 05:15:00,0.52273
2025-01-03 05:20:00,0.528793
2025-01-03 05:25:00,0.520713
2025-01-03 05:30:00,0.53505
2025-01-03 05:35:00,0.527206
2025-01-03 05:40:00,0.523136
2025-01-03 05:45:00,0.529331
2025-01-03 05:50:00,0.528959
2025-01-03 05:55:00,0.517511
2025-01-03 06:00:00,0.535497
2025-01-03 06:05:00,0.532841
2025-01-03 06:10:00,0.542779
2025-01-03 06:15:00,0.532869
2025-01-03 06:20:00,0.536949
2025-01-03 06:25:00,0.535826
2025-01-03 06:30:00,0.528164
2025-01-03 06:35:00,0.535951
2025-01-03 06:40:00,0.516811
2025-01-03 06:45:00,0.538136
2025-01-03 06:50:00,0.529591
2025-01-03 06:55:00,0.537039
2025-01-03 07:00:00,0.533149
2025-01-03 07:05:00,0.536894
2025-01-03 07:10:00,0.535254
2025-01-03 07:15:00,0.531801
2025-01-03 07:20:00,0.544825
2025-01-03 07:25:00,0.538794
2025-01-03 07:30:00,0.5442
2025-01-03 07:35:00,0.535314
2025-01-03 07:40:00,0.537131
2025-01-03 07:45:00,0.531448
2025-01-03 07:50:00,0.530386
2025-01-03 07:55:00,0.535333
2025-01-03 08:00:00,0.542079
2025-01-03 08:05:00,0.533173
2025-01-03 08:10:00,0.526124
2025-01-03 08:15:00,0.541075
2025-01-03 08:20:00,0.549069
2025-01-03 08:25:00,0.539055
2025-01-03 08:30:00,0.546962
2025-01-03 08:35:00,0.534339
2025-01-03 08:40:00,0.530029
2025-01-03 08:45:00,0.541246
2025-01-03 08:50:00,0.536997
2025-01-03 08:55:00,0.531864
2025-01-03 09:00:00,0.538066
2025-01-03 09:05:00,0.546455
2025-01-03 09:10:00,0.538293
2025-01-03 09:15:00,0.527369
2025-01-03 09:20:00,0.544926
2025-01-03 09:25:00,0.531144
2025-01-03 09:30:00,0.546413
2025-01-03 09:35:00,0.546312
2025-01-03 09:40:00,0.535204
2025-01-03 09:45:00,0.536942
2025-01-03 09:50:00,0.540703
2025-01-03 09:55:00,0.536794
2025-01-03 10:00:00,0.534749
2025-01-03 10:05:00,0.534792
2025-01-03 10:10:00,0.537294
2025-01-03 10:15:00,0.547757
2025-01-03 10:20:00,0.54397
2025-01-03 10:25:00,0.544104
2025-01-03 10:30:00,0.542313
2025-01-03 10:35:00,0.538491
2025-01-03 10:40:00,0.539339
2025-01-03 10:45:00,0.532449
2025-01-03 10:50:00,0.544301
2025-01-03 10:55:00,0.54058
2025-01-03 11:00:00,0.548399
2025-01-03 11:05:00,0.546693
2025-01-03 11:10:00,0.543888
2025-01-03 11:15:00,0.541129
2025-01-03 11:20:00,0.535414
2025-01-03 11:25:00,0.546011
2025-01-03 11:30:00,0.545891
2025-01-03 11:35:00,0.53656
2025-01-03 11:40:00,0.542287
2025-01-03 11:45:00,0.535684
2025-01-03 11:50:00,0.534556
2025-01-03 11:55:00,0.537226
2025-01-03 12:00:00,0.526837
2025-01-03 12:05:00,0.532119
2025-01-03 12:10:00,0.532938
2025-01-03 12:15:00,0.536213
2025-01-03 12:20:00,0.534173
2025-01-03 12:25:00,0.533289
2025-01-03 12:30:00,0.533617
2025-01-03 12:35:00,0.536098
2025-01-03 12:40:00,0.54065
2025-01-03 12:45:00,0.537323
2025-01-03 12:50:00,0.535794
2025-01-03 12:55:00,0.533113
2025-01-03 13:00:00,0.539456
2025-01-03 13:05:00,0.539744
2025-01-03 13:10:00,0.530832
2025-01-03 13:15:00,0.522494
2025-01-03 13:20:00,0.527967
2025-01-03 13:25:00,0.541647
2025-01-03 13:30:00,0.537326
2025-01-03 13:35:00,0.531275
2025-01-03 13:40:00,0.520487
2025-01-03 13:45:00,0.536235
2025-01-03 13:50:00,0.537431
2025-01-03 13:55:00,0.530171
2025-01-03 14:00:00,0.528115
2025-01-03 14:05:00,0.531119
2025-01-03 14:10:00,0.52717
2025-01-03 14:15:00,0.527729
2025-01-03 14:20:00,0.531479
2025-01-03 14:25:00,0.517823
2025-01-03 14:30:00,0.52157
2025-01-03 14:35:00,0.520515
2025-01-03 14:40:00,0.521081
2025-01-03 14:45:00,0.525793
2025-01-03 14:50:00,0.533062
2025-01-03 14:55:00,0.512307
2025-01-03 15:00:00,0.519927
2025-01-03 15:05:00,0.527378
2025-01-03 15:10:00,0.518454
2025-01-03 15:15:00,0.518651
2025-01-03 15:20:00,0.523798
2025-01-03 15:25:00,0.518918
2025-01-03 15:30:00,0.53221
2025-01-03 15:35:00,0.529258
2025-01-03 15:40:00,0.513936
2025-01-03 15:45:00,0.5145
2025-01-03 15:50:00,0.520393
2025-01-03 15:55:00,0.5271
2025-01-03 16:00:00,0.529871
2025-01-03 16:05:00,0.511195
2025-01-03 16:10:00,0.515594
2025-01-03 16:15:00,0.520598
2025-01-03 16:20:00,0.507254
2025-01-03 16:25:00,0.513565
2025-01-03 16:30:00,0.523326
