timestamp,ambient_temp_forecast_C_p50,ambient_temp_forecast_C_p90,ambient_rh_forecast_pct_p50,ambient_rh_forecast_pct_p90,wetbulb_forecast_C_p50,wetbulb_forecast_C_p90,cloud_cover_0_1_p50,cloud_cover_0_1_p90,hourofday_local,dayofweek_local,is_weekend
2025-01-01 17:45:00,5.27,6.32,85.8,88.1,2.44,3.93,0.812,0.858,1,3,0
2025-01-01 18:00:00,5.09,5.83,81.0,83.9,1.3,2.61,0.669,0.748,2,3,0
2025-01-01 18:15:00,5.57,5.75,84.6,85.2,2.5,2.79,0.753,0.777,2,3,0
2025-01-01 18:30:00,5.54,5.9,82.5,83.2,2.04,2.54,0.756,0.784,2,3,0
2025-01-01 18:45:00,5.23,5.4,80.7,82.6,1.38,1.92,0.647,0.7,2,3,0
2025-01-01 19:00:00,4.68,5.26,81.8,84.2,1.04,2.09,0.706,0.802,3,3,0
2025-01-01 19:15:00,5.08,5.24,82.1,84.1,1.51,2.07,0.748,0.768,3,3,0
2025-01-01 19:30:00,4.8,5.21,80.1,81.4,0.81,1.49,0.644,0.644,3,3,0
2025-01-01 19:45:00,5.06,5.68,79.3,80.6,0.91,1.8,0.647,0.75,3,3,0
2025-01-01 20:00:00,4.95,4.96,90.7,95.1,3.08,3.99,0.847,0.907,4,3,0
2025-01-01 20:15:00,5.61,5.96,87.4,87.8,3.08,3.52,0.714,0.714,4,3,0
2025-01-01 20:30:00,5.58,6.15,87.0,87.3,2.98,3.62,0.689,0.758,4,3,0
2025-01-01 20:45:00,5.62,5.87,85.4,89.8,2.71,3.84,0.778,0.778,4,3,0
2025-01-01 21:00:00,5.45,5.86,87.4,88.9,2.93,3.64,0.869,0.872,5,3,0
2025-01-01 21:15:00,5.6,6.08,82.8,85.5,2.16,3.18,0.809,0.869,5,3,0
2025-01-01 21:30:00,6.46,6.7,82.7,84.9,2.99,3.69,0.725,0.725,5,3,0
2025-01-01 21:45:00,6.1,7.17,83.3,86.6,2.75,4.49,0.725,0.725,5,3,0
2025-01-01 22:00:00,5.7,5.92,80.3,85.6,1.76,3.03,0.588,0.638,6,3,0
2025-01-01 22:15:00,6.31,6.64,84.8,86.2,3.26,3.87,0.726,0.839,6,3,0
2025-01-01 22:30:00,6.24,6.71,82.0,84.6,2.63,3.63,0.704,0.704,6,3,0
2025-01-01 22:45:00,6.61,7.31,83.9,85.9,3.4,4.48,0.77,0.797,6,3,0
2025-01-01 23:00:00,6.5,6.61,84.2,86.5,3.33,3.9,0.786,0.786,7,3,0
2025-01-01 23:15:00,6.72,7.2,79.0,80.7,2.52,3.34,0.703,0.757,7,3,0
2025-01-01 23:30:00,7.44,8.06,79.1,79.5,3.25,3.95,0.622,0.622,7,3,0
2025-01-01 23:45:00,7.19,7.24,81.9,83.3,3.57,3.9,0.613,0.67,7,3,0
2025-01-02 00:00:00,7.05,7.31,81.9,82.3,3.43,3.76,0.631,0.654,8,3,0
2025-01-02 00:15:00,7.65,8.17,76.1,78.7,2.86,3.91,0.65,0.721,8,3,0
2025-01-02 00:30:00,7.54,8.02,75.9,79.9,2.72,4.01,0.663,0.736,8,3,0
2025-01-02 00:45:00,7.39,7.74,77.9,79.4,2.96,3.62,0.605,0.655,8,3,0
2025-01-02 01:00:00,8.39,8.54,78.2,79.0,4.03,4.34,0.61,0.612,9,3,0
2025-01-02 01:15:00,8.35,8.44,73.3,77.9,3.02,4.02,0.489,0.532,9,3,0
2025-01-02 01:30:00,8.87,9.46,70.6,72.1,3.0,3.88,0.519,0.58,9,3,0
2025-01-02 01:45:00,8.48,8.65,70.4,76.6,2.56,3.97,0.482,0.482,9,3,0
2025-01-02 02:00:00,7.85,8.32,75.2,76.1,2.88,3.53,0.617,0.664,10,3,0
2025-01-02 02:15:00,8.85,9.57,67.2,71.9,2.29,3.96,0.344,0.472,10,3,0
2025-01-02 02:30:00,8.17,8.94,69.1,69.7,1.99,2.88,0.488,0.563,10,3,0
2025-01-02 02:45:00,8.48,8.94,67.8,70.6,2.04,3.07,0.457,0.578,10,3,0
2025-01-02 03:00:00,9.24,9.6,70.0,70.4,3.23,3.69,0.466,0.484,11,3,0
2025-01-02 03:15:00,7.92,7.99,67.6,67.9,1.43,1.57,0.501,0.666,11,3,0
2025-01-02 03:30:00,8.99,9.45,70.2,73.0,3.02,4.04,0.517,0.565,11,3,0
2025-01-02 03:45:00,8.6,9.26,66.2,66.3,1.84,2.51,0.465,0.538,11,3,0
2025-01-02 04:00:00,8.94,9.45,60.5,61.3,1.04,1.71,0.267,0.267,12,3,0
2025-01-02 04:15:00,8.59,8.91,59.6,62.8,0.59,1.47,0.238,0.279,12,3,0
2025-01-02 04:30:00,8.88,8.88,59.0,61.3,0.88,1.15,0.339,0.35,12,3,0
2025-01-02 04:45:00,8.48,8.79,51.1,52.2,0.48,0.79,0.076,0.152,12,3,0
2025-01-02 05:00:00,8.65,8.99,55.6,56.7,0.65,0.99,0.167,0.303,13,3,0
2025-01-02 05:15:00,9.5,9.91,57.1,58.8,1.5,1.91,0.23,0.297,13,3,0
2025-01-02 05:30:00,9.25,9.72,60.5,62.7,1.35,2.27,0.367,0.402,13,3,0
2025-01-02 05:45:00,8.79,8.94,62.1,62.4,1.21,1.42,0.4,0.511,13,3,0
2025-01-02 06:00:00,9.19,9.87,58.9,59.3,1.19,1.87,0.354,0.416,14,3,0
2025-01-02 06:15:00,9.2,9.91,57.5,60.6,1.2,2.03,0.28,0.28,14,3,0
2025-01-02 06:30:00,9.28,9.99,57.4,60.4,1.28,2.07,0.326,0.35,14,3,0
2025-01-02 06:45:00,9.38,10.0,57.7,59.6,1.38,2.0,0.336,0.353,14,3,0
2025-01-02 07:00:00,9.84,10.36,51.6,54.4,1.84,2.36,0.173,0.191,15,3,0
2025-01-02 07:15:00,9.2,9.52,55.5,58.1,1.2,1.52,0.191,0.22,15,3,0
2025-01-02 07:30:00,9.19,9.4,54.9,55.1,1.19,1.4,0.263,0.337,15,3,0
2025-01-02 07:45:00,9.0,9.47,58.0,60.0,1.0,1.47,0.206,0.226,15,3,0
2025-01-02 08:00:00,9.03,9.35,57.9,59.6,1.03,1.35,0.332,0.375,16,3,0
2025-01-02 08:15:00,9.41,9.55,56.0,57.0,1.41,1.55,0.246,0.378,16,3,0
2025-01-02 08:30:00,8.79,8.97,56.0,59.1,0.79,0.97,0.273,0.327,16,3,0
2025-01-02 08:45:00,9.79,10.36,53.5,53.9,1.79,2.36,0.226,0.289,16,3,0
2025-01-02 09:00:00,9.65,10.25,49.3,51.3,1.65,2.25,0.14,0.209,17,3,0
2025-01-02 09:15:00,9.61,9.74,51.8,52.1,1.61,1.74,0.188,0.255,17,3,0
2025-01-02 09:30:00,9.16,9.54,56.4,59.1,1.16,1.54,0.191,0.191,17,3,0
2025-01-02 09:45:00,8.63,9.07,54.3,55.0,0.63,1.07,0.176,0.246,17,3,0
2025-01-02 10:00:00,8.39,8.81,60.0,64.2,0.39,1.65,0.322,0.371,18,3,0
2025-01-02 10:15:00,8.09,8.58,57.9,58.7,0.09,0.58,0.325,0.349,18,3,0
2025-01-02 10:30:00,8.56,8.9,60.0,60.1,0.56,0.92,0.41,0.461,18,3,0
2025-01-02 10:45:00,7.82,7.89,61.5,63.4,0.12,0.57,0.43,0.453,18,3,0
2025-01-02 11:00:00,7.95,8.2,62.8,63.4,0.52,0.87,0.421,0.529,19,3,0
2025-01-02 11:15:00,7.43,7.64,56.4,60.1,-0.57,-0.33,0.22,0.299,19,3,0
2025-01-02 11:30:00,7.36,7.56,60.3,60.3,-0.59,-0.37,0.406,0.406,19,3,0
2025-01-02 11:45:00,6.87,7.18,57.8,60.2,-1.13,-0.77,0.241,0.311,19,3,0
2025-01-02 12:00:00,6.65,6.98,62.9,64.1,-0.77,-0.19,0.353,0.417,20,3,0
2025-01-02 12:15:00,6.0,6.15,60.4,61.6,-1.92,-1.52,0.398,0.52,20,3,0
2025-01-02 12:30:00,6.23,6.41,67.4,69.1,-0.3,0.24,0.521,0.621,20,3,0
2025-01-02 12:45:00,6.23,6.98,63.0,65.4,-1.18,0.07,0.254,0.342,20,3,0
2025-01-02 13:00:00,6.41,6.62,60.8,63.6,-1.44,-0.65,0.379,0.387,21,3,0
2025-01-02 13:15:00,6.15,6.24,65.4,66.8,-0.77,-0.4,0.4,0.461,21,3,0
2025-01-02 13:30:00,6.49,6.8,68.8,73.6,0.24,1.53,0.558,0.558,21,3,0
2025-01-02 13:45:00,6.83,7.79,65.7,67.5,-0.04,1.29,0.445,0.445,21,3,0
2025-01-02 14:00:00,6.94,7.13,65.1,67.4,-0.03,0.6,0.488,0.488,22,3,0
2025-01-02 14:15:00,6.18,6.66,75.1,77.8,1.2,2.21,0.54,0.602,22,3,0
2025-01-02 14:30:00,6.16,6.49,74.4,76.3,1.03,1.76,0.61,0.67,22,3,0
2025-01-02 14:45:00,5.98,6.55,74.1,77.5,0.8,2.05,0.529,0.738,22,3,0
2025-01-02 15:00:00,6.52,6.83,77.0,81.2,1.92,3.07,0.679,0.87,23,3,0
2025-01-02 15:15:00,6.07,6.2,73.7,77.0,0.81,1.6,0.586,0.595,23,3,0
2025-01-02 15:30:00,5.84,6.27,68.2,71.9,-0.52,0.65,0.524,0.587,23,3,0
2025-01-02 15:45:00,6.84,6.95,70.7,73.5,0.97,1.66,0.501,0.549,23,3,0
2025-01-02 16:00:00,5.72,6.0,72.0,75.3,0.12,1.06,0.534,0.55,0,4,0
2025-01-02 16:15:00,5.73,6.14,71.3,72.7,-0.01,0.69,0.469,0.64,0,4,0
2025-01-02 16:30:00,5.3,5.77,74.7,77.4,0.24,1.24,0.608,0.688,0,4,0
2025-01-02 16:45:00,5.35,5.9,70.8,72.0,-0.49,0.3,0.655,0.655,0,4,0
2025-01-02 17:00:00,5.79,6.05,79.5,79.6,1.7,1.97,0.684,0.83,1,4,0
2025-01-02 17:15:00,4.87,5.36,80.5,83.2,0.96,2.01,0.684,0.711,1,4,0
2025-01-02 17:30:00,5.48,5.93,81.4,84.9,1.77,2.91,0.724,0.802,1,4,0
2025-01-02 17:45:00,5.56,5.77,81.9,82.9,1.94,2.35,0.723,0.732,1,4,0
2025-01-02 18:00:00,5.38,5.86,85.1,89.5,2.41,3.77,0.751,0.819,2,4,0
2025-01-02 18:15:00,5.72,5.97,87.5,92.0,3.22,4.36,0.743,0.827,2,4,0
2025-01-02 18:30:00,5.55,5.84,87.7,92.5,3.09,4.33,0.777,0.853,2,4,0
2025-01-02 18:45:00,5.4,5.57,88.5,90.9,3.1,3.75,0.814,0.814,2,4,0
2025-01-02 19:00:00,5.95,6.16,89.5,90.8,3.86,4.32,0.836,0.962,3,4,0
2025-01-02 19:15:00,5.5,5.81,89.5,91.2,3.4,4.04,0.79,0.838,3,4,0
2025-01-02 19:30:00,4.9,5.56,89.3,91.3,2.76,3.83,0.777,0.782,3,4,0
2025-01-02 19:45:00,6.44,6.84,85.8,90.3,3.6,4.9,0.747,0.747,3,4,0
2025-01-02 20:00:00,5.81,6.6,85.9,89.1,2.98,4.42,0.797,0.896,4,4,0
2025-01-02 20:15:00,5.81,6.69,87.0,88.8,3.21,4.45,0.772,0.825,4,4,0
2025-01-02 20:30:00,5.81,6.0,85.3,86.1,2.87,3.22,0.731,0.762,4,4,0
2025-01-02 20:45:00,5.96,6.26,87.9,90.4,3.53,4.33,0.782,0.818,4,4,0
2025-01-02 21:00:00,6.58,6.84,82.7,83.8,3.13,3.61,0.695,0.702,5,4,0
2025-01-02 21:15:00,6.16,6.76,84.3,87.6,3.02,4.29,0.744,0.744,5,4,0
2025-01-02 21:30:00,6.46,7.09,85.0,88.2,3.46,4.73,0.699,0.736,5,4,0
2025-01-02 21:45:00,6.57,6.68,82.5,87.2,3.07,4.12,0.757,0.795,5,4,0
2025-01-02 22:00:00,5.82,6.29,81.8,84.5,2.19,3.2,0.699,0.699,6,4,0
2025-01-02 22:15:00,6.95,7.21,84.5,86.2,3.85,4.44,0.79,0.906,6,4,0
2025-01-02 22:30:00,6.76,7.6,81.6,86.7,3.09,4.94,0.672,0.696,6,4,0
2025-01-02 22:45:00,6.43,7.17,83.0,87.2,3.03,4.61,0.737,0.745,6,4,0
2025-01-02 23:00:00,6.56,7.05,85.1,87.3,3.59,4.52,0.795,0.894,7,4,0
2025-01-02 23:15:00,5.82,5.98,82.1,82.6,2.23,2.49,0.763,0.775,7,4,0
2025-01-02 23:30:00,7.1,7.42,83.2,84.4,3.74,4.31,0.7,0.775,7,4,0
2025-01-02 23:45:00,7.07,7.6,75.8,76.5,2.22,2.9,0.56,0.63,7,4,0
2025-01-03 00:00:00,7.84,8.34,76.3,76.9,3.11,3.72,0.586,0.586,8,4,0
2025-01-03 00:15:00,6.98,7.67,80.3,83.0,3.05,4.28,0.732,0.75,8,4,0
2025-01-03 00:30:00,7.05,7.44,71.0,73.0,1.24,2.04,0.548,0.631,8,4,0
2025-01-03 00:45:00,8.05,8.28,74.3,78.0,2.91,3.88,0.516,0.516,8,4,0
2025-01-03 01:00:00,8.26,8.3,72.8,73.4,2.81,2.97,0.643,0.696,9,4,0
2025-01-03 01:15:00,7.97,8.23,77.1,78.2,3.39,3.87,0.604,0.663,9,4,0
2025-01-03 01:30:00,8.14,8.63,75.1,78.3,3.16,4.28,0.669,0.814,9,4,0
2025-01-03 01:45:00,9.29,9.3,71.8,72.5,3.66,3.79,0.439,0.439,9,4,0
2025-01-03 02:00:00,8.67,8.79,71.6,73.7,2.99,3.54,0.479,0.593,10,4,0
2025-01-03 02:15:00,9.6,10.24,71.8,74.9,3.96,5.22,0.467,0.551,10,4,0
2025-01-03 02:30:00,10.04,10.83,71.9,72.9,4.42,5.41,0.543,0.56,10,4,0
2025-01-03 02:45:00,9.53,9.91,68.5,69.4,3.24,3.78,0.447,0.447,10,4,0
2025-01-03 03:00:00,9.46,9.93,66.9,70.7,2.85,4.06,0.429,0.46,11,4,0
2025-01-03 03:15:00,8.64,8.92,71.7,73.9,2.98,3.7,0.518,0.577,11,4,0
2025-01-03 03:30:00,9.23,9.34,65.0,66.3,2.24,2.6,0.452,0.571,11,4,0
2025-01-03 03:45:00,9.7,10.4,65.0,67.1,2.7,3.83,0.36,0.451,11,4,0
2025-01-03 04:00:00,9.28,9.55,64.1,66.7,2.09,2.89,0.421,0.583,12,4,0
2025-01-03 04:15:00,9.5,9.8,58.6,60.0,1.5,1.81,0.305,0.305,12,4,0
2025-01-03 04:30:00,9.32,9.42,59.4,61.3,1.32,1.68,0.327,0.327,12,4,0
2025-01-03 04:45:00,9.49,9.5,59.4,61.6,1.49,1.82,0.291,0.321,12,4,0
2025-01-03 05:00:00,10.08,10.14,61.4,62.0,2.37,2.55,0.381,0.446,13,4,0
2025-01-03 05:15:00,8.95,9.02,59.9,60.1,0.95,1.05,0.353,0.491,13,4,0
2025-01-03 05:30:00,9.28,9.8,63.5,64.9,1.97,2.79,0.388,0.489,13,4,0
2025-01-03 05:45:00,9.37,9.66,62.5,64.0,1.86,2.46,0.262,0.279,13,4,0
2025-01-03 06:00:00,10.38,10.43,59.3,61.8,2.38,2.79,0.451,0.515,14,4,0
2025-01-03 06:15:00,9.58,10.05,57.2,60.3,1.58,2.11,0.388,0.417,14,4,0
2025-01-03 06:30:00,9.31,9.77,51.4,53.6,1.31,1.77,0.234,0.273,14,4,0
2025-01-03 06:45:00,9.37,9.8,54.1,58.9,1.37,1.8,0.208,0.241,14,4,0
2025-01-03 07:00:00,8.88,9.08,57.4,59.6,0.88,1.08,0.341,0.436,15,4,0
2025-01-03 07:15:00,9.01,9.15,54.1,54.7,1.01,1.15,0.173,0.212,15,4,0
2025-01-03 07:30:00,9.58,9.85,57.3,60.7,1.58,2.0,0.299,0.404,15,4,0
2025-01-03 07:45:00,9.82,10.33,61.2,62.5,2.06,2.83,0.293,0.373,15,4,0
2025-01-03 08:00:00,9.47,9.96,60.8,60.9,1.63,2.14,0.334,0.398,16,4,0
2025-01-03 08:15:00,8.65,8.92,58.5,59.4,0.65,0.92,0.386,0.398,16,4,0
2025-01-03 08:30:00,9.28,9.8,58.2,62.8,1.28,2.35,0.352,0.397,16,4,0
2025-01-03 08:45:00,9.04,9.53,54.3,56.5,1.04,1.53,0.252,0.316,16,4,0
2025-01-03 09:00:00,9.09,9.19,57.9,58.4,1.09,1.19,0.24,0.329,17,4,0
2025-01-03 09:15:00,9.16,9.74,58.0,63.1,1.16,2.36,0.437,0.462,17,4,0
2025-01-03 09:30:00,8.51,8.66,56.1,56.4,0.51,0.66,0.197,0.366,17,4,0
2025-01-03 09:45:00,8.71,9.08,56.0,57.1,0.71,1.08,0.224,0.236,17,4,0
2025-01-03 10:00:00,9.14,9.29,59.6,63.2,1.14,1.93,0.312,0.406,18,4,0
2025-01-03 10:15:00,8.67,9.42,58.9,60.5,0.67,1.53,0.356,0.463,18,4,0
2025-01-03 10:30:00,7.83,8.2,55.8,58.4,-0.17,0.2,0.302,0.335,18,4,0
2025-01-03 10:45:00,8.21,8.8,57.0,59.7,0.21,0.8,0.281,0.36,18,4,0
2025-01-03 11:00:00,8.29,8.83,59.0,62.0,0.29,1.22,0.275,0.356,19,4,0
2025-01-03 11:15:00,7.66,7.79,59.8,62.7,-0.34,0.34,0.395,0.446,19,4,0
2025-01-03 11:30:00,6.85,7.33,61.8,64.1,-0.8,0.15,0.37,0.458,19,4,0
2025-01-03 11:45:00,7.16,7.66,65.0,68.1,0.16,1.27,0.422,0.422,19,4,0
2025-01-03 12:00:00,7.88,8.2,61.4,64.0,0.15,1.01,0.287,0.345,20,4,0
2025-01-03 12:15:00,7.85,8.18,63.3,63.4,0.51,0.86,0.35,0.437,20,4,0
2025-01-03 12:30:00,6.89,7.18,64.4,67.5,-0.22,0.69,0.534,0.571,20,4,0
2025-01-03 12:45:00,7.52,8.01,64.6,67.9,0.45,1.6,0.388,0.465,20,4,0
2025-01-03 13:00:00,6.84,7.4,64.9,68.5,-0.18,1.1,0.422,0.501,21,4,0
2025-01-03 13:15:00,7.45,7.69,67.1,69.9,0.86,1.68,0.486,0.486,21,4,0
2025-01-03 13:30:00,6.95,7.26,69.3,69.6,0.81,1.19,0.452,0.495,21,4,0
2025-01-03 13:45:00,6.47,6.61,70.4,71.8,0.55,0.97,0.554,0.575,21,4,0
2025-01-03 14:00:00,7.17,7.43,70.9,74.7,1.35,2.37,0.505,0.576,22,4,0
2025-01-03 14:15:00,6.97,7.25,72.0,72.7,1.36,1.8,0.649,0.733,22,4,0
2025-01-03 14:30:00,6.55,6.9,71.0,73.0,0.76,1.5,0.557,0.582,22,4,0
2025-01-03 14:45:00,6.11,6.91,72.5,74.3,0.6,1.78,0.59,0.674,22,4,0
2025-01-03 15:00:00,6.83,7.06,74.8,80.1,1.79,3.09,0.575,0.612,23,4,0
2025-01-03 15:15:00,6.64,6.82,73.7,76.5,1.37,2.12,0.538,0.538,23,4,0
2025-01-03 15:30:00,6.31,6.48,71.6,73.3,0.64,1.13,0.469,0.54,23,4,0
2025-01-03 15:45:00,5.81,6.25,76.3,79.7,1.06,2.19,0.607,0.754,23,4,0
2025-01-03 16:00:00,6.21,7.04,79.5,83.7,2.12,3.79,0.636,0.636,0,5,1
2025-01-03 16:15:00,5.94,6.18,77.0,83.6,1.35,2.9,0.69,0.81,0,5,1
2025-01-03 16:30:00,5.28,5.68,83.6,86.7,2.01,3.03,0.794,0.938,0,5,1
2025-01-03 16:45:00,6.22,6.45,80.9,85.3,2.41,3.52,0.713,0.771,0,5,1
2025-01-03 17:00:00,4.95,5.04,86.4,88.5,2.22,2.74,0.838,0.907,1,5,1
2025-01-03 17:15:00,5.4,5.67,86.2,88.8,2.63,3.43,0.693,0.693,1,5,1
2025-01-03 17:30:00,5.44,5.59,86.3,89.4,2.71,3.47,0.797,0.865,1,5,1
2025-01-03 17:45:00,5.74,5.79,83.2,84.9,2.38,2.78,0.715,0.783,1,5,1
2025-01-03 18:00:00,5.61,5.76,85.9,90.4,2.79,3.84,0.685,0.729,2,5,1
2025-01-03 18:15:00,5.78,6.49,86.9,86.9,3.16,3.88,0.705,0.705,2,5,1
2025-01-03 18:30:00,6.58,6.94,91.0,91.5,4.79,5.24,0.761,0.788,2,5,1
