timestamp,q_cooling_forecast_kw_p50,q_cooling_forecast_kw_p90,ambient_temp_forecast_C,ambient_rh_forecast_pct
2025-01-02 10:15:00,1335.4,1415.4,8.04,62.7
2025-01-02 10:30:00,1377.1,1457.1,8.92,63.7
2025-01-02 10:45:00,1342.4,1503.9,8.36,65.1
2025-01-02 11:00:00,1443.6,1523.6,7.71,63.3
2025-01-02 11:15:00,1470.6,1550.6,8.36,57.7
2025-01-02 11:30:00,1373.2,1453.2,6.76,61.6
2025-01-02 11:45:00,1320.8,1400.8,6.38,63.2
2025-01-02 12:00:00,1401.0,1481.0,6.28,63.2
2025-01-02 12:15:00,1383.6,1463.6,5.38,57.7
2025-01-02 12:30:00,1302.8,1382.8,6.14,70.0
2025-01-02 12:45:00,1490.1,1570.1,5.77,59.7
2025-01-02 13:00:00,1343.8,1472.8,6.53,61.8
2025-01-02 13:15:00,1454.3,1534.3,6.59,64.1
2025-01-02 13:30:00,1315.2,1395.2,7.01,66.3
2025-01-02 13:45:00,1254.3,1405.8,6.59,69.7
2025-01-02 14:00:00,1360.3,1528.9,6.86,65.6
2025-01-02 14:15:00,1325.7,1405.7,6.28,76.4
2025-01-02 14:30:00,1355.6,1435.6,6.32,73.2
2025-01-02 14:45:00,1477.1,1557.1,6.18,72.6
2025-01-02 15:00:00,1276.1,1368.3,7.0,72.9
2025-01-02 15:15:00,1375.9,1556.6,5.97,73.4
2025-01-02 15:30:00,1459.4,1539.4,6.27,62.6
2025-01-02 15:45:00,1322.2,1402.2,6.48,71.6
2025-01-02 16:00:00,1406.2,1526.2,4.92,71.0
2025-01-02 16:15:00,1326.8,1406.8,5.93,72.8
2025-01-02 16:30:00,1430.6,1510.6,5.12,74.0
2025-01-02 16:45:00,1463.1,1543.1,4.88,69.0
2025-01-02 17:00:00,1330.7,1468.1,5.82,71.9
2025-01-02 17:15:00,1280.0,1411.1,4.59,77.0
2025-01-02 17:30:00,1337.6,1417.6,5.53,85.8
2025-01-02 17:45:00,1348.8,1431.7,4.87,77.6
2025-01-02 18:00:00,1377.3,1548.8,5.18,81.7
2025-01-02 18:15:00,1420.1,1500.1,6.12,83.9
2025-01-02 18:30:00,1364.5,1444.5,5.86,84.1
2025-01-02 18:45:00,1253.0,1371.6,5.24,91.5
2025-01-02 19:00:00,1366.0,1446.0,6.07,87.9
2025-01-02 19:15:00,1428.5,1508.5,5.51,96.2
2025-01-02 19:30:00,1451.2,1531.2,5.39,91.6
2025-01-02 19:45:00,1442.2,1522.2,6.16,81.0
2025-01-02 20:00:00,1322.8,1578.6,6.69,87.0
2025-01-02 20:15:00,1291.2,1399.0,6.09,81.4
2025-01-02 20:30:00,1445.5,1525.5,6.07,80.4
2025-01-02 20:45:00,1422.7,1502.7,5.92,86.8
2025-01-02 21:00:00,1502.9,1582.9,6.11,83.4
2025-01-02 21:15:00,1358.6,1533.7,6.29,81.9
2025-01-02 21:30:00,1444.9,1524.9,7.01,83.7
2025-01-02 21:45:00,1449.6,1529.6,6.2,87.6
2025-01-02 22:00:00,1396.8,1476.8,5.97,84.2
2025-01-02 22:15:00,1491.6,1571.6,7.77,85.4
2025-01-02 22:30:00,1261.3,1341.3,6.62,84.1
2025-01-02 22:45:00,1317.7,1404.9,6.27,83.4
2025-01-02 23:00:00,1411.3,1491.3,6.59,90.7
2025-01-02 23:15:00,1247.2,1475.3,6.1,79.9
2025-01-02 23:30:00,1382.7,1530.3,7.32,83.6
2025-01-02 23:45:00,1307.7,1391.8,6.8,77.5
2025-01-03 00:00:00,1510.1,1590.1,7.31,79.1
2025-01-03 00:15:00,1515.4,1615.5,6.79,79.8
2025-01-03 00:30:00,1658.3,1738.3,6.65,71.7
2025-01-03 00:45:00,1791.2,1871.2,7.91,76.3
2025-01-03 01:00:00,1844.9,1927.7,8.4,79.1
2025-01-03 01:15:00,1746.6,1877.8,7.95,78.7
2025-01-03 01:30:00,1902.9,1982.9,8.71,75.5
2025-01-03 01:45:00,1975.3,2077.8,8.54,72.7
2025-01-03 02:00:00,2048.6,2128.6,8.97,73.8
2025-01-03 02:15:00,2072.6,2152.6,9.43,65.9
2025-01-03 02:30:00,2104.0,2184.0,9.97,76.9
2025-01-03 02:45:00,1969.2,2260.9,9.66,66.4
2025-01-03 03:00:00,1974.7,2076.1,9.68,66.5
2025-01-03 03:15:00,2081.7,2161.7,8.82,71.9
2025-01-03 03:30:00,1732.8,1981.0,9.02,66.9
2025-01-03 03:45:00,1838.5,1918.5,10.14,67.6
2025-01-03 04:00:00,1743.5,1823.5,9.51,65.9
2025-01-03 04:15:00,1828.4,1908.4,9.79,58.8
2025-01-03 04:30:00,1634.7,1714.7,9.59,56.1
2025-01-03 04:45:00,1541.4,1729.8,9.52,60.9
2025-01-03 05:00:00,1554.3,1634.3,9.97,57.5
2025-01-03 05:15:00,1468.0,1658.9,8.7,56.2
2025-01-03 05:30:00,1387.2,1467.2,8.88,60.2
2025-01-03 05:45:00,1475.6,1555.6,9.3,64.9
2025-01-03 06:00:00,1466.4,1546.4,9.97,53.7
2025-01-03 06:15:00,1336.5,1416.5,9.65,56.6
2025-01-03 06:30:00,1365.3,1445.3,9.0,53.6
2025-01-03 06:45:00,1355.7,1548.5,9.35,55.3
2025-01-03 07:00:00,1308.2,1472.2,8.9,59.9
2025-01-03 07:15:00,1489.9,1569.9,8.37,54.7
2025-01-03 07:30:00,1451.1,1531.1,9.63,56.6
2025-01-03 07:45:00,1356.0,1519.8,9.75,60.6
2025-01-03 08:00:00,1330.1,1532.4,9.04,64.3
2025-01-03 08:15:00,1389.9,1469.9,7.9,55.2
2025-01-03 08:30:00,1501.1,1581.1,8.55,58.3
2025-01-03 08:45:00,1372.9,1452.9,9.04,56.6
2025-01-03 09:00:00,1449.3,1599.8,9.0,56.7
2025-01-03 09:15:00,1629.2,1709.2,9.89,58.8
2025-01-03 09:30:00,1465.2,1565.5,8.32,58.2
2025-01-03 09:45:00,1521.6,1601.6,8.78,57.8
2025-01-03 10:00:00,1576.2,1656.2,9.64,55.5
2025-01-03 10:15:00,1458.2,1538.2,8.06,58.8
2025-01-03 10:30:00,1365.6,1523.1,7.54,54.2
2025-01-03 10:45:00,1416.3,1496.3,8.61,57.7
2025-01-03 11:00:00,1305.7,1385.7,7.93,61.4
2025-01-03 11:15:00,1276.0,1439.1,8.08,62.7
2025-01-03 11:30:00,1398.0,1478.0,6.84,61.8
2025-01-03 11:45:00,1375.6,1466.6,7.87,67.7
2025-01-03 12:00:00,1388.9,1531.6,8.0,64.6
2025-01-03 12:15:00,1335.0,1581.4,8.07,59.5
2025-01-03 12:30:00,1371.0,1458.3,6.56,65.2
2025-01-03 12:45:00,1437.0,1517.0,7.31,62.2
2025-01-03 13:00:00,1492.3,1572.3,6.29,61.9
2025-01-03 13:15:00,1542.2,1622.2,7.12,62.1
2025-01-03 13:30:00,1413.8,1531.6,7.21,67.7
2025-01-03 13:45:00,1345.1,1455.9,7.07,69.2
2025-01-03 14:00:00,1470.5,1550.5,6.69,71.1
2025-01-03 14:15:00,1389.4,1639.6,7.34,71.8
2025-01-03 14:30:00,1421.6,1566.9,6.62,71.1
2025-01-03 14:45:00,1394.4,1474.4,6.18,72.7
2025-01-03 15:00:00,1514.0,1594.0,6.29,72.1
2025-01-03 15:15:00,1387.8,1467.8,6.25,76.4
2025-01-03 15:30:00,1398.1,1478.1,6.46,74.9
2025-01-03 15:45:00,1422.9,1502.9,6.77,77.6
2025-01-03 16:00:00,1445.9,1525.9,6.15,73.6
2025-01-03 16:15:00,1343.4,1528.0,6.19,76.9
2025-01-03 16:30:00,1345.1,1425.1,5.83,81.8
2025-01-03 16:45:00,1397.9,1477.9,6.79,82.5
2025-01-03 17:00:00,1301.7,1381.7,4.65,86.0
2025-01-03 17:15:00,1430.9,1510.9,5.79,86.6
2025-01-03 17:30:00,1355.7,1435.7,6.3,84.2
2025-01-03 17:45:00,1381.5,1461.5,5.7,78.2
2025-01-03 18:00:00,1297.4,1389.4,5.55,80.9
2025-01-03 18:15:00,1355.8,1435.8,5.37,89.4
2025-01-03 18:30:00,1281.4,1361.4,6.74,91.7
2025-01-03 18:45:00,1202.2,1475.9,6.26,90.4
2025-01-03 19:00:00,1246.9,1326.9,5.84,85.4
2025-01-03 19:15:00,1185.9,1265.9,5.95,85.4
2025-01-03 19:30:00,1229.0,1428.6,6.17,81.3
2025-01-03 19:45:00,1290.6,1507.0,6.08,80.5
2025-01-03 20:00:00,1293.3,1435.7,6.24,83.1
2025-01-03 20:15:00,1327.6,1407.6,7.24,84.9
2025-01-03 20:30:00,1348.1,1428.1,5.98,81.5
2025-01-03 20:45:00,1359.2,1587.8,4.99,71.7
2025-01-03 21:00:00,1312.5,1392.5,6.22,78.7
2025-01-03 21:15:00,1450.1,1530.1,6.13,78.2
2025-01-03 21:30:00,1408.2,1573.5,6.42,78.7
2025-01-03 21:45:00,1235.0,1356.0,5.85,74.9
2025-01-03 22:00:00,1265.1,1345.1,7.06,76.1
2025-01-03 22:15:00,1404.4,1484.4,6.25,78.5
2025-01-03 22:30:00,1340.4,1420.4,7.67,82.5
2025-01-03 22:45:00,1328.9,1408.9,8.06,80.0
2025-01-03 23:00:00,1373.8,1453.8,7.98,77.4
2025-01-03 23:15:00,1318.0,1398.0,7.65,73.1
2025-01-03 23:30:00,1358.4,1438.4,7.41,76.2
2025-01-03 23:45:00,1423.4,1551.8,7.24,76.5
2025-01-04 00:00:00,1369.4,1449.4,7.67,77.7
2025-01-04 00:15:00,1432.3,1532.1,8.08,74.5
2025-01-04 00:30:00,1430.1,1649.7,8.64,68.0
2025-01-04 00:45:00,1643.4,1723.4,9.01,76.5
2025-01-04 01:00:00,1547.2,1787.0,8.43,73.0
2025-01-04 01:15:00,1642.2,1722.2,7.56,72.0
2025-01-04 01:30:00,1813.8,1893.8,7.99,77.1
2025-01-04 01:45:00,1680.8,1947.7,8.47,73.8
2025-01-04 02:00:00,1948.3,2028.3,8.56,61.5
2025-01-04 02:15:00,1855.3,1935.3,9.07,73.0
2025-01-04 02:30:00,1815.1,1972.2,8.35,58.0
2025-01-04 02:45:00,1863.3,1943.3,9.87,59.7
2025-01-04 03:00:00,1786.0,1866.0,9.15,59.9
2025-01-04 03:15:00,1810.9,2002.1,9.23,56.4
2025-01-04 03:30:00,1667.4,1747.4,9.43,55.2
2025-01-04 03:45:00,1660.3,1757.0,8.9,60.6
2025-01-04 04:00:00,1687.0,1767.0,9.92,58.6
2025-01-04 04:15:00,1642.9,1722.9,9.0,63.0
2025-01-04 04:30:00,1517.1,1597.1,9.08,59.3
2025-01-04 04:45:00,1380.5,1529.3,9.0,54.7
2025-01-04 05:00:00,1334.6,1503.7,8.85,49.1
2025-01-04 05:15:00,1387.1,1467.1,9.42,58.9
2025-01-04 05:30:00,1347.6,1427.6,8.84,53.4
2025-01-04 05:45:00,1308.4,1388.4,8.72,56.7
2025-01-04 06:00:00,1319.4,1399.4,9.31,65.8
2025-01-04 06:15:00,1379.2,1581.1,9.51,55.0
2025-01-04 06:30:00,1276.6,1501.2,9.82,54.0
2025-01-04 06:45:00,1294.1,1574.0,8.4,51.4
2025-01-04 07:00:00,1389.0,1469.0,8.66,51.4
2025-01-04 07:15:00,1324.2,1593.8,9.53,59.3
2025-01-04 07:30:00,1279.9,1422.6,9.38,61.6
2025-01-04 07:45:00,1357.0,1437.0,10.86,57.0
2025-01-04 08:00:00,1426.7,1506.7,9.81,64.3
2025-01-04 08:15:00,1346.7,1426.7,8.81,63.4
2025-01-04 08:30:00,1385.6,1473.8,8.19,55.4
2025-01-04 08:45:00,1431.6,1511.6,8.77,65.3
2025-01-04 09:00:00,1473.1,1553.1,8.91,55.4
2025-01-04 09:15:00,1312.1,1392.1,8.24,58.8
2025-01-04 09:30:00,1361.2,1538.6,7.84,58.7
2025-01-04 09:45:00,1266.6,1402.3,9.06,62.7
2025-01-04 10:00:00,1265.7,1345.7,8.18,59.8
2025-01-04 10:15:00,1215.9,1369.9,8.45,55.5
2025-01-04 10:30:00,1331.8,1411.8,7.88,64.0
2025-01-04 10:45:00,1392.9,1472.9,7.55,58.1
2025-01-04 11:00:00,1303.9,1494.6,7.82,51.6
2025-01-04 11:15:00,1330.0,1410.0,7.04,58.8
2025-01-04 11:30:00,1341.6,1550.4,7.06,58.0
2025-01-04 11:45:00,1210.6,1411.6,6.92,57.7
2025-01-04 12:00:00,1483.6,1563.6,8.11,65.8
2025-01-04 12:15:00,1452.1,1532.1,7.21,63.4
2025-01-04 12:30:00,1382.7,1462.7,6.7,69.0
2025-01-04 12:45:00,1326.6,1406.6,6.2,64.8
2025-01-04 13:00:00,1246.6,1375.1,6.99,72.2
2025-01-04 13:15:00,1291.6,1386.9,6.84,69.7
2025-01-04 13:30:00,1325.0,1405.0,6.58,68.3
2025-01-04 13:45:00,1398.2,1478.2,5.78,68.7
2025-01-04 14:00:00,1371.9,1451.9,6.27,66.0
2025-01-04 14:15:00,1360.3,1455.5,6.71,72.0
2025-01-04 14:30:00,1390.9,1470.9,5.76,76.3
2025-01-04 14:45:00,1262.0,1359.6,5.84,70.6
2025-01-04 15:00:00,1401.1,1506.2,5.21,73.2
2025-01-04 15:15:00,1362.7,1442.7,4.64,78.3
2025-01-04 15:30:00,1328.4,1408.4,5.78,74.7
2025-01-04 15:45:00,1338.9,1418.9,5.09,79.2
2025-01-04 16:00:00,1239.7,1503.8,4.6,82.4
2025-01-04 16:15:00,1266.1,1346.1,5.98,82.8
2025-01-04 16:30:00,1345.4,1425.4,5.77,79.0
2025-01-04 16:45:00,1243.4,1323.4,5.68,81.4
2025-01-04 17:00:00,1341.0,1421.0,5.03,90.1
2025-01-04 17:15:00,1179.9,1342.9,6.67,86.5
2025-01-04 17:30:00,1306.0,1386.0,5.55,81.1
2025-01-04 17:45:00,1298.7,1378.7,5.5,80.7
2025-01-04 18:00:00,1397.5,1477.5,4.99,77.7
2025-01-04 18:15:00,1251.8,1348.4,4.85,84.6
2025-01-04 18:30:00,1446.9,1526.9,4.87,84.3
2025-01-04 18:45:00,1344.9,1424.9,5.29,86.3
2025-01-04 19:00:00,1253.9,1333.9,5.12,84.1
2025-01-04 19:15:00,1361.2,1441.2,5.63,85.2
2025-01-04 19:30:00,1247.7,1385.8,5.53,90.0
2025-01-04 19:45:00,1303.0,1446.0,4.85,91.0
2025-01-04 20:00:00,1458.2,1538.2,6.12,90.7
2025-01-04 20:15:00,1316.2,1396.2,5.81,93.9
2025-01-04 20:30:00,1406.6,1486.6,7.0,84.3
2025-01-04 20:45:00,1438.8,1518.8,6.45,82.7
2025-01-04 21:00:00,1352.2,1432.2,6.05,90.9
2025-01-04 21:15:00,1331.4,1411.4,6.88,79.9
2025-01-04 21:30:00,1274.3,1510.5,5.85,86.0
2025-01-04 21:45:00,1203.2,1325.0,6.61,83.0
2025-01-04 22:00:00,1323.3,1450.1,6.24,89.8
2025-01-04 22:15:00,1305.5,1385.5,5.93,84.3
2025-01-04 22:30:00,1249.8,1420.8,7.29,88.2
2025-01-04 22:45:00,1249.7,1329.7,6.75,80.3
2025-01-04 23:00:00,1227.7,1324.6,6.44,83.1
2025-01-04 23:15:00,1398.1,1478.1,6.37,82.0
2025-01-04 23:30:00,1261.6,1393.6,6.25,76.3
2025-01-04 23:45:00,1285.2,1365.2,7.82,78.7
2025-01-05 00:00:00,1318.4,1398.4,6.75,88.6
2025-01-05 00:15:00,1282.4,1378.6,7.62,75.4
2025-01-05 00:30:00,1549.2,1629.2,7.06,69.7
2025-01-05 00:45:00,1483.4,1563.4,7.48,74.4
2025-01-05 01:00:00,1421.3,1586.2,6.86,77.4
2025-01-05 01:15:00,1619.4,1699.4,7.77,73.7
2025-01-05 01:30:00,1675.8,1755.8,7.65,71.7
2025-01-05 01:45:00,1759.6,1839.6,8.59,70.8
2025-01-05 02:00:00,1594.9,1784.0,8.69,69.6
2025-01-05 02:15:00,1813.0,1893.0,7.47,71.6
2025-01-05 02:30:00,1782.6,1862.6,8.58,72.6
2025-01-05 02:45:00,1798.4,1878.4,8.25,65.4
2025-01-05 03:00:00,1675.3,1755.3,8.51,64.5
2025-01-05 03:15:00,1719.4,1799.4,9.36,65.6
2025-01-05 03:30:00,1568.6,1648.6,9.57,64.4
2025-01-05 03:45:00,1558.1,1721.3,8.39,57.1
2025-01-05 04:00:00,1528.4,1608.6,8.26,60.6
2025-01-05 04:15:00,1449.3,1535.2,7.94,65.5
2025-01-05 04:30:00,1371.4,1451.4,7.72,58.4
2025-01-05 04:45:00,1342.8,1460.5,8.29,66.1
2025-01-05 05:00:00,1340.9,1420.9,9.03,61.4
2025-01-05 05:15:00,1308.5,1388.5,8.74,55.2
2025-01-05 05:30:00,1320.2,1400.2,8.43,48.7
2025-01-05 05:45:00,1362.1,1442.1,8.98,55.3
2025-01-05 06:00:00,1386.6,1466.6,8.4,59.0
2025-01-05 06:15:00,1371.2,1451.2,8.11,55.9
2025-01-05 06:30:00,1283.4,1363.4,8.55,56.5
2025-01-05 06:45:00,1483.2,1576.3,8.17,61.4
2025-01-05 07:00:00,1409.0,1543.3,8.31,61.4
2025-01-05 07:15:00,1438.1,1561.6,9.74,53.0
2025-01-05 07:30:00,1273.8,1353.8,9.36,55.1
2025-01-05 07:45:00,1260.3,1340.3,8.9,59.2
2025-01-05 08:00:00,1274.5,1411.0,7.54,59.3
2025-01-05 08:15:00,1288.0,1368.0,8.3,57.9
2025-01-05 08:30:00,1328.7,1449.6,8.54,54.9
2025-01-05 08:45:00,1337.9,1424.7,7.18,58.7
2025-01-05 09:00:00,1364.9,1444.9,7.81,58.6
2025-01-05 09:15:00,1282.7,1362.7,7.93,58.8
2025-01-05 09:30:00,1411.0,1491.0,7.19,53.4
2025-01-05 09:45:00,1334.7,1414.7,8.25,54.4
2025-01-05 10:00:00,1308.6,1388.6,7.98,60.7
2025-01-05 10:15:00,1400.0,1480.0,8.05,56.2
2025-01-05 10:30:00,1256.0,1367.9,7.18,57.0
2025-01-05 10:45:00,1237.4,1317.4,7.29,62.7
2025-01-05 11:00:00,1331.0,1411.0,7.94,56.1
2025-01-05 11:15:00,1305.4,1385.4,7.46,64.6
2025-01-05 11:30:00,1463.8,1543.8,6.24,58.2
2025-01-05 11:45:00,1450.8,1530.8,6.24,61.4
2025-01-05 12:00:00,1387.2,1467.2,6.19,62.8
2025-01-05 12:15:00,1347.2,1427.2,6.37,66.4
2025-01-05 12:30:00,1320.8,1400.8,5.51,71.1
2025-01-05 12:45:00,1386.8,1466.8,4.48,72.9
2025-01-05 13:00:00,1250.5,1433.6,6.38,65.2
2025-01-05 13:15:00,1359.4,1439.4,6.25,69.4
2025-01-05 13:30:00,1354.2,1449.3,6.2,72.0
2025-01-05 13:45:00,1552.5,1632.5,5.73,78.0
2025-01-05 14:00:00,1403.2,1514.8,5.44,71.0
2025-01-05 14:15:00,1277.9,1445.6,4.7,66.6
2025-01-05 14:30:00,1397.2,1477.2,5.92,73.4
2025-01-05 14:45:00,1277.9,1415.0,5.28,79.1
2025-01-05 15:00:00,1247.5,1327.5,6.18,73.6
2025-01-05 15:15:00,1333.1,1413.1,5.78,76.2
2025-01-05 15:30:00,1300.1,1380.1,5.38,76.5
