timestamp,ambient_temp_C,ambient_rh_pct,wetbulb_C,occ_index,dayofweek,hourofday,is_weekend,cooling_load_kw,n_chillers_on,plr,chws_sp_C,avg_sat_C,chiller_power_kw,chw_pumps_kw,cw_pumps_kw,tower_fans_kw,plant_power_kw,price_yuan_per_kwh,ef_kg_per_kwh,cost_yuan_per_step,carbon_kg_per_step
2025-01-01 03:45:00,7.4,58.7,-0.6,0.776,2,11,0,1970.8,2,0.821,7.86,13.11,470.4,63.8,52.2,20.9,607.2,1.1348,0.5184,172.26,78.697
2025-01-01 04:00:00,8.56,65.6,1.67,0.405,2,12,0,1561.8,2,0.651,8.2,13.32,365.4,41.6,34.0,13.6,454.5,0.8106,0.5211,92.11,59.216
2025-01-01 04:15:00,9.17,61.4,1.46,0.438,2,12,0,1727.0,2,0.72,8.06,13.24,407.3,49.8,40.7,16.3,514.1,0.8034,0.5248,103.25,67.445
2025-01-01 04:30:00,8.48,61.5,0.78,0.429,2,12,0,1630.0,2,0.679,8.14,13.28,382.6,44.8,36.7,14.7,478.8,0.7954,0.5214,95.21,62.417
2025-01-01 04:45:00,8.22,67.6,1.74,0.438,2,12,0,1587.8,2,0.662,8.18,13.31,371.9,42.8,35.0,14.0,463.7,0.7683,0.5215,89.07,60.466
2025-01-01 05:00:00,7.97,56.0,-0.03,0.16,2,13,0,1411.0,2,0.588,8.32,13.39,327.7,34.9,28.6,11.4,402.6,0.7732,0.5173,77.82,52.07
2025-01-01 05:15:00,9.42,60.4,1.49,0.196,2,13,0,1529.3,2,0.637,8.23,13.34,357.2,40.1,32.8,13.1,443.2,0.7713,0.5198,85.46,57.587
2025-01-01 05:30:00,7.8,53.5,-0.2,0.138,2,13,0,1384.9,2,0.577,8.35,13.41,321.2,33.8,27.7,11.1,393.8,0.7623,0.5179,75.05,50.993
2025-01-01 05:45:00,9.46,54.3,1.46,0.163,2,13,0,1343.9,2,0.56,8.38,13.43,311.1,32.2,26.3,10.5,380.2,0.7912,0.5146,75.2,48.912
2025-01-01 06:00:00,7.69,62.5,0.19,0.282,2,14,0,1445.0,2,0.602,8.3,13.38,336.1,36.3,29.7,11.9,414.1,0.7683,0.5103,79.54,52.828
2025-01-01 06:15:00,8.17,67.0,1.56,0.132,2,14,0,1428.5,2,0.595,8.31,13.39,332.0,35.6,29.2,11.7,408.5,0.7761,0.5198,79.26,53.08
2025-01-01 06:30:00,9.01,61.3,1.27,0.246,2,14,0,1536.9,2,0.64,8.22,13.33,359.1,40.4,33.1,13.2,445.8,0.787,0.5168,87.72,57.601
2025-01-01 06:45:00,9.0,69.0,2.79,0.129,2,14,0,1183.4,2,0.493,8.51,13.51,271.8,26.3,21.5,8.6,328.2,0.7469,0.5188,61.29,42.571
2025-01-01 07:00:00,8.62,56.1,0.62,0.181,2,15,0,1470.3,2,0.613,8.27,13.36,342.4,37.4,30.6,12.3,422.8,0.793,0.5168,83.81,54.628
2025-01-01 07:15:00,9.03,54.7,1.03,0.289,2,15,0,1615.5,2,0.673,8.15,13.29,378.9,44.1,36.1,14.4,473.6,0.7801,0.512,92.36,60.616
2025-01-01 07:30:00,9.03,62.5,1.53,0.153,2,15,0,1308.6,2,0.545,8.41,13.45,302.4,30.8,25.2,10.1,368.6,0.7651,0.519,70.5,47.817
2025-01-01 07:45:00,8.76,55.7,0.76,0.21,2,15,0,1389.9,2,0.579,8.34,13.41,322.5,34.0,27.9,11.1,395.5,0.7648,0.5092,75.62,50.343
2025-01-01 08:00:00,8.85,58.0,0.85,0.143,2,16,0,1452.7,2,0.605,8.29,13.37,338.0,36.7,30.0,12.0,416.7,0.7586,0.5087,79.04,52.994
2025-01-01 08:15:00,8.96,45.5,0.96,0.261,2,16,0,1485.9,2,0.619,8.26,13.36,346.3,38.1,31.2,12.5,428.1,0.7544,0.515,80.74,55.125
2025-01-01 08:30:00,8.26,66.8,1.63,0.23,2,16,0,1294.7,2,0.539,8.42,13.45,299.0,30.3,24.8,9.9,364.0,0.7908,0.5191,71.96,47.239
2025-01-01 08:45:00,7.75,49.9,-0.25,0.227,2,16,0,1305.4,2,0.544,8.41,13.45,301.6,30.7,25.1,10.0,367.5,0.8057,0.5114,74.02,46.985
2025-01-01 09:00:00,7.76,62.4,0.24,0.103,2,17,0,1288.2,2,0.537,8.43,13.46,297.4,30.1,24.6,9.8,361.9,0.7947,0.5076,71.89,45.923
2025-01-01 09:15:00,7.09,55.7,-0.91,0.252,2,17,0,1365.0,2,0.569,8.36,13.42,316.3,33.0,27.0,10.8,387.2,0.8564,0.5089,82.89,49.262
2025-01-01 09:30:00,8.18,60.4,0.25,0.3,2,17,0,1382.1,2,0.576,8.35,13.41,320.5,33.7,27.6,11.0,392.9,0.7603,0.5126,74.68,50.35
2025-01-01 09:45:00,7.97,56.9,-0.03,0.17,2,17,0,1267.2,2,0.528,8.44,13.47,292.3,29.3,23.9,9.6,355.1,0.7323,0.5078,65.0,45.077
2025-01-01 10:00:00,7.95,58.6,-0.05,0.222,2,18,0,1437.4,2,0.599,8.3,13.38,334.2,36.0,29.5,11.8,411.5,1.0741,0.5091,110.51,52.373
2025-01-01 10:15:00,6.95,51.8,-1.05,0.173,2,18,0,1439.9,2,0.6,8.3,13.38,334.9,36.1,29.6,11.8,412.4,1.0889,0.5119,112.26,52.769
2025-01-01 10:30:00,8.18,72.1,2.61,0.193,2,18,0,1448.7,2,0.604,8.29,13.38,337.0,36.5,29.9,11.9,415.4,1.1346,0.5074,117.82,52.692
2025-01-01 10:45:00,7.1,72.2,1.55,0.215,2,18,0,1239.2,2,0.516,8.47,13.48,285.4,28.2,23.1,9.2,346.0,1.1365,0.5101,98.31,44.129
2025-01-01 11:00:00,6.54,70.6,0.66,0.167,2,19,0,1467.8,2,0.612,8.28,13.37,341.8,37.3,30.5,12.2,421.9,1.1818,0.5092,124.65,53.714
2025-01-01 11:15:00,6.61,58.9,-1.39,0.246,2,19,0,1423.8,2,0.593,8.31,13.39,330.8,35.4,29.0,11.6,406.9,1.0791,0.5104,109.77,51.926
2025-01-01 11:30:00,6.66,51.1,-1.34,0.149,2,19,0,1309.9,2,0.546,8.41,13.45,302.7,30.9,25.3,10.1,369.0,1.1388,0.5068,105.04,46.749
2025-01-01 11:45:00,7.08,58.9,-0.92,0.196,2,19,0,1348.8,2,0.562,8.38,13.43,312.3,32.4,26.5,10.6,381.8,1.1795,0.5107,112.58,48.742
2025-01-01 12:00:00,7.03,67.0,0.43,0.232,2,20,0,1307.5,2,0.545,8.41,13.45,302.1,30.8,25.2,10.1,368.2,1.1514,0.5158,105.99,47.477
2025-01-01 12:15:00,6.86,72.8,1.41,0.145,2,20,0,1327.7,2,0.553,8.39,13.44,307.1,31.6,25.8,10.3,374.8,1.1195,0.5064,104.91,47.455
2025-01-01 12:30:00,6.54,66.1,-0.23,0.241,2,20,0,1296.9,2,0.54,8.42,13.45,299.5,30.4,24.9,9.9,364.7,1.1052,0.5139,100.77,46.854
2025-01-01 12:45:00,7.74,64.2,0.59,0.397,2,20,0,1634.7,2,0.681,8.14,13.28,383.8,45.1,36.9,14.8,480.5,1.133,0.508,136.1,61.024
2025-01-01 13:00:00,6.36,65.2,-0.59,0.278,2,21,0,1540.7,2,0.642,8.22,13.33,360.0,40.6,33.2,13.3,447.1,1.1523,0.5194,128.81,58.063
2025-01-01 13:15:00,6.84,66.4,0.12,0.284,2,21,0,1428.8,2,0.595,8.31,13.39,332.1,35.7,29.2,11.7,408.6,1.1226,0.5081,114.68,51.906
2025-01-01 13:30:00,5.84,77.8,1.4,0.355,2,21,0,1533.2,2,0.639,8.22,13.33,358.2,40.2,32.9,13.2,444.5,1.1138,0.5141,123.78,57.132
2025-01-01 13:45:00,5.73,61.9,-1.89,0.289,2,21,0,1448.7,2,0.604,8.29,13.38,337.0,36.5,29.9,11.9,415.4,1.1636,0.5179,120.83,53.778
2025-01-01 14:00:00,5.37,72.2,-0.19,0.168,2,22,0,1384.2,2,0.577,8.35,13.41,321.0,33.8,27.7,11.1,393.6,0.7981,0.5126,78.53,50.436
2025-01-01 14:15:00,6.31,71.6,0.63,0.164,2,22,0,1423.2,2,0.593,8.31,13.39,330.7,35.4,29.0,11.6,406.7,0.738,0.5099,75.04,51.849
2025-01-01 14:30:00,6.73,67.0,0.13,0.223,2,22,0,1428.0,2,0.595,8.31,13.39,331.9,35.6,29.2,11.7,408.3,0.8215,0.5152,83.86,52.59
2025-01-01 14:45:00,5.48,66.6,-1.19,0.219,2,22,0,1380.2,2,0.575,8.35,13.41,320.0,33.6,27.5,11.0,392.2,0.7768,0.516,76.17,50.593
2025-01-01 15:00:00,5.09,72.4,-0.43,0.199,2,23,0,1407.3,2,0.586,8.33,13.4,326.8,34.8,28.4,11.4,401.3,0.7896,0.5123,79.22,51.4
2025-01-01 15:15:00,5.37,69.7,-0.69,0.193,2,23,0,1444.2,2,0.602,8.3,13.38,335.9,36.3,29.7,11.9,413.8,0.7647,0.5183,79.11,53.623
2025-01-01 15:30:00,5.44,77.5,0.94,0.093,2,23,0,1291.8,2,0.538,8.42,13.45,298.3,30.2,24.7,9.9,363.1,0.8006,0.5088,72.67,46.18
2025-01-01 15:45:00,5.06,77.8,0.63,0.201,2,23,0,1290.1,2,0.538,8.42,13.45,297.9,30.1,24.6,9.9,362.5,0.7258,0.5256,65.78,47.633
2025-01-01 16:00:00,4.22,79.2,0.06,0.243,3,0,0,1439.5,2,0.6,8.3,13.38,334.8,36.1,29.5,11.8,412.2,0.5864,0.521,60.44,53.696
2025-01-01 16:15:00,4.34,79.5,0.23,0.107,3,0,0,1319.6,2,0.55,8.4,13.44,305.1,31.3,25.6,10.2,372.1,0.5845,0.5196,54.38,48.345
2025-01-01 16:30:00,5.7,80.1,1.73,0.192,3,0,0,1328.0,2,0.553,8.39,13.44,307.2,31.6,25.8,10.3,374.9,0.686,0.525,64.3,49.21
2025-01-01 16:45:00,5.34,81.5,1.64,0.262,3,0,0,1346.5,2,0.561,8.38,13.43,311.7,32.3,26.4,10.6,381.0,0.6389,0.5178,60.86,49.33
2025-01-01 17:00:00,4.83,81.6,1.16,0.196,3,1,0,1290.1,2,0.538,8.42,13.45,297.9,30.1,24.6,9.9,362.5,0.6002,0.5232,54.39,47.416
2025-01-01 17:15:00,5.2,82.9,1.78,0.232,3,1,0,1500.6,2,0.625,8.25,13.35,350.0,38.8,31.7,12.7,433.2,0.6299,0.5206,68.22,56.385
2025-01-01 17:30:00,4.7,81.8,1.06,0.155,3,1,0,1354.0,2,0.564,8.37,13.42,313.6,32.6,26.7,10.7,383.5,0.596,0.5229,57.14,50.136
2025-01-01 17:45:00,4.86,85.8,2.02,0.186,3,1,0,1415.3,2,0.59,8.32,13.39,328.7,35.1,28.7,11.5,404.0,0.6328,0.5276,63.92,53.294
2025-01-01 18:00:00,5.8,88.0,3.39,0.173,3,2,0,1316.7,2,0.549,8.4,13.44,304.4,31.1,25.5,10.2,371.2,0.6047,0.5211,56.11,48.354
2025-01-01 18:15:00,6.1,88.5,3.8,0.161,3,2,0,1304.4,2,0.543,8.41,13.45,301.4,30.7,25.1,10.0,367.2,0.6516,0.5212,59.81,47.842
2025-01-01 18:30:00,4.73,76.4,0.01,0.16,3,2,0,1273.0,2,0.53,8.44,13.46,293.7,29.5,24.1,9.6,356.9,0.6155,0.5236,54.92,46.717
2025-01-01 18:45:00,5.27,92.2,3.71,0.265,3,2,0,1430.8,2,0.596,8.31,13.38,332.6,35.7,29.2,11.7,409.3,0.58,0.53,59.34,54.227
2025-01-01 19:00:00,4.93,75.3,-0.0,0.215,3,3,0,1248.9,2,0.52,8.46,13.48,287.8,28.6,23.4,9.4,349.1,0.6595,0.5276,57.56,46.051
2025-01-01 19:15:00,6.26,74.4,1.15,0.214,3,3,0,1362.1,2,0.568,8.36,13.42,315.6,32.9,26.9,10.8,386.2,0.6239,0.5313,60.24,51.301
2025-01-01 19:30:00,4.5,82.3,0.96,0.207,3,3,0,1277.7,2,0.532,8.44,13.46,294.8,29.7,24.3,9.7,358.5,0.6527,0.5328,58.49,47.745
2025-01-01 19:45:00,4.23,81.7,0.57,0.232,3,3,0,1613.8,2,0.672,8.16,13.29,378.5,44.0,36.0,14.4,473.0,0.5865,0.536,69.35,63.383
2025-01-01 20:00:00,5.97,86.4,3.25,0.25,3,4,0,1415.4,2,0.59,8.32,13.39,328.8,35.1,28.7,11.5,404.1,0.6147,0.5296,62.1,53.501
2025-01-01 20:15:00,5.51,81.7,1.84,0.163,3,4,0,1341.1,2,0.559,8.38,13.43,310.4,32.1,26.3,10.5,379.2,0.58,0.5324,54.99,50.477
2025-01-01 20:30:00,5.35,94.1,4.18,0.198,3,4,0,1300.4,2,0.542,8.42,13.45,300.4,30.5,25.0,10.0,365.8,0.633,0.5333,57.89,48.78
2025-01-01 20:45:00,5.65,81.8,2.0,0.241,3,4,0,1426.1,2,0.594,8.31,13.39,331.4,35.5,29.1,11.6,407.7,0.6711,0.5184,68.4,52.843
2025-01-01 21:00:00,6.03,84.7,2.96,0.226,3,5,0,1276.2,2,0.532,8.44,13.46,294.4,29.6,24.2,9.7,358.0,0.5862,0.5302,52.46,47.451
2025-01-01 21:15:00,5.69,83.6,2.42,0.225,3,5,0,1624.1,2,0.677,8.15,13.29,381.1,44.6,36.5,14.6,476.7,0.6045,0.5307,72.04,63.246
2025-01-01 21:30:00,5.81,81.7,2.16,0.199,3,5,0,1337.8,2,0.557,8.39,13.43,309.6,32.0,26.1,10.5,378.2,0.6253,0.5343,59.12,50.511
2025-01-01 21:45:00,5.74,83.4,2.42,0.201,3,5,0,1417.2,2,0.591,8.32,13.39,329.2,35.2,28.8,11.5,404.7,0.5816,0.5258,58.84,53.197
2025-01-01 22:00:00,6.23,85.1,3.26,0.171,3,6,0,1361.3,2,0.567,8.37,13.42,315.4,32.9,26.9,10.8,385.9,0.7402,0.5257,71.42,50.724
2025-01-01 22:15:00,7.13,84.0,3.92,0.145,3,6,0,1364.2,2,0.568,8.36,13.42,316.1,33.0,27.0,10.8,386.9,0.806,0.5296,77.96,51.222
2025-01-01 22:30:00,5.75,82.0,2.16,0.232,3,6,0,1323.0,2,0.551,8.4,13.44,305.9,31.4,25.7,10.3,373.3,0.7851,0.5382,73.26,50.226
2025-01-01 22:45:00,6.73,86.8,4.1,0.278,3,6,0,1548.9,2,0.645,8.21,13.33,362.1,41.0,33.5,13.4,450.0,0.8107,0.5324,91.2,59.897
2025-01-01 23:00:00,6.84,81.8,3.21,0.24,3,7,0,1321.3,2,0.551,8.4,13.44,305.5,31.3,25.6,10.2,372.7,0.8669,0.529,80.77,49.288
2025-01-01 23:15:00,7.01,72.0,1.41,0.272,3,7,0,1484.8,2,0.619,8.26,13.36,346.1,38.1,31.2,12.5,427.8,0.8021,0.5243,85.77,56.066
2025-01-01 23:30:00,6.83,82.5,3.34,0.274,3,7,0,1381.7,2,0.576,8.35,13.41,320.4,33.7,27.6,11.0,392.7,0.7671,0.5373,75.32,52.757
2025-01-01 23:45:00,6.38,77.3,1.85,0.142,3,7,0,1301.5,2,0.542,8.42,13.45,300.7,30.6,25.0,10.0,366.2,0.7608,0.5269,69.66,48.243
2025-01-02 00:00:00,6.86,81.3,3.13,0.424,3,8,0,1787.4,2,0.745,8.01,13.21,422.8,53.0,43.4,17.4,536.5,0.8024,0.528,107.63,70.827
2025-01-02 00:15:00,6.82,79.2,2.66,0.411,3,8,0,1627.4,2,0.678,8.14,13.29,381.9,44.7,36.6,14.6,477.8,0.7551,0.5298,90.21,63.292
2025-01-02 00:30:00,8.44,80.8,4.61,0.411,3,8,0,1570.6,2,0.654,8.19,13.31,367.6,42.0,34.3,13.7,457.6,0.8008,0.5264,91.62,60.231
2025-01-02 00:45:00,8.65,72.4,3.12,0.493,3,8,0,1821.2,2,0.759,7.98,13.19,431.5,54.9,44.9,18.0,549.3,0.8182,0.5346,112.36,73.409
2025-01-02 01:00:00,8.17,78.7,3.92,0.86,3,9,0,2032.6,2,0.847,7.81,13.08,486.7,67.7,55.4,22.1,631.9,1.0948,0.5264,172.94,83.159
2025-01-02 01:15:00,7.91,61.0,0.12,0.796,3,9,0,1841.9,2,0.767,7.97,13.18,436.8,56.1,45.9,18.4,557.2,1.0405,0.525,144.93,73.122
2025-01-02 01:30:00,7.48,74.1,2.3,0.786,3,9,0,1884.5,2,0.785,7.93,13.16,447.9,58.5,47.9,19.2,573.5,1.1464,0.5231,164.36,75.003
2025-01-02 01:45:00,8.8,73.2,3.44,0.835,3,9,0,2001.1,2,0.834,7.83,13.1,478.4,65.7,53.7,21.5,619.2,1.0613,0.5292,164.3,81.931
2025-01-02 02:00:00,8.28,70.8,2.44,1.0,3,10,0,2185.9,3,0.607,8.29,13.37,508.8,36.9,30.2,18.1,593.9,1.124,0.5243,166.89,77.842
2025-01-02 02:15:00,7.94,69.9,1.91,1.0,3,10,0,2270.8,3,0.631,8.24,13.34,530.0,39.4,32.2,19.3,620.9,1.171,0.5197,181.77,80.674
2025-01-02 02:30:00,8.71,61.1,0.93,0.941,3,10,0,2219.8,3,0.617,8.27,13.36,517.2,37.9,31.0,18.6,604.7,1.098,0.526,165.98,79.507
2025-01-02 02:45:00,9.09,64.2,1.93,1.0,3,10,0,2171.0,3,0.603,8.29,13.38,505.1,36.5,29.8,17.9,589.2,1.0907,0.5261,160.67,77.494
2025-01-02 03:00:00,8.91,71.8,3.27,0.794,3,11,0,2048.1,3,0.569,8.36,13.42,474.6,33.1,27.0,16.2,550.9,1.1551,0.5239,159.09,72.157
2025-01-02 03:15:00,9.51,73.6,4.23,0.791,3,11,0,1917.9,2,0.799,7.9,13.14,456.6,60.5,49.5,19.8,586.4,1.151,0.5245,168.75,76.901
2025-01-02 03:30:00,8.22,70.4,2.3,0.831,3,11,0,1932.8,2,0.805,7.89,13.13,460.5,61.4,50.3,20.1,592.3,1.0984,0.5179,162.64,76.687
2025-01-02 03:45:00,8.47,56.0,0.47,0.782,3,11,0,1993.6,2,0.831,7.84,13.1,476.4,65.2,53.3,21.3,616.2,1.1557,0.5219,178.05,80.397
2025-01-02 04:00:00,9.65,71.7,4.0,0.384,3,12,0,1605.8,2,0.669,8.16,13.3,376.5,43.7,35.7,14.3,470.1,0.7136,0.5112,83.87,60.083
2025-01-02 04:15:00,8.65,57.9,0.65,0.417,3,12,0,1579.0,2,0.658,8.18,13.31,369.7,42.4,34.7,13.9,460.6,0.8325,0.5271,95.87,60.702
2025-01-02 04:30:00,8.93,49.9,0.93,0.423,3,12,0,1723.1,2,0.718,8.06,13.24,406.3,49.6,40.6,16.2,512.7,0.781,0.5221,100.1,66.91
2025-01-02 04:45:00,9.25,58.1,1.25,0.375,3,12,0,1652.6,2,0.689,8.12,13.27,388.3,46.0,37.6,15.0,486.9,0.7911,0.5212,96.3,63.444
2025-01-02 05:00:00,9.6,57.1,1.6,0.239,3,13,0,1544.0,2,0.643,8.21,13.33,360.9,40.7,33.3,13.3,448.3,0.7885,0.5128,88.37,57.475
2025-01-02 05:15:00,10.36,51.9,2.36,0.217,3,13,0,1626.3,2,0.678,8.14,13.29,381.6,44.7,36.5,14.6,477.5,0.8131,0.5184,97.05,61.884
2025-01-02 05:30:00,9.08,61.3,1.34,0.149,3,13,0,1382.6,2,0.576,8.35,13.41,320.6,33.7,27.6,11.0,393.0,0.795,0.5105,78.12,50.16
2025-01-02 05:45:00,9.42,55.8,1.42,0.221,3,13,0,1268.6,2,0.529,8.44,13.47,292.6,29.3,24.0,9.6,355.5,0.7247,0.5214,64.41,46.342
2025-01-02 06:00:00,8.6,55.1,0.6,0.243,3,14,0,1426.9,2,0.595,8.31,13.39,331.6,35.6,29.1,11.6,408.0,0.7738,0.5175,78.92,52.776
2025-01-02 06:15:00,8.55,64.5,1.45,0.181,3,14,0,1349.1,2,0.562,8.38,13.43,312.4,32.4,26.5,10.6,381.9,0.759,0.5246,72.46,50.079
2025-01-02 06:30:00,9.7,51.1,1.7,0.202,3,14,0,1477.0,2,0.615,8.27,13.36,344.1,37.7,30.9,12.3,425.1,0.7589,0.5115,80.65,54.353
2025-01-02 06:45:00,9.46,47.6,1.46,0.202,3,14,0,1368.6,2,0.57,8.36,13.42,317.2,33.2,27.1,10.9,388.4,0.7337,0.5217,71.23,50.656
2025-01-02 07:00:00,9.8,61.3,2.06,0.22,3,15,0,1434.2,2,0.598,8.3,13.38,333.4,35.9,29.4,11.7,410.4,0.7482,0.5144,76.77,52.782
2025-01-02 07:15:00,9.42,53.7,1.42,0.229,3,15,0,1543.9,2,0.643,8.21,13.33,360.9,40.7,33.3,13.3,448.3,0.7596,0.5109,85.13,57.256
2025-01-02 07:30:00,9.48,48.5,1.48,0.277,3,15,0,1390.2,2,0.579,8.34,13.4,322.5,34.1,27.9,11.1,395.6,0.7693,0.5167,76.08,51.102
2025-01-02 07:45:00,8.74,52.8,0.74,0.183,3,15,0,1436.4,2,0.598,8.3,13.38,334.0,36.0,29.4,11.8,411.2,0.7605,0.5061,78.17,52.025
2025-01-02 08:00:00,9.7,63.6,2.43,0.202,3,16,0,1530.6,2,0.638,8.22,13.33,357.5,40.1,32.8,13.1,443.6,0.7828,0.5099,86.81,56.552
2025-01-02 08:15:00,9.28,65.7,2.41,0.223,3,16,0,1546.4,2,0.644,8.21,13.33,361.5,40.9,33.4,13.4,449.2,0.7476,0.5125,83.95,57.549
2025-01-02 08:30:00,10.19,51.2,2.19,0.174,3,16,0,1766.5,2,0.736,8.03,13.22,417.4,51.9,42.5,17.0,528.7,0.7575,0.5114,100.13,67.6
2025-01-02 08:45:00,8.55,50.3,0.55,0.256,3,16,0,1362.2,2,0.568,8.36,13.42,315.6,32.9,26.9,10.8,386.3,0.7766,0.5137,74.99,49.608
2025-01-02 09:00:00,9.13,52.4,1.13,0.125,3,17,0,1440.3,2,0.6,8.3,13.38,335.0,36.1,29.6,11.8,412.5,0.7522,0.5181,77.57,53.435
2025-01-02 09:15:00,8.17,54.6,0.17,0.143,3,17,0,1415.8,2,0.59,8.32,13.39,328.9,35.1,28.7,11.5,404.2,0.7404,0.5134,74.82,51.883
2025-01-02 09:30:00,9.56,65.2,2.6,0.212,3,17,0,1377.4,2,0.574,8.35,13.41,319.3,33.5,27.4,11.0,391.3,0.8104,0.5057,79.28,49.467
2025-01-02 09:45:00,9.02,51.9,1.02,0.146,3,17,0,1370.0,2,0.571,8.36,13.41,317.5,33.2,27.2,10.9,388.8,0.8,0.5133,77.77,49.896
2025-01-02 10:00:00,8.69,57.2,0.69,0.257,3,18,0,1462.5,2,0.609,8.28,13.37,340.5,37.1,30.4,12.1,420.1,1.1578,0.5088,121.6,53.435
2025-01-02 10:15:00,8.96,54.9,0.96,0.165,3,18,0,1248.8,2,0.52,8.46,13.48,287.7,28.6,23.4,9.4,349.1,1.1183,0.5106,97.6,44.564
2025-01-02 10:30:00,8.06,61.8,0.42,0.157,3,18,0,1370.0,2,0.571,8.36,13.41,317.5,33.2,27.2,10.9,388.9,1.1483,0.5093,111.63,49.514
2025-01-02 10:45:00,8.67,60.7,0.81,0.19,3,18,0,1424.8,2,0.594,8.31,13.39,331.1,35.5,29.0,11.6,407.3,1.1433,0.5078,116.41,51.702
2025-01-02 11:00:00,6.77,65.3,-0.17,0.297,3,19,0,1469.7,2,0.612,8.28,13.37,342.3,37.4,30.6,12.2,422.6,1.1271,0.513,119.07,54.194
2025-01-02 11:15:00,7.69,50.9,-0.31,0.224,3,19,0,1490.8,2,0.621,8.26,13.35,347.6,38.3,31.4,12.5,429.8,1.1203,0.515,120.38,55.345
2025-01-02 11:30:00,7.58,62.7,0.11,0.217,3,19,0,1397.9,2,0.582,8.34,13.4,324.4,34.4,28.1,11.3,398.2,1.0692,0.5172,106.44,51.483
2025-01-02 11:45:00,7.59,56.7,-0.41,0.196,3,19,0,1378.0,2,0.574,8.35,13.41,319.5,33.6,27.5,11.0,391.5,1.1268,0.509,110.28,49.821
2025-01-02 12:00:00,6.21,60.1,-1.77,0.136,3,20,0,1363.1,2,0.568,8.36,13.42,315.8,33.0,27.0,10.8,386.6,1.1585,0.5091,111.96,49.195
2025-01-02 12:15:00,6.86,60.7,-1.0,0.215,3,20,0,1332.4,2,0.555,8.39,13.43,308.3,31.7,26.0,10.4,376.4,1.1426,0.5123,107.51,48.202
2025-01-02 12:30:00,7.46,62.5,-0.04,0.175,3,20,0,1512.2,2,0.63,8.24,13.34,352.9,39.3,32.2,12.9,437.2,1.1475,0.5019,125.43,54.864
2025-01-02 12:45:00,5.84,62.7,-1.62,0.121,3,20,0,1234.2,2,0.514,8.47,13.48,284.2,28.1,23.0,9.2,344.4,1.0909,0.507,93.92,43.648
